Position_ID,Department_ID,Position_Title,Job_Level,Business_Impact_Score_1_5,Operational_Dependency_Score_1_5,Knowledge_Specialization_Score_1_5,Cross_Function_Dependency_Score_1_5,Max_Acceptable_Vacancy_Days,Promotion_Ramp_Up_Days,Transfer_Ramp_Up_Days,Business_Continuity_Weight_pct,Skill_Coverage_Weight_pct,Cost_Efficiency_Weight_pct,Assumption_Status,Assumption_Effective_Date
POS-173,DEPARTMENT-002,Senior Financial Analyst,Senior,5,4,5,4,30,40,45,45,35,20,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
POS-174,DEPARTMENT-003,Account Manager,Mid,3,3,3,2,60,30,35,40,35,25,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
POS-175,DEPARTMENT-006,Operations Analyst,Mid,3,4,3,2,60,30,35,40,35,25,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
POS-176,DEPARTMENT-003,Senior Account Manager,Senior,5,4,5,4,30,40,45,45,35,20,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
POS-177,DEPARTMENT-001,HR Generalist,Mid,3,3,3,2,60,30,35,40,35,25,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
POS-178,DEPARTMENT-003,Sales Executive,Junior,2,2,2,2,90,25,30,35,35,30,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
POS-179,DEPARTMENT-006,Operations Officer,Junior,3,4,3,2,60,25,30,40,35,25,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
POS-180,DEPARTMENT-004,Customer Support Representative,Junior,3,4,3,2,60,25,30,40,35,25,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
POS-181,DEPARTMENT-006,Operations Officer,Junior,3,4,3,2,60,25,30,40,35,25,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
POS-182,DEPARTMENT-003,Account Manager,Mid,3,3,3,2,60,30,35,40,35,25,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
POS-183,DEPARTMENT-007,IT Support Engineer,Junior,2,3,2,2,90,25,30,35,35,30,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
POS-184,DEPARTMENT-006,Operations Officer,Junior,3,4,3,2,60,25,30,40,35,25,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
POS-185,DEPARTMENT-002,Senior Financial Analyst,Senior,5,4,5,4,30,40,45,45,35,20,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
POS-186,DEPARTMENT-007,Systems Administrator,Mid,3,4,3,2,60,30,35,40,35,25,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
POS-187,DEPARTMENT-006,Operations Officer,Junior,3,4,3,2,60,25,30,40,35,25,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
POS-188,DEPARTMENT-007,Senior Systems Engineer,Senior,5,5,5,4,30,40,45,45,35,20,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
POS-189,DEPARTMENT-005,Engineering Lead,Lead/Manager,5,4,5,4,30,50,55,45,35,20,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
POS-190,DEPARTMENT-001,HR Officer,Junior,2,2,2,2,90,25,30,35,35,30,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
POS-191,DEPARTMENT-006,Operations Analyst,Mid,3,4,3,2,60,30,35,40,35,25,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
POS-192,DEPARTMENT-003,Sales Executive,Junior,2,2,2,2,90,25,30,35,35,30,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
POS-193,DEPARTMENT-006,Operations Officer,Junior,3,4,3,2,60,25,30,40,35,25,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
POS-194,DEPARTMENT-004,Senior Support Executive,Mid,3,4,3,2,60,30,35,40,35,25,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
POS-195,DEPARTMENT-005,Engineering Lead,Lead/Manager,5,4,5,4,30,50,55,45,35,20,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
POS-196,DEPARTMENT-005,Software Engineer II,Mid,3,3,3,2,60,30,35,40,35,25,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
POS-197,DEPARTMENT-001,HR Manager,Lead/Manager,5,4,5,4,30,50,55,45,35,20,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
POS-198,DEPARTMENT-006,Operations Officer,Junior,3,4,3,2,60,25,30,40,35,25,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
POS-199,DEPARTMENT-004,Customer Support Representative,Junior,3,4,3,2,60,25,30,40,35,25,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
POS-200,DEPARTMENT-004,Senior Support Executive,Mid,3,4,3,2,60,30,35,40,35,25,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
EXEC-HR-HEAD,DEPARTMENT-001,Head of HR,Executive,5,5,5,4,14,60,70,50,35,15,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
EXEC-FIN-HEAD,DEPARTMENT-002,Head of Finance,Executive,5,5,5,4,14,60,70,50,35,15,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
EXEC-CS-HEAD,DEPARTMENT-004,Head of Customer Support,Executive,5,5,5,4,14,60,70,50,35,15,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
EXEC-SAL-HEAD,DEPARTMENT-003,Head of Sales,Executive,5,5,5,4,14,60,70,50,35,15,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
EXEC-ENG-HEAD,DEPARTMENT-005,Head of Engineering,Executive,5,5,5,4,14,60,70,50,35,15,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
EXEC-OPS-HEAD,DEPARTMENT-006,Head of Operations,Executive,5,5,5,4,14,60,70,50,35,15,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
EXEC-IT-HEAD,DEPARTMENT-007,Head of IT,Executive,5,5,5,4,14,60,70,50,35,15,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
POS-201,DEPARTMENT-001,HR Manager,Lead/Manager,5,4,5,4,30,50,55,45,35,20,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
POS-202,DEPARTMENT-001,HR Manager,Lead/Manager,5,4,5,4,30,50,55,45,35,20,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
POS-203,DEPARTMENT-001,Senior HR Business Partner,Senior,5,4,5,4,30,40,45,45,35,20,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
POS-204,DEPARTMENT-001,Senior HR Business Partner,Senior,5,4,5,4,30,40,45,45,35,20,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
POS-205,DEPARTMENT-001,Senior HR Business Partner,Senior,5,4,5,4,30,40,45,45,35,20,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
POS-206,DEPARTMENT-001,HR Officer,Mid,3,3,3,2,60,30,35,40,35,25,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
POS-207,DEPARTMENT-001,HR Officer,Mid,3,3,3,2,60,30,35,40,35,25,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
POS-208,DEPARTMENT-001,HR Officer,Mid,3,3,3,2,60,30,35,40,35,25,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
POS-209,DEPARTMENT-001,HR Officer,Mid,3,3,3,2,60,30,35,40,35,25,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
POS-210,DEPARTMENT-001,HR Officer,Mid,3,3,3,2,60,30,35,40,35,25,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
POS-211,DEPARTMENT-001,HR Officer,Mid,3,3,3,2,60,30,35,40,35,25,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
POS-212,DEPARTMENT-001,HR Officer,Mid,3,3,3,2,60,30,35,40,35,25,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
POS-213,DEPARTMENT-001,HR Assistant,Junior,3,3,3,2,60,25,30,40,35,25,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
POS-214,DEPARTMENT-001,HR Assistant,Junior,3,3,3,2,60,25,30,40,35,25,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
POS-215,DEPARTMENT-001,HR Assistant,Junior,3,3,3,2,60,25,30,40,35,25,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
POS-216,DEPARTMENT-001,HR Assistant,Junior,3,3,3,2,60,25,30,40,35,25,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
POS-217,DEPARTMENT-001,HR Assistant,Junior,3,3,3,2,60,25,30,40,35,25,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
POS-218,DEPARTMENT-001,HR Assistant,Junior,3,3,3,2,60,25,30,40,35,25,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
POS-219,DEPARTMENT-001,HR Assistant,Junior,3,3,3,2,60,25,30,40,35,25,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
POS-220,DEPARTMENT-001,HR Assistant,Junior,3,3,3,2,60,25,30,40,35,25,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
POS-221,DEPARTMENT-001,HR Assistant,Junior,3,3,3,2,60,25,30,40,35,25,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
POS-222,DEPARTMENT-001,HR Assistant,Junior,3,3,3,2,60,25,30,40,35,25,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
POS-223,DEPARTMENT-001,HR Intern,Intern,3,3,3,2,60,20,25,40,35,25,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
POS-224,DEPARTMENT-001,HR Intern,Intern,3,3,3,2,60,20,25,40,35,25,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
POS-225,DEPARTMENT-001,HR Intern,Intern,3,3,3,2,60,20,25,40,35,25,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
POS-226,DEPARTMENT-002,Finance Manager,Lead/Manager,5,4,5,4,30,50,55,45,35,20,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
POS-227,DEPARTMENT-002,Finance Manager,Lead/Manager,5,4,5,4,30,50,55,45,35,20,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
POS-228,DEPARTMENT-002,Finance Manager,Lead/Manager,5,4,5,4,30,50,55,45,35,20,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
POS-229,DEPARTMENT-002,Finance Manager,Lead/Manager,5,4,5,4,30,50,55,45,35,20,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
POS-230,DEPARTMENT-002,Finance Manager,Lead/Manager,5,4,5,4,30,50,55,45,35,20,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
POS-231,DEPARTMENT-002,Financial Analyst,Mid,3,3,3,2,60,30,35,40,35,25,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
POS-232,DEPARTMENT-002,Financial Analyst,Mid,3,3,3,2,60,30,35,40,35,25,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
POS-233,DEPARTMENT-002,Financial Analyst,Mid,3,3,3,2,60,30,35,40,35,25,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
POS-234,DEPARTMENT-002,Financial Analyst,Mid,3,3,3,2,60,30,35,40,35,25,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
POS-235,DEPARTMENT-002,Accounts Assistant,Junior,3,3,3,2,60,25,30,40,35,25,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
POS-236,DEPARTMENT-002,Accounts Assistant,Junior,3,3,3,2,60,25,30,40,35,25,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
POS-237,DEPARTMENT-002,Accounts Assistant,Junior,3,3,3,2,60,25,30,40,35,25,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
POS-238,DEPARTMENT-002,Accounts Assistant,Junior,3,3,3,2,60,25,30,40,35,25,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
POS-239,DEPARTMENT-002,Accounts Assistant,Junior,3,3,3,2,60,25,30,40,35,25,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
POS-240,DEPARTMENT-002,Accounts Assistant,Junior,3,3,3,2,60,25,30,40,35,25,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
POS-241,DEPARTMENT-002,Accounts Assistant,Junior,3,3,3,2,60,25,30,40,35,25,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
POS-242,DEPARTMENT-002,Accounts Assistant,Junior,3,3,3,2,60,25,30,40,35,25,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
POS-243,DEPARTMENT-002,Accounts Assistant,Junior,3,3,3,2,60,25,30,40,35,25,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
POS-244,DEPARTMENT-002,Accounts Assistant,Junior,3,3,3,2,60,25,30,40,35,25,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
POS-245,DEPARTMENT-002,Accounts Assistant,Junior,3,3,3,2,60,25,30,40,35,25,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
POS-246,DEPARTMENT-002,Accounts Assistant,Junior,3,3,3,2,60,25,30,40,35,25,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
POS-247,DEPARTMENT-002,Finance Intern,Intern,3,3,3,2,60,20,25,40,35,25,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
POS-248,DEPARTMENT-002,Finance Intern,Intern,3,3,3,2,60,20,25,40,35,25,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
POS-249,DEPARTMENT-002,Finance Intern,Intern,3,3,3,2,60,20,25,40,35,25,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
POS-250,DEPARTMENT-003,Senior Account Manager,Senior,5,4,5,4,30,40,45,45,35,20,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
POS-251,DEPARTMENT-003,Senior Account Manager,Senior,5,4,5,4,30,40,45,45,35,20,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
POS-252,DEPARTMENT-003,Senior Account Manager,Senior,5,4,5,4,30,40,45,45,35,20,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
POS-253,DEPARTMENT-003,Sales Intern,Intern,3,3,3,2,60,20,25,40,35,25,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
POS-254,DEPARTMENT-003,Sales Intern,Intern,3,3,3,2,60,20,25,40,35,25,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
POS-255,DEPARTMENT-003,Sales Intern,Intern,3,3,3,2,60,20,25,40,35,25,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
POS-256,DEPARTMENT-004,Senior Customer Support Specialist,Senior,5,5,5,4,30,40,45,45,35,20,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
POS-257,DEPARTMENT-004,Senior Customer Support Specialist,Senior,5,5,5,4,30,40,45,45,35,20,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
POS-258,DEPARTMENT-004,Senior Customer Support Specialist,Senior,5,5,5,4,30,40,45,45,35,20,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
POS-259,DEPARTMENT-004,Customer Support Specialist,Mid,3,4,3,2,60,30,35,40,35,25,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
POS-260,DEPARTMENT-004,Customer Support Specialist,Mid,3,4,3,2,60,30,35,40,35,25,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
POS-261,DEPARTMENT-004,Customer Support Intern,Intern,3,4,3,2,60,20,25,40,35,25,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
POS-262,DEPARTMENT-004,Customer Support Intern,Intern,3,4,3,2,60,20,25,40,35,25,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
POS-263,DEPARTMENT-004,Customer Support Intern,Intern,3,4,3,2,60,20,25,40,35,25,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
POS-264,DEPARTMENT-005,Senior Software Engineer,Senior,5,4,5,4,30,40,45,45,35,20,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
POS-265,DEPARTMENT-005,Senior Software Engineer,Senior,5,4,5,4,30,40,45,45,35,20,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
POS-266,DEPARTMENT-005,Junior Software Engineer,Junior,3,3,3,2,60,25,30,40,35,25,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
POS-267,DEPARTMENT-005,Junior Software Engineer,Junior,3,3,3,2,60,25,30,40,35,25,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
POS-268,DEPARTMENT-005,Junior Software Engineer,Junior,3,3,3,2,60,25,30,40,35,25,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
POS-269,DEPARTMENT-005,Engineering Intern,Intern,3,3,3,2,60,20,25,40,35,25,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
POS-270,DEPARTMENT-005,Engineering Intern,Intern,3,3,3,2,60,20,25,40,35,25,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
POS-271,DEPARTMENT-005,Engineering Intern,Intern,3,3,3,2,60,20,25,40,35,25,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
POS-272,DEPARTMENT-006,Operations Manager,Lead/Manager,5,5,5,4,30,50,55,45,35,20,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
POS-273,DEPARTMENT-006,Senior Operations Officer,Senior,5,5,5,4,30,40,45,45,35,20,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
POS-274,DEPARTMENT-006,Senior Operations Officer,Senior,5,5,5,4,30,40,45,45,35,20,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
POS-275,DEPARTMENT-006,Senior Operations Officer,Senior,5,5,5,4,30,40,45,45,35,20,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
POS-276,DEPARTMENT-006,Senior Operations Officer,Senior,5,5,5,4,30,40,45,45,35,20,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
POS-277,DEPARTMENT-006,Senior Operations Officer,Senior,5,5,5,4,30,40,45,45,35,20,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
POS-278,DEPARTMENT-006,Senior Operations Officer,Senior,5,5,5,4,30,40,45,45,35,20,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
POS-279,DEPARTMENT-006,Senior Operations Officer,Senior,5,5,5,4,30,40,45,45,35,20,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
POS-280,DEPARTMENT-006,Senior Operations Officer,Senior,5,5,5,4,30,40,45,45,35,20,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
POS-281,DEPARTMENT-006,Operations Officer,Mid,3,4,3,2,60,30,35,40,35,25,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
POS-282,DEPARTMENT-006,Operations Officer,Mid,3,4,3,2,60,30,35,40,35,25,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
POS-283,DEPARTMENT-006,Operations Intern,Intern,3,4,3,2,60,20,25,40,35,25,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
POS-284,DEPARTMENT-006,Operations Intern,Intern,3,4,3,2,60,20,25,40,35,25,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
POS-285,DEPARTMENT-006,Operations Intern,Intern,3,4,3,2,60,20,25,40,35,25,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
POS-286,DEPARTMENT-007,IT Manager,Lead/Manager,5,5,5,4,30,50,55,45,35,20,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
POS-287,DEPARTMENT-007,IT Manager,Lead/Manager,5,5,5,4,30,50,55,45,35,20,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
POS-288,DEPARTMENT-007,IT Manager,Lead/Manager,5,5,5,4,30,50,55,45,35,20,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
POS-289,DEPARTMENT-007,Senior Systems Engineer,Senior,5,5,5,4,30,40,45,45,35,20,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
POS-290,DEPARTMENT-007,Senior Systems Engineer,Senior,5,5,5,4,30,40,45,45,35,20,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
POS-291,DEPARTMENT-007,Senior Systems Engineer,Senior,5,5,5,4,30,40,45,45,35,20,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
POS-292,DEPARTMENT-007,Systems Administrator,Mid,3,4,3,2,60,30,35,40,35,25,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
POS-293,DEPARTMENT-007,Systems Administrator,Mid,3,4,3,2,60,30,35,40,35,25,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
POS-294,DEPARTMENT-007,Systems Administrator,Mid,3,4,3,2,60,30,35,40,35,25,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
POS-295,DEPARTMENT-007,Systems Administrator,Mid,3,4,3,2,60,30,35,40,35,25,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
POS-296,DEPARTMENT-007,Systems Administrator,Mid,3,4,3,2,60,30,35,40,35,25,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
POS-297,DEPARTMENT-007,Systems Administrator,Mid,3,4,3,2,60,30,35,40,35,25,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
POS-298,DEPARTMENT-007,Systems Administrator,Mid,3,4,3,2,60,30,35,40,35,25,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
POS-299,DEPARTMENT-007,IT Support Technician,Junior,3,4,3,2,60,25,30,40,35,25,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
POS-300,DEPARTMENT-007,IT Support Technician,Junior,3,4,3,2,60,25,30,40,35,25,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
POS-301,DEPARTMENT-007,IT Support Technician,Junior,3,4,3,2,60,25,30,40,35,25,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
POS-302,DEPARTMENT-007,IT Support Technician,Junior,3,4,3,2,60,25,30,40,35,25,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
POS-303,DEPARTMENT-007,IT Support Technician,Junior,3,4,3,2,60,25,30,40,35,25,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
POS-304,DEPARTMENT-007,IT Support Technician,Junior,3,4,3,2,60,25,30,40,35,25,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
POS-305,DEPARTMENT-007,IT Support Technician,Junior,3,4,3,2,60,25,30,40,35,25,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
POS-306,DEPARTMENT-007,IT Intern,Intern,3,4,3,2,60,20,25,40,35,25,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
POS-307,DEPARTMENT-007,IT Intern,Intern,3,4,3,2,60,20,25,40,35,25,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
POS-308,DEPARTMENT-007,IT Intern,Intern,3,4,3,2,60,20,25,40,35,25,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
EXEC-MED-HEAD,DEPARTMENT-008,Head of Medical Care,Executive,5,5,5,4,14,60,70,50,35,15,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
POS-309,DEPARTMENT-008,Medical Care Manager,Lead/Manager,5,5,5,4,30,50,55,45,35,20,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
POS-310,DEPARTMENT-008,Medical Care Manager,Lead/Manager,5,5,5,4,30,50,55,45,35,20,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
POS-311,DEPARTMENT-008,Medical Care Manager,Lead/Manager,5,5,5,4,30,50,55,45,35,20,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
POS-312,DEPARTMENT-008,Medical Care Manager,Lead/Manager,5,5,5,4,30,50,55,45,35,20,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
POS-313,DEPARTMENT-008,Medical Care Manager,Lead/Manager,5,5,5,4,30,50,55,45,35,20,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
POS-314,DEPARTMENT-008,Medical Care Manager,Lead/Manager,5,5,5,4,30,50,55,45,35,20,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
POS-315,DEPARTMENT-008,Senior Medical Officer,Senior,5,5,5,4,30,40,45,45,35,20,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
POS-316,DEPARTMENT-008,Senior Medical Officer,Senior,5,5,5,4,30,40,45,45,35,20,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
POS-317,DEPARTMENT-008,Senior Medical Officer,Senior,5,5,5,4,30,40,45,45,35,20,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
POS-318,DEPARTMENT-008,Senior Medical Officer,Senior,5,5,5,4,30,40,45,45,35,20,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
POS-319,DEPARTMENT-008,Senior Medical Officer,Senior,5,5,5,4,30,40,45,45,35,20,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
POS-320,DEPARTMENT-008,Senior Medical Officer,Senior,5,5,5,4,30,40,45,45,35,20,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
POS-321,DEPARTMENT-008,Senior Medical Officer,Senior,5,5,5,4,30,40,45,45,35,20,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
POS-322,DEPARTMENT-008,Senior Medical Officer,Senior,5,5,5,4,30,40,45,45,35,20,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
POS-323,DEPARTMENT-008,Medical Officer,Mid,3,4,3,2,60,30,35,40,35,25,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
POS-324,DEPARTMENT-008,Medical Officer,Mid,3,4,3,2,60,30,35,40,35,25,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
POS-325,DEPARTMENT-008,Medical Officer,Mid,3,4,3,2,60,30,35,40,35,25,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
POS-326,DEPARTMENT-008,Medical Officer,Mid,3,4,3,2,60,30,35,40,35,25,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
POS-327,DEPARTMENT-008,Medical Officer,Mid,3,4,3,2,60,30,35,40,35,25,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
POS-328,DEPARTMENT-008,Medical Officer,Mid,3,4,3,2,60,30,35,40,35,25,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
POS-329,DEPARTMENT-008,Medical Officer,Mid,3,4,3,2,60,30,35,40,35,25,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
POS-330,DEPARTMENT-008,Medical Officer,Mid,3,4,3,2,60,30,35,40,35,25,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
POS-331,DEPARTMENT-008,Medical Officer,Mid,3,4,3,2,60,30,35,40,35,25,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
POS-332,DEPARTMENT-008,Medical Officer,Mid,3,4,3,2,60,30,35,40,35,25,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
POS-333,DEPARTMENT-008,Medical Officer,Mid,3,4,3,2,60,30,35,40,35,25,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
POS-334,DEPARTMENT-008,Medical Officer,Mid,3,4,3,2,60,30,35,40,35,25,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
POS-335,DEPARTMENT-008,Medical Officer,Mid,3,4,3,2,60,30,35,40,35,25,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
POS-336,DEPARTMENT-008,Medical Officer,Mid,3,4,3,2,60,30,35,40,35,25,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
POS-337,DEPARTMENT-008,Junior Medical Officer,Junior,3,4,3,2,60,25,30,40,35,25,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
POS-338,DEPARTMENT-008,Junior Medical Officer,Junior,3,4,3,2,60,25,30,40,35,25,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
