Employee_ID,Promotion_Base_Readiness_Score_pct,Transfer_Base_Readiness_Score_pct,Reskilling_Base_Readiness_Score_pct,Reskilling_Need_Score_pct,Current_Role_Skill_Coverage_pct,Current_Role_Mandatory_Skill_Coverage_pct,Current_Role_Skill_Gap_Count,Current_Role_Mandatory_Gap_Count,Cross_Functional_Exposure_Score_pct,Overtime_Load_pct,Attendance_Availability_pct,Simulation_Feature_Version,Source_Data_As_Of_Date,Feature_Source
EMP172,87.61,72.81,57.31,100.0,0.0,0.0,5,3,25.0,17.9,98.4,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP173,86.13,73.34,54.69,92.0,10.0,0.0,4,3,31.25,8.66,100.0,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP174,84.74,71.61,58.82,72.0,25.0,33.33,4,2,25.0,11.55,98.4,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP175,73.47,53.54,46.34,72.0,25.0,33.33,4,2,31.25,5.2,100.0,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP176,93.15,86.77,86.1,36.0,60.0,66.67,2,1,56.25,4.04,100.0,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP177,86.73,70.85,50.73,100.0,0.0,0.0,5,3,18.75,16.74,98.5,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP178,68.65,46.21,47.72,56.0,55.0,33.33,2,2,6.25,12.12,96.8,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP179,88.54,69.56,59.18,64.0,30.0,33.33,3,2,6.25,23.09,98.4,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP180,87.04,69.95,54.99,100.0,0.0,0.0,5,3,12.5,14.43,100.0,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP181,85.43,70.45,64.39,36.0,55.0,66.67,2,1,6.25,4.62,100.0,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP182,95.32,84.26,86.59,0.0,100.0,100.0,0,0,37.5,4.04,98.4,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP183,89.5,72.88,58.33,64.0,35.0,33.33,3,2,18.75,12.12,98.5,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP184,66.64,45.77,41.64,100.0,0.0,0.0,5,3,6.25,13.86,98.4,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP185,84.5,77.36,54.39,100.0,0.0,0.0,5,3,50.0,15.01,100.0,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP186,89.07,74.89,79.62,28.0,80.0,66.67,1,1,31.25,4.62,96.8,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP187,87.4,68.75,55.06,72.0,25.0,33.33,4,2,6.25,27.71,96.7,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP188,70.59,49.95,59.65,100.0,0.0,0.0,5,3,25.0,10.39,98.4,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP189,86.41,73.01,80.45,36.0,55.0,66.67,2,1,31.25,27.71,96.8,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP190,82.15,68.24,57.13,100.0,0.0,0.0,5,3,6.25,7.51,95.1,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP191,94.82,85.0,77.71,0.0,100.0,100.0,0,0,43.75,8.08,98.4,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP192,93.08,78.04,67.43,36.0,60.0,66.67,2,1,12.5,13.28,100.0,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP193,95.24,77.47,67.54,8.0,80.0,100.0,1,0,6.25,5.77,95.1,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP194,69.43,48.07,37.96,100.0,0.0,0.0,5,3,12.5,16.17,100.0,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP195,92.42,88.92,94.16,0.0,100.0,100.0,0,0,68.75,10.97,100.0,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP196,95.84,82.38,83.08,28.0,80.0,66.67,1,1,25.0,15.59,100.0,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP197,85.88,74.9,77.48,84.0,30.0,0.0,3,3,43.75,17.9,96.8,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP198,64.68,44.39,36.53,100.0,0.0,0.0,5,3,0.0,15.59,98.4,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP199,95.46,79.34,65.5,28.0,80.0,66.67,1,1,12.5,21.36,98.4,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP200,88.5,71.33,51.16,72.0,25.0,33.33,4,2,18.75,22.52,95.2,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP201,91.81,85.12,89.62,64.0,35.0,33.33,3,2,56.25,10.39,96.9,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP202,87.87,77.44,82.99,64.0,37.0,33.33,3,2,50.0,11.55,95.4,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP203,92.72,83.34,64.69,92.0,18.0,0.0,4,3,43.75,4.04,100.0,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP204,89.82,83.1,66.56,44.0,45.0,66.67,3,1,43.75,0.0,93.8,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP205,92.93,81.7,81.61,36.0,62.0,66.67,2,1,37.5,6.93,93.8,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP206,95.64,81.36,81.81,36.0,60.0,66.67,2,1,25.0,5.77,95.4,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP207,86.53,77.34,81.14,64.0,37.0,33.33,3,2,18.75,11.55,90.8,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP208,92.56,78.07,80.67,16.0,67.0,100.0,2,0,6.25,5.2,100.0,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP209,86.41,70.07,72.27,64.0,40.0,33.33,3,2,6.25,6.93,95.4,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP210,89.95,82.78,80.41,44.0,47.0,66.67,3,1,31.25,0.0,100.0,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP211,87.48,74.68,73.94,72.0,25.0,33.33,4,2,25.0,16.74,96.9,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP212,87.04,73.0,75.61,100.0,0.0,0.0,5,3,25.0,13.28,95.4,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP213,94.92,77.76,84.91,100.0,0.0,0.0,5,3,6.25,10.39,95.4,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP214,79.15,67.38,46.94,92.0,15.0,0.0,4,3,31.25,9.82,98.5,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP215,77.53,61.04,50.85,92.0,18.0,0.0,4,3,0.0,6.93,98.5,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP216,76.31,59.64,58.76,64.0,38.0,33.33,3,2,0.0,8.66,96.9,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP217,74.48,57.8,57.7,72.0,22.0,33.33,4,2,0.0,0.0,89.2,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP218,76.97,66.85,63.82,64.0,40.0,33.33,3,2,31.25,5.77,100.0,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP219,77.6,63.77,55.54,92.0,15.0,0.0,4,3,18.75,0.0,96.9,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP220,77.29,66.56,53.78,64.0,43.0,33.33,3,2,31.25,4.62,98.5,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP221,79.72,62.24,62.67,84.0,33.0,0.0,3,3,6.25,5.2,95.4,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP222,66.34,49.88,51.92,64.0,40.0,33.33,3,2,0.0,10.97,98.5,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP223,75.9,64.74,56.17,44.0,47.0,66.67,3,1,31.25,6.35,96.9,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP224,64.26,48.91,56.65,64.0,37.0,33.33,3,2,0.0,7.51,98.5,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP225,66.09,50.28,54.58,56.0,55.0,33.33,2,2,0.0,9.24,100.0,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP226,67.08,51.56,63.09,44.0,47.0,66.67,3,1,6.25,23.09,100.0,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP227,94.19,85.78,88.13,64.0,40.0,33.33,3,2,50.0,0.0,100.0,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP228,92.56,83.15,63.55,44.0,45.0,66.67,3,1,43.75,7.51,96.9,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP229,93.15,86.36,92.09,100.0,0.0,0.0,5,3,56.25,0.0,100.0,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP230,88.43,77.81,78.78,36.0,60.0,66.67,2,1,50.0,1.73,95.4,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP231,87.14,79.42,86.57,92.0,18.0,0.0,4,3,62.5,4.04,96.9,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP232,86.67,72.94,84.37,72.0,25.0,33.33,4,2,31.25,1.15,98.5,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP233,89.57,74.96,74.14,72.0,22.0,33.33,4,2,25.0,5.77,100.0,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP234,85.62,78.89,71.31,92.0,18.0,0.0,4,3,50.0,11.55,96.9,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP235,88.04,79.51,72.29,64.0,43.0,33.33,3,2,56.25,2.31,100.0,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP236,87.89,78.14,72.73,44.0,42.0,66.67,3,1,37.5,4.62,98.5,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP237,80.47,61.02,61.68,92.0,15.0,0.0,4,3,0.0,0.0,100.0,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP238,76.31,64.38,51.53,44.0,45.0,66.67,3,1,25.0,5.2,100.0,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP239,76.77,60.02,59.89,44.0,42.0,66.67,3,1,0.0,7.51,95.4,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP240,78.22,68.78,59.37,92.0,18.0,0.0,4,3,37.5,5.77,100.0,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP241,67.75,56.36,64.44,44.0,45.0,66.67,3,1,31.25,8.08,96.9,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP242,73.27,68.79,54.59,64.0,40.0,33.33,3,2,56.25,2.31,93.8,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP243,71.99,63.7,57.84,72.0,25.0,33.33,4,2,31.25,8.66,96.9,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP244,80.01,64.11,47.83,72.0,25.0,33.33,4,2,12.5,5.77,95.4,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP245,76.89,63.5,52.36,100.0,0.0,0.0,5,3,18.75,0.58,93.8,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP246,77.18,66.46,47.69,64.0,38.0,33.33,3,2,31.25,6.35,100.0,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP247,79.88,74.91,52.93,44.0,47.0,66.67,3,1,62.5,1.15,100.0,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP248,80.04,68.57,57.29,100.0,0.0,0.0,5,3,43.75,7.51,90.8,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP249,65.03,49.0,49.24,84.0,33.0,0.0,3,3,0.0,3.46,96.9,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP250,66.44,52.4,50.93,92.0,15.0,0.0,4,3,6.25,19.63,100.0,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP251,61.98,46.65,51.38,72.0,20.0,33.33,4,2,0.0,8.08,95.4,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP252,92.76,81.04,93.84,72.0,20.0,33.33,4,2,31.25,2.31,100.0,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP253,93.25,74.82,87.06,64.0,37.0,33.33,3,2,0.0,2.31,95.4,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP254,93.62,78.75,82.71,92.0,15.0,0.0,4,3,18.75,9.82,96.9,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP255,94.66,85.96,85.46,36.0,60.0,66.67,2,1,50.0,1.15,98.5,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP256,65.24,51.32,53.56,100.0,0.0,0.0,5,3,6.25,0.0,100.0,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP257,65.84,49.42,50.06,92.0,15.0,0.0,4,3,0.0,6.93,96.9,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP258,61.98,47.62,60.46,64.0,40.0,33.33,3,2,0.0,3.46,100.0,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP259,86.43,73.68,80.51,44.0,42.0,66.67,3,1,37.5,9.24,95.4,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP260,92.44,77.87,87.01,64.0,37.0,33.33,3,2,18.75,7.51,96.9,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP261,95.72,89.12,80.5,64.0,40.0,33.33,3,2,62.5,9.82,95.4,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP262,95.35,87.93,89.01,92.0,18.0,0.0,4,3,56.25,17.9,100.0,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP263,88.99,80.43,73.04,44.0,45.0,66.67,3,1,50.0,2.89,98.5,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP264,90.35,84.46,86.77,72.0,20.0,33.33,4,2,37.5,8.66,100.0,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP265,64.84,49.34,46.51,72.0,25.0,33.33,4,2,0.0,23.09,93.8,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP266,66.04,49.87,49.43,100.0,0.0,0.0,5,3,0.0,10.39,96.9,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP267,66.11,52.94,64.22,8.0,82.0,100.0,1,0,12.5,31.18,95.4,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP268,88.38,82.8,76.78,56.0,55.0,33.33,2,2,75.0,12.12,100.0,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP269,95.59,85.35,81.48,92.0,15.0,0.0,4,3,43.75,16.74,98.5,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP270,93.7,86.32,80.27,44.0,45.0,66.67,3,1,56.25,16.74,93.8,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP271,80.43,65.91,56.57,64.0,43.0,33.33,3,2,25.0,11.55,98.5,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP272,78.05,59.82,49.87,100.0,0.0,0.0,5,3,0.0,5.77,100.0,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP273,80.33,64.27,62.25,36.0,60.0,66.67,2,1,12.5,15.01,100.0,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP274,67.67,51.57,55.26,64.0,40.0,33.33,3,2,0.0,10.39,100.0,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP275,65.65,58.23,56.13,92.0,15.0,0.0,4,3,43.75,4.62,98.5,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP276,62.78,54.28,52.45,92.0,15.0,0.0,4,3,31.25,10.39,100.0,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP277,92.66,84.34,90.52,72.0,25.0,33.33,4,2,50.0,8.66,96.9,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP278,92.83,79.84,93.88,64.0,35.0,33.33,3,2,25.0,12.7,100.0,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP279,96.2,79.67,85.42,72.0,20.0,33.33,4,2,12.5,16.17,98.5,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP280,84.69,80.44,80.54,92.0,15.0,0.0,4,3,62.5,6.93,98.5,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP281,94.69,79.81,85.53,44.0,42.0,66.67,3,1,18.75,12.12,100.0,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP282,87.73,75.05,81.72,64.0,35.0,33.33,3,2,37.5,7.51,100.0,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP283,86.76,74.1,71.99,72.0,20.0,33.33,4,2,37.5,14.43,96.9,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP284,88.43,78.09,76.14,100.0,0.0,0.0,5,3,50.0,4.04,100.0,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP285,89.89,69.36,69.69,8.0,82.0,100.0,1,0,0.0,12.7,96.9,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP286,95.62,86.72,84.56,64.0,40.0,33.33,3,2,50.0,14.43,100.0,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP287,90.8,76.08,80.05,84.0,33.0,0.0,3,3,0.0,6.93,100.0,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP288,86.77,80.02,74.24,44.0,42.0,66.67,3,1,50.0,2.89,93.8,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP289,64.32,49.12,52.32,72.0,25.0,33.33,4,2,0.0,12.7,96.9,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP290,63.97,52.1,53.2,92.0,15.0,0.0,4,3,18.75,27.71,100.0,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP291,65.97,50.29,54.61,72.0,22.0,33.33,4,2,0.0,4.04,95.4,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP292,93.87,85.58,88.97,100.0,0.0,0.0,5,3,50.0,10.39,100.0,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP293,91.26,72.83,87.86,72.0,20.0,33.33,4,2,0.0,10.97,90.8,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP294,93.16,80.97,87.32,92.0,15.0,0.0,4,3,31.25,0.0,95.4,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP295,87.61,72.36,87.91,64.0,35.0,33.33,3,2,25.0,8.66,100.0,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP296,94.99,87.23,85.5,92.0,15.0,0.0,4,3,56.25,0.0,96.9,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP297,94.8,81.03,82.52,100.0,0.0,0.0,5,3,25.0,5.2,100.0,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP298,88.52,76.83,81.15,36.0,62.0,66.67,2,1,43.75,4.62,100.0,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP299,85.31,78.74,74.23,44.0,45.0,66.67,3,1,56.25,1.15,90.8,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP300,90.06,82.79,83.45,84.0,33.0,0.0,3,3,31.25,8.08,96.9,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP301,89.78,84.09,65.27,92.0,15.0,0.0,4,3,37.5,18.48,100.0,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP302,85.96,82.77,59.23,92.0,18.0,0.0,4,3,56.25,12.12,100.0,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP303,90.02,87.01,80.32,72.0,22.0,33.33,4,2,56.25,10.97,96.9,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP304,84.52,79.38,69.7,72.0,20.0,33.33,4,2,56.25,15.59,98.5,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP305,92.96,78.29,85.8,64.0,38.0,33.33,3,2,6.25,0.0,100.0,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP306,78.38,62.74,59.08,84.0,33.0,0.0,3,3,12.5,6.35,95.4,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP307,80.54,62.83,63.1,72.0,25.0,33.33,4,2,6.25,6.35,100.0,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP308,78.32,67.84,55.27,56.0,58.0,33.33,2,2,31.25,5.77,100.0,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP309,77.58,65.82,64.01,56.0,55.0,33.33,2,2,25.0,5.2,100.0,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP310,79.18,68.83,62.95,36.0,63.0,66.67,2,1,37.5,5.77,95.4,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP311,66.3,57.5,59.86,56.0,58.0,33.33,2,2,37.5,5.2,100.0,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP312,79.2,63.93,55.54,92.0,15.0,0.0,4,3,18.75,3.46,93.8,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP313,64.01,48.46,53.31,92.0,15.0,0.0,4,3,0.0,0.0,98.5,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP314,65.88,49.71,55.3,36.0,62.0,66.67,2,1,0.0,5.77,98.5,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP315,66.57,52.89,52.84,100.0,0.0,0.0,5,3,12.5,11.55,96.9,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP316,89.73,78.8,80.57,72.0,20.0,33.33,4,2,50.0,8.08,98.5,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP317,92.21,88.08,86.97,72.0,20.0,33.33,4,2,68.75,13.28,98.5,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP318,87.85,75.1,77.1,72.0,25.0,33.33,4,2,37.5,12.7,100.0,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP319,91.14,86.9,87.07,100.0,0.0,0.0,5,3,68.75,17.32,95.4,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP320,93.32,87.3,88.89,44.0,47.0,66.67,3,1,62.5,19.63,93.8,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP321,90.25,76.59,54.81,100.0,0.0,0.0,5,3,37.5,13.28,96.9,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP322,87.98,73.66,78.97,92.0,18.0,0.0,4,3,31.25,14.43,95.4,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP323,89.89,84.64,82.45,100.0,0.0,0.0,5,3,50.0,17.32,93.8,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP324,89.38,79.79,73.53,64.0,40.0,33.33,3,2,56.25,16.74,98.5,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP325,84.91,71.46,74.33,64.0,35.0,33.33,3,2,18.75,13.86,100.0,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP326,93.73,76.1,80.12,72.0,25.0,33.33,4,2,6.25,3.46,93.8,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP327,86.1,77.85,75.0,72.0,25.0,33.33,4,2,56.25,12.7,96.9,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP328,93.08,80.32,86.03,44.0,42.0,66.67,3,1,31.25,14.43,89.2,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP329,94.53,83.38,81.89,92.0,15.0,0.0,4,3,37.5,15.01,96.9,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP330,87.16,75.4,73.02,36.0,65.0,66.67,2,1,31.25,4.62,100.0,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP331,87.16,83.51,77.5,56.0,55.0,33.33,2,2,75.0,15.01,96.9,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP332,91.5,84.54,83.83,72.0,20.0,33.33,4,2,43.75,17.9,98.5,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP333,90.1,80.4,82.54,64.0,40.0,33.33,3,2,25.0,15.59,95.4,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP334,91.14,79.78,83.03,92.0,15.0,0.0,4,3,18.75,4.04,98.5,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP335,94.01,88.37,88.86,56.0,53.0,33.33,2,2,56.25,19.63,100.0,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP336,91.7,81.1,64.92,100.0,0.0,0.0,5,3,25.0,16.17,98.5,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP337,94.12,93.19,82.25,44.0,42.0,66.67,3,1,81.25,6.35,95.4,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP338,89.59,75.17,69.85,36.0,65.0,66.67,2,1,31.25,3.46,96.9,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP339,91.14,76.99,87.8,72.0,20.0,33.33,4,2,0.0,13.28,96.9,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP340,92.33,85.48,82.56,64.0,38.0,33.33,3,2,37.5,15.01,100.0,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP341,89.75,81.09,74.59,64.0,37.0,33.33,3,2,50.0,2.89,96.9,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP342,94.17,86.45,81.39,72.0,20.0,33.33,4,2,50.0,19.63,93.8,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP343,82.78,73.31,72.36,100.0,0.0,0.0,5,3,25.0,22.52,98.5,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP344,82.17,69.94,76.63,72.0,22.0,33.33,4,2,12.5,15.01,98.5,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP345,77.79,65.78,56.13,64.0,37.0,33.33,3,2,25.0,18.48,100.0,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
