Course_ID,Course_Name,Skill_ID,Skill_Name,Course_Level,Estimated_Training_Cost_PKR,Expected_Productivity_Lift_pct,Expected_Time_to_Competency_Days,Target_Application_Adoption_pct,ROI_Evaluation_Window_Days,Assumption_Status,Assumption_Effective_Date
COURSE-S056-PRC,Applied Clinical Documentation in Clinical Practice,S056,Clinical Documentation,Practitioner,42000,5,21,85,60,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
COURSE-S056-ADV,Advanced Clinical Documentation and Patient Safety,S056,Clinical Documentation,Advanced,60000,7,30,85,90,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
COURSE-S057-FND,Medication Safety Foundations,S057,Medication Safety,Foundation,30000,3,15,85,60,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
COURSE-S057-PRC,Applied Medication Safety in Clinical Practice,S057,Medication Safety,Practitioner,42000,5,21,85,60,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
COURSE-S057-ADV,Advanced Medication Safety and Patient Safety,S057,Medication Safety,Advanced,60000,7,30,85,90,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
COURSE-S058-FND,Infection Prevention Foundations,S058,Infection Prevention,Foundation,30000,3,15,85,60,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
COURSE-S058-PRC,Applied Infection Prevention in Clinical Practice,S058,Infection Prevention,Practitioner,42000,5,21,85,60,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
COURSE-S058-ADV,Advanced Infection Prevention and Patient Safety,S058,Infection Prevention,Advanced,60000,7,30,85,90,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
COURSE-S059-FND,Emergency Response Foundations,S059,Emergency Response,Foundation,30000,3,15,85,60,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
COURSE-S059-PRC,Applied Emergency Response in Clinical Practice,S059,Emergency Response,Practitioner,42000,5,21,85,60,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
COURSE-S059-ADV,Advanced Emergency Response and Patient Safety,S059,Emergency Response,Advanced,60000,7,30,85,90,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
COURSE-S060-FND,Care Coordination Foundations,S060,Care Coordination,Foundation,30000,3,15,85,60,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
COURSE-S060-PRC,Applied Care Coordination in Clinical Practice,S060,Care Coordination,Practitioner,42000,5,21,85,60,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
COURSE-S060-ADV,Advanced Care Coordination and Patient Safety,S060,Care Coordination,Advanced,60000,7,30,85,90,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
COURSE-S061-FND,Training Needs Analysis Fundamentals,S061,Training Needs Analysis,Foundation,18000,3,14,85,60,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
COURSE-S061-PRC,Applied Training Needs Analysis for Learning Delivery,S061,Training Needs Analysis,Practitioner,30000,5,15,85,60,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
COURSE-S061-ADV,Advanced Training Needs Analysis and Learning Impact,S061,Training Needs Analysis,Advanced,48000,7,24,85,60,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
COURSE-S062-FND,Curriculum Design Fundamentals,S062,Curriculum Design,Foundation,18000,3,14,85,60,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
COURSE-S062-PRC,Applied Curriculum Design for Learning Delivery,S062,Curriculum Design,Practitioner,30000,5,15,85,60,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
COURSE-S062-ADV,Advanced Curriculum Design and Learning Impact,S062,Curriculum Design,Advanced,48000,7,24,85,60,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
COURSE-S063-FND,Facilitation Fundamentals,S063,Facilitation,Foundation,18000,3,14,85,60,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
COURSE-S063-PRC,Applied Facilitation for Learning Delivery,S063,Facilitation,Practitioner,30000,5,15,85,60,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
COURSE-S063-ADV,Advanced Facilitation and Learning Impact,S063,Facilitation,Advanced,48000,7,24,85,60,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
COURSE-S064-FND,Learning Evaluation Fundamentals,S064,Learning Evaluation,Foundation,18000,3,14,85,60,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
COURSE-S064-PRC,Applied Learning Evaluation for Learning Delivery,S064,Learning Evaluation,Practitioner,30000,5,15,85,60,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
COURSE-S064-ADV,Advanced Learning Evaluation and Learning Impact,S064,Learning Evaluation,Advanced,48000,7,24,85,60,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
COURSE-S065-FND,Learning Management Systems Fundamentals,S065,Learning Management Systems,Foundation,18000,3,14,85,60,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
COURSE-S065-PRC,Applied Learning Management Systems for Learning Delivery,S065,Learning Management Systems,Practitioner,30000,5,15,85,60,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
COURSE-S065-ADV,Advanced Learning Management Systems and Learning Impact,S065,Learning Management Systems,Advanced,48000,7,24,85,60,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
COURSE-S066-FND,Office Administration Fundamentals,S066,Office Administration,Foundation,18000,3,14,85,60,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
COURSE-S066-PRC,Applied Office Administration,S066,Office Administration,Practitioner,30000,5,15,85,60,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
COURSE-S066-ADV,Advanced Office Administration and Decision Practice,S066,Office Administration,Advanced,48000,7,24,85,60,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
COURSE-S067-FND,Facilities Management Fundamentals,S067,Facilities Management,Foundation,18000,3,14,85,60,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
COURSE-S067-PRC,Applied Facilities Management,S067,Facilities Management,Practitioner,30000,5,15,85,60,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
COURSE-S067-ADV,Advanced Facilities Management and Decision Practice,S067,Facilities Management,Advanced,48000,7,24,85,60,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
COURSE-S068-FND,Vendor Coordination Fundamentals,S068,Vendor Coordination,Foundation,18000,3,14,85,60,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
COURSE-S068-PRC,Applied Vendor Coordination,S068,Vendor Coordination,Practitioner,30000,5,15,85,60,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
COURSE-S068-ADV,Advanced Vendor Coordination and Decision Practice,S068,Vendor Coordination,Advanced,48000,7,24,85,60,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
COURSE-S069-FND,Asset Management Fundamentals,S069,Asset Management,Foundation,18000,3,14,85,60,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
COURSE-S069-PRC,Applied Asset Management,S069,Asset Management,Practitioner,30000,5,15,85,60,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
COURSE-S069-ADV,Advanced Asset Management and Decision Practice,S069,Asset Management,Advanced,48000,7,24,85,60,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
COURSE-S070-FND,Records Management Fundamentals,S070,Records Management,Foundation,18000,3,14,85,60,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
COURSE-S070-PRC,Applied Records Management,S070,Records Management,Practitioner,30000,5,15,85,60,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
COURSE-S070-ADV,Advanced Records Management and Decision Practice,S070,Records Management,Advanced,48000,7,24,85,60,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
COURSE-S071-FND,Contract Review Fundamentals,S071,Contract Review,Foundation,24000,3,14,85,60,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
COURSE-S071-PRC,Applied Contract Review,S071,Contract Review,Practitioner,36000,5,18,85,60,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
COURSE-S071-ADV,Advanced Contract Review and Decision Practice,S071,Contract Review,Advanced,54000,7,27,85,90,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
COURSE-S072-FND,Regulatory Compliance Fundamentals,S072,Regulatory Compliance,Foundation,24000,3,14,85,60,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
COURSE-S072-PRC,Applied Regulatory Compliance,S072,Regulatory Compliance,Practitioner,36000,5,18,85,60,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
COURSE-S072-ADV,Advanced Regulatory Compliance and Decision Practice,S072,Regulatory Compliance,Advanced,54000,7,27,85,90,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
COURSE-S073-FND,Policy Interpretation Fundamentals,S073,Policy Interpretation,Foundation,24000,3,14,85,60,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
COURSE-S073-PRC,Applied Policy Interpretation,S073,Policy Interpretation,Practitioner,36000,5,18,85,60,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
COURSE-S073-ADV,Advanced Policy Interpretation and Decision Practice,S073,Policy Interpretation,Advanced,54000,7,27,85,90,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
COURSE-S074-FND,Legal Research Fundamentals,S074,Legal Research,Foundation,24000,3,14,85,60,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
COURSE-S074-PRC,Applied Legal Research,S074,Legal Research,Practitioner,36000,5,18,85,60,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
COURSE-S074-ADV,Advanced Legal Research and Decision Practice,S074,Legal Research,Advanced,54000,7,27,85,90,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
COURSE-S075-FND,Case Management Fundamentals,S075,Case Management,Foundation,24000,3,14,85,60,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
COURSE-S075-PRC,Applied Case Management,S075,Case Management,Practitioner,36000,5,18,85,60,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
COURSE-S075-ADV,Advanced Case Management and Decision Practice,S075,Case Management,Advanced,54000,7,27,85,90,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
COURSE-S076-FND,Strategic Sourcing Fundamentals,S076,Strategic Sourcing,Foundation,18000,3,14,85,60,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
COURSE-S076-PRC,Applied Strategic Sourcing,S076,Strategic Sourcing,Practitioner,30000,5,15,85,60,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
COURSE-S076-ADV,Advanced Strategic Sourcing and Decision Practice,S076,Strategic Sourcing,Advanced,48000,7,24,85,60,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
COURSE-S077-FND,Purchase Order Management Fundamentals,S077,Purchase Order Management,Foundation,18000,3,14,85,60,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
COURSE-S077-PRC,Applied Purchase Order Management,S077,Purchase Order Management,Practitioner,30000,5,15,85,60,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
COURSE-S077-ADV,Advanced Purchase Order Management and Decision Practice,S077,Purchase Order Management,Advanced,48000,7,24,85,60,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
COURSE-S078-FND,Supplier Management Fundamentals,S078,Supplier Management,Foundation,18000,3,14,85,60,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
COURSE-S078-PRC,Applied Supplier Management,S078,Supplier Management,Practitioner,30000,5,15,85,60,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
COURSE-S078-ADV,Advanced Supplier Management and Decision Practice,S078,Supplier Management,Advanced,48000,7,24,85,60,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
COURSE-S079-FND,Contract Negotiation Fundamentals,S079,Contract Negotiation,Foundation,18000,3,14,85,60,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
COURSE-S079-PRC,Applied Contract Negotiation,S079,Contract Negotiation,Practitioner,30000,5,15,85,60,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
COURSE-S079-ADV,Advanced Contract Negotiation and Decision Practice,S079,Contract Negotiation,Advanced,48000,7,24,85,60,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
COURSE-S080-FND,Inventory Planning Fundamentals,S080,Inventory Planning,Foundation,18000,3,14,85,60,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
COURSE-S080-PRC,Applied Inventory Planning,S080,Inventory Planning,Practitioner,30000,5,15,85,60,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
COURSE-S080-ADV,Advanced Inventory Planning and Decision Practice,S080,Inventory Planning,Advanced,48000,7,24,85,60,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
COURSE-S081-FND,Cost Analysis Fundamentals,S081,Cost Analysis,Foundation,18000,3,14,85,60,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
COURSE-S081-PRC,Applied Cost Analysis,S081,Cost Analysis,Practitioner,30000,5,15,85,60,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
COURSE-S081-ADV,Advanced Cost Analysis and Decision Practice,S081,Cost Analysis,Advanced,48000,7,24,85,60,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
COURSE-S082-FND,Warehouse Operations Fundamentals,S082,Warehouse Operations,Foundation,18000,3,14,85,60,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
COURSE-S082-PRC,Applied Warehouse Operations,S082,Warehouse Operations,Practitioner,30000,5,15,85,60,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
COURSE-S082-ADV,Advanced Warehouse Operations and Decision Practice,S082,Warehouse Operations,Advanced,48000,7,24,85,60,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
COURSE-S083-FND,Inventory Control Fundamentals,S083,Inventory Control,Foundation,18000,3,14,85,60,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
COURSE-S083-PRC,Applied Inventory Control,S083,Inventory Control,Practitioner,30000,5,15,85,60,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
COURSE-S083-ADV,Advanced Inventory Control and Decision Practice,S083,Inventory Control,Advanced,48000,7,24,85,60,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
COURSE-S084-FND,Transport Planning Fundamentals,S084,Transport Planning,Foundation,18000,3,14,85,60,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
COURSE-S084-PRC,Applied Transport Planning,S084,Transport Planning,Practitioner,30000,5,15,85,60,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
COURSE-S084-ADV,Advanced Transport Planning and Decision Practice,S084,Transport Planning,Advanced,48000,7,24,85,60,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
COURSE-S085-FND,Route Optimization Fundamentals,S085,Route Optimization,Foundation,18000,3,14,85,60,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
COURSE-S085-PRC,Applied Route Optimization,S085,Route Optimization,Practitioner,30000,5,15,85,60,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
COURSE-S085-ADV,Advanced Route Optimization and Decision Practice,S085,Route Optimization,Advanced,48000,7,24,85,60,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
COURSE-S086-FND,Dispatch Coordination Fundamentals,S086,Dispatch Coordination,Foundation,18000,3,14,85,60,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
COURSE-S086-PRC,Applied Dispatch Coordination,S086,Dispatch Coordination,Practitioner,30000,5,15,85,60,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
COURSE-S086-ADV,Advanced Dispatch Coordination and Decision Practice,S086,Dispatch Coordination,Advanced,48000,7,24,85,60,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
COURSE-S087-FND,Health and Safety Essentials,S087,Health and Safety,Foundation,18000,3,14,85,60,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
COURSE-S087-PRC,Applied Health and Safety in Operations,S087,Health and Safety,Practitioner,30000,5,15,85,60,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
COURSE-S087-ADV,Advanced Health and Safety and Continuous Improvement,S087,Health and Safety,Advanced,48000,7,24,85,60,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
COURSE-S088-FND,Production Planning Essentials,S088,Production Planning,Foundation,30000,3,15,85,60,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
COURSE-S088-PRC,Applied Production Planning in Operations,S088,Production Planning,Practitioner,42000,5,21,85,60,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
COURSE-S088-ADV,Advanced Production Planning and Continuous Improvement,S088,Production Planning,Advanced,60000,7,30,85,90,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
COURSE-S089-FND,Machine Operation Essentials,S089,Machine Operation,Foundation,30000,3,15,85,60,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
COURSE-S089-PRC,Applied Machine Operation in Operations,S089,Machine Operation,Practitioner,42000,5,21,85,60,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
COURSE-S089-ADV,Advanced Machine Operation and Continuous Improvement,S089,Machine Operation,Advanced,60000,7,30,85,90,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
COURSE-S090-FND,Preventive Maintenance Essentials,S090,Preventive Maintenance,Foundation,30000,3,15,85,60,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
COURSE-S090-PRC,Applied Preventive Maintenance in Operations,S090,Preventive Maintenance,Practitioner,42000,5,21,85,60,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
COURSE-S090-ADV,Advanced Preventive Maintenance and Continuous Improvement,S090,Preventive Maintenance,Advanced,60000,7,30,85,90,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
COURSE-S091-FND,Lean Manufacturing Essentials,S091,Lean Manufacturing,Foundation,30000,3,15,85,60,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
COURSE-S091-PRC,Applied Lean Manufacturing in Operations,S091,Lean Manufacturing,Practitioner,42000,5,21,85,60,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
COURSE-S091-ADV,Advanced Lean Manufacturing and Continuous Improvement,S091,Lean Manufacturing,Advanced,60000,7,30,85,90,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
COURSE-S092-FND,Quality Auditing Essentials,S092,Quality Auditing,Foundation,30000,3,15,85,60,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
COURSE-S092-PRC,Applied Quality Auditing in Operations,S092,Quality Auditing,Practitioner,42000,5,21,85,60,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
COURSE-S092-ADV,Advanced Quality Auditing and Continuous Improvement,S092,Quality Auditing,Advanced,60000,7,30,85,90,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
COURSE-S093-FND,Root Cause Analysis Essentials,S093,Root Cause Analysis,Foundation,30000,3,15,85,60,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
COURSE-S093-PRC,Applied Root Cause Analysis in Operations,S093,Root Cause Analysis,Practitioner,42000,5,21,85,60,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
COURSE-S093-ADV,Advanced Root Cause Analysis and Continuous Improvement,S093,Root Cause Analysis,Advanced,60000,7,30,85,90,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
COURSE-S094-FND,Corrective Action Management Essentials,S094,Corrective Action Management,Foundation,30000,3,15,85,60,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
COURSE-S094-PRC,Applied Corrective Action Management in Operations,S094,Corrective Action Management,Practitioner,42000,5,21,85,60,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
COURSE-S094-ADV,Advanced Corrective Action Management and Continuous Improvement,S094,Corrective Action Management,Advanced,60000,7,30,85,90,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
COURSE-S095-FND,Statistical Process Control Essentials,S095,Statistical Process Control,Foundation,30000,3,15,85,60,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
COURSE-S095-PRC,Applied Statistical Process Control in Operations,S095,Statistical Process Control,Practitioner,42000,5,21,85,60,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
COURSE-S095-ADV,Advanced Statistical Process Control and Continuous Improvement,S095,Statistical Process Control,Advanced,60000,7,30,85,90,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
COURSE-S096-FND,Research Methodology Foundations,S096,Research Methodology,Foundation,18000,3,14,85,60,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
COURSE-S096-PRC,Applied Research Methodology for R&D,S096,Research Methodology,Practitioner,30000,5,15,85,60,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
COURSE-S096-ADV,Advanced Research Methodology and Innovation Practice,S096,Research Methodology,Advanced,48000,7,24,85,60,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
COURSE-S097-FND,Experimental Design Foundations,S097,Experimental Design,Foundation,18000,3,14,85,60,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
COURSE-S097-PRC,Applied Experimental Design for R&D,S097,Experimental Design,Practitioner,30000,5,15,85,60,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
COURSE-S097-ADV,Advanced Experimental Design and Innovation Practice,S097,Experimental Design,Advanced,48000,7,24,85,60,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
COURSE-S098-FND,Technical Writing Foundations,S098,Technical Writing,Foundation,18000,3,14,85,60,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
COURSE-S098-PRC,Applied Technical Writing for R&D,S098,Technical Writing,Practitioner,30000,5,15,85,60,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
COURSE-S098-ADV,Advanced Technical Writing and Innovation Practice,S098,Technical Writing,Advanced,48000,7,24,85,60,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
COURSE-S099-FND,Innovation Management Foundations,S099,Innovation Management,Foundation,18000,3,14,85,60,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
COURSE-S099-PRC,Applied Innovation Management for R&D,S099,Innovation Management,Practitioner,30000,5,15,85,60,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
COURSE-S099-ADV,Advanced Innovation Management and Innovation Practice,S099,Innovation Management,Advanced,48000,7,24,85,60,NEW_SIMULATION_BUSINESS_INPUT,2026-08-01
