Position_ID,Department,Position_Title,Designation,Skill_ID,Skill_Name,Skill_Category,Requirement_Type,Mandatory_Flag,Minimum_Proficiency_Level,Minimum_Skill_Score,Skill_Weight_pct,Department_ID,Business_Unit,Organizational_Unit_ID,Data_As_Of_Date
POS-135,Customer Support,Senior Support Executive,Senior Support Executive,S038,Complaint Resolution,Behavioral,Required,No,3,65,20,DEPARTMENT-004,Commercial Services,ORGANIZATIONAL-UNIT-CS-TEAM-01,2026-08-01
POS-135,Customer Support,Senior Support Executive,Senior Support Executive,S042,Communication,Behavioral,Preferred,No,2,55,10,DEPARTMENT-004,Commercial Services,ORGANIZATIONAL-UNIT-CS-TEAM-01,2026-08-01
POS-136,HR,HR Generalist,HR Specialist,S033,Performance Management,Functional,Required,Yes,3,65,25,DEPARTMENT-001,Corporate Services,ORGANIZATIONAL-UNIT-HR-TEAM-02,2026-08-01
POS-136,HR,HR Generalist,HR Specialist,S031,Recruitment & Selection,Functional,Required,Yes,3,65,25,DEPARTMENT-001,Corporate Services,ORGANIZATIONAL-UNIT-HR-TEAM-02,2026-08-01
POS-136,HR,HR Generalist,HR Specialist,S032,HRIS & Employee Data,Digital,Required,Yes,3,65,20,DEPARTMENT-001,Corporate Services,ORGANIZATIONAL-UNIT-HR-TEAM-02,2026-08-01
POS-136,HR,HR Generalist,HR Specialist,S035,Learning & Development,Functional,Required,No,3,65,20,DEPARTMENT-001,Corporate Services,ORGANIZATIONAL-UNIT-HR-TEAM-02,2026-08-01
POS-136,HR,HR Generalist,HR Specialist,S034,Employee Relations,Behavioral,Preferred,No,2,55,10,DEPARTMENT-001,Corporate Services,ORGANIZATIONAL-UNIT-HR-TEAM-02,2026-08-01
POS-137,Customer Support,Customer Support Representative,Support Executive,S037,Customer Service,Functional,Required,Yes,2,55,25,DEPARTMENT-004,Commercial Services,ORGANIZATIONAL-UNIT-CS-TEAM-03,2026-08-01
POS-137,Customer Support,Customer Support Representative,Support Executive,S038,Complaint Resolution,Behavioral,Required,Yes,2,55,25,DEPARTMENT-004,Commercial Services,ORGANIZATIONAL-UNIT-CS-TEAM-03,2026-08-01
POS-137,Customer Support,Customer Support Representative,Support Executive,S039,Call Handling,Functional,Required,Yes,2,55,20,DEPARTMENT-004,Commercial Services,ORGANIZATIONAL-UNIT-CS-TEAM-03,2026-08-01
POS-137,Customer Support,Customer Support Representative,Support Executive,S018,Product Knowledge,Functional,Required,No,2,55,20,DEPARTMENT-004,Commercial Services,ORGANIZATIONAL-UNIT-CS-TEAM-03,2026-08-01
POS-137,Customer Support,Customer Support Representative,Support Executive,S051,Empathy & Active Listening,Behavioral,Preferred,No,1,45,10,DEPARTMENT-004,Commercial Services,ORGANIZATIONAL-UNIT-CS-TEAM-03,2026-08-01
POS-138,Engineering,Software Engineer II,Software Engineer,S001,Python Programming,Technical,Required,Yes,3,65,25,DEPARTMENT-005,Technology and Innovation,ORGANIZATIONAL-UNIT-ENG-TEAM-01,2026-08-01
POS-138,Engineering,Software Engineer II,Software Engineer,S002,SQL & Databases,Technical,Required,Yes,3,65,25,DEPARTMENT-005,Technology and Innovation,ORGANIZATIONAL-UNIT-ENG-TEAM-01,2026-08-01
POS-138,Engineering,Software Engineer II,Software Engineer,S003,API Development,Technical,Required,Yes,3,65,20,DEPARTMENT-005,Technology and Innovation,ORGANIZATIONAL-UNIT-ENG-TEAM-01,2026-08-01
POS-138,Engineering,Software Engineer II,Software Engineer,S004,Software Testing,Technical,Required,No,3,65,20,DEPARTMENT-005,Technology and Innovation,ORGANIZATIONAL-UNIT-ENG-TEAM-01,2026-08-01
POS-138,Engineering,Software Engineer II,Software Engineer,S044,Problem Solving,Behavioral,Preferred,No,2,55,10,DEPARTMENT-005,Technology and Innovation,ORGANIZATIONAL-UNIT-ENG-TEAM-01,2026-08-01
POS-139,Operations,Operations Officer,Operations Officer,S020,SOP Compliance,Compliance,Required,Yes,2,55,25,DEPARTMENT-006,Enterprise Operations,ORGANIZATIONAL-UNIT-OPS-TEAM-02,2026-08-01
POS-139,Operations,Operations Officer,Operations Officer,S024,Workflow Coordination,Functional,Required,Yes,2,55,25,DEPARTMENT-006,Enterprise Operations,ORGANIZATIONAL-UNIT-OPS-TEAM-02,2026-08-01
POS-139,Operations,Operations Officer,Operations Officer,S022,Quality Control,Functional,Required,Yes,2,55,20,DEPARTMENT-006,Enterprise Operations,ORGANIZATIONAL-UNIT-OPS-TEAM-02,2026-08-01
POS-139,Operations,Operations Officer,Operations Officer,S029,Advanced Excel,Digital,Required,No,2,55,20,DEPARTMENT-006,Enterprise Operations,ORGANIZATIONAL-UNIT-OPS-TEAM-02,2026-08-01
POS-139,Operations,Operations Officer,Operations Officer,S043,Teamwork,Behavioral,Preferred,No,1,45,10,DEPARTMENT-006,Enterprise Operations,ORGANIZATIONAL-UNIT-OPS-TEAM-02,2026-08-01
POS-140,Finance,Senior Financial Analyst,Senior Financial Analyst,S025,Financial Analysis,Functional,Required,Yes,4,75,25,DEPARTMENT-002,Corporate Services,ORGANIZATIONAL-UNIT-FIN-TEAM-03,2026-08-01
POS-140,Finance,Senior Financial Analyst,Senior Financial Analyst,S028,Regulatory Reporting,Compliance,Required,Yes,4,75,25,DEPARTMENT-002,Corporate Services,ORGANIZATIONAL-UNIT-FIN-TEAM-03,2026-08-01
POS-140,Finance,Senior Financial Analyst,Senior Financial Analyst,S027,Budgeting & Forecasting,Functional,Required,Yes,4,75,20,DEPARTMENT-002,Corporate Services,ORGANIZATIONAL-UNIT-FIN-TEAM-03,2026-08-01
POS-140,Finance,Senior Financial Analyst,Senior Financial Analyst,S030,Risk Analysis,Functional,Required,No,4,75,20,DEPARTMENT-002,Corporate Services,ORGANIZATIONAL-UNIT-FIN-TEAM-03,2026-08-01
POS-140,Finance,Senior Financial Analyst,Senior Financial Analyst,S045,Stakeholder Management,Behavioral,Preferred,No,3,65,10,DEPARTMENT-002,Corporate Services,ORGANIZATIONAL-UNIT-FIN-TEAM-03,2026-08-01
POS-141,Operations,Operations Manager,Operations Manager,S046,Leadership,Leadership,Required,Yes,4,75,25,DEPARTMENT-006,Enterprise Operations,ORGANIZATIONAL-UNIT-OPS,2026-08-01
POS-141,Operations,Operations Manager,Operations Manager,S019,Process Management,Functional,Required,Yes,4,75,25,DEPARTMENT-006,Enterprise Operations,ORGANIZATIONAL-UNIT-OPS,2026-08-01
POS-141,Operations,Operations Manager,Operations Manager,S023,Risk & Controls,Compliance,Required,Yes,4,75,20,DEPARTMENT-006,Enterprise Operations,ORGANIZATIONAL-UNIT-OPS,2026-08-01
POS-141,Operations,Operations Manager,Operations Manager,S050,Project Management,Leadership,Required,No,4,75,20,DEPARTMENT-006,Enterprise Operations,ORGANIZATIONAL-UNIT-OPS,2026-08-01
POS-141,Operations,Operations Manager,Operations Manager,S045,Stakeholder Management,Behavioral,Preferred,No,3,65,10,DEPARTMENT-006,Enterprise Operations,ORGANIZATIONAL-UNIT-OPS,2026-08-01
POS-142,Engineering,Engineering Lead,Engineering Manager,S005,System Design,Technical,Required,Yes,4,75,25,DEPARTMENT-005,Technology and Innovation,ORGANIZATIONAL-UNIT-ENG,2026-08-01
POS-142,Engineering,Engineering Lead,Engineering Manager,S050,Project Management,Leadership,Required,Yes,4,75,25,DEPARTMENT-005,Technology and Innovation,ORGANIZATIONAL-UNIT-ENG,2026-08-01
POS-142,Engineering,Engineering Lead,Engineering Manager,S046,Leadership,Leadership,Required,Yes,4,75,20,DEPARTMENT-005,Technology and Innovation,ORGANIZATIONAL-UNIT-ENG,2026-08-01
POS-142,Engineering,Engineering Lead,Engineering Manager,S045,Stakeholder Management,Behavioral,Required,No,4,75,20,DEPARTMENT-005,Technology and Innovation,ORGANIZATIONAL-UNIT-ENG,2026-08-01
POS-142,Engineering,Engineering Lead,Engineering Manager,S006,DevOps & CI/CD,Technical,Preferred,No,3,65,10,DEPARTMENT-005,Technology and Innovation,ORGANIZATIONAL-UNIT-ENG,2026-08-01
POS-143,Finance,Financial Analyst,Financial Analyst,S025,Financial Analysis,Functional,Required,Yes,3,65,25,DEPARTMENT-002,Corporate Services,ORGANIZATIONAL-UNIT-FIN-TEAM-03,2026-08-01
POS-143,Finance,Financial Analyst,Financial Analyst,S026,Accounting & Reconciliation,Functional,Required,Yes,3,65,25,DEPARTMENT-002,Corporate Services,ORGANIZATIONAL-UNIT-FIN-TEAM-03,2026-08-01
POS-143,Finance,Financial Analyst,Financial Analyst,S027,Budgeting & Forecasting,Functional,Required,Yes,3,65,20,DEPARTMENT-002,Corporate Services,ORGANIZATIONAL-UNIT-FIN-TEAM-03,2026-08-01
POS-143,Finance,Financial Analyst,Financial Analyst,S029,Advanced Excel,Digital,Required,No,3,65,20,DEPARTMENT-002,Corporate Services,ORGANIZATIONAL-UNIT-FIN-TEAM-03,2026-08-01
POS-143,Finance,Financial Analyst,Financial Analyst,S030,Risk Analysis,Functional,Preferred,No,2,55,10,DEPARTMENT-002,Corporate Services,ORGANIZATIONAL-UNIT-FIN-TEAM-03,2026-08-01
POS-144,Customer Support,Customer Support Manager,Customer Support Manager,S046,Leadership,Leadership,Required,Yes,4,75,25,DEPARTMENT-004,Commercial Services,ORGANIZATIONAL-UNIT-CS,2026-08-01
POS-144,Customer Support,Customer Support Manager,Customer Support Manager,S047,Coaching & Mentoring,Leadership,Required,Yes,4,75,25,DEPARTMENT-004,Commercial Services,ORGANIZATIONAL-UNIT-CS,2026-08-01
POS-144,Customer Support,Customer Support Manager,Customer Support Manager,S040,SLA Management,Functional,Required,Yes,4,75,20,DEPARTMENT-004,Commercial Services,ORGANIZATIONAL-UNIT-CS,2026-08-01
POS-144,Customer Support,Customer Support Manager,Customer Support Manager,S045,Stakeholder Management,Behavioral,Required,No,4,75,20,DEPARTMENT-004,Commercial Services,ORGANIZATIONAL-UNIT-CS,2026-08-01
POS-144,Customer Support,Customer Support Manager,Customer Support Manager,S021,Process Improvement,Functional,Preferred,No,3,65,10,DEPARTMENT-004,Commercial Services,ORGANIZATIONAL-UNIT-CS,2026-08-01
POS-145,Sales,Account Manager,Senior Sales Executive,S016,Account Management,Functional,Required,Yes,3,65,25,DEPARTMENT-003,Commercial Services,ORGANIZATIONAL-UNIT-SAL-TEAM-02,2026-08-01
POS-145,Sales,Account Manager,Senior Sales Executive,S014,Negotiation,Behavioral,Required,Yes,3,65,25,DEPARTMENT-003,Commercial Services,ORGANIZATIONAL-UNIT-SAL-TEAM-02,2026-08-01
POS-145,Sales,Account Manager,Senior Sales Executive,S015,CRM Management,Digital,Required,Yes,3,65,20,DEPARTMENT-003,Commercial Services,ORGANIZATIONAL-UNIT-SAL-TEAM-02,2026-08-01
POS-145,Sales,Account Manager,Senior Sales Executive,S017,Pipeline Management,Functional,Required,No,3,65,20,DEPARTMENT-003,Commercial Services,ORGANIZATIONAL-UNIT-SAL-TEAM-02,2026-08-01
POS-145,Sales,Account Manager,Senior Sales Executive,S018,Product Knowledge,Functional,Preferred,No,2,55,10,DEPARTMENT-003,Commercial Services,ORGANIZATIONAL-UNIT-SAL-TEAM-02,2026-08-01
POS-146,Finance,Financial Analyst,Financial Analyst,S025,Financial Analysis,Functional,Required,Yes,3,65,25,DEPARTMENT-002,Corporate Services,ORGANIZATIONAL-UNIT-FIN-TEAM-03,2026-08-01
POS-146,Finance,Financial Analyst,Financial Analyst,S026,Accounting & Reconciliation,Functional,Required,Yes,3,65,25,DEPARTMENT-002,Corporate Services,ORGANIZATIONAL-UNIT-FIN-TEAM-03,2026-08-01
POS-146,Finance,Financial Analyst,Financial Analyst,S027,Budgeting & Forecasting,Functional,Required,Yes,3,65,20,DEPARTMENT-002,Corporate Services,ORGANIZATIONAL-UNIT-FIN-TEAM-03,2026-08-01
POS-146,Finance,Financial Analyst,Financial Analyst,S029,Advanced Excel,Digital,Required,No,3,65,20,DEPARTMENT-002,Corporate Services,ORGANIZATIONAL-UNIT-FIN-TEAM-03,2026-08-01
POS-146,Finance,Financial Analyst,Financial Analyst,S030,Risk Analysis,Functional,Preferred,No,2,55,10,DEPARTMENT-002,Corporate Services,ORGANIZATIONAL-UNIT-FIN-TEAM-03,2026-08-01
POS-147,Customer Support,Customer Support Manager,Customer Support Manager,S046,Leadership,Leadership,Required,Yes,4,75,25,DEPARTMENT-004,Commercial Services,ORGANIZATIONAL-UNIT-CS,2026-08-01
POS-147,Customer Support,Customer Support Manager,Customer Support Manager,S047,Coaching & Mentoring,Leadership,Required,Yes,4,75,25,DEPARTMENT-004,Commercial Services,ORGANIZATIONAL-UNIT-CS,2026-08-01
POS-147,Customer Support,Customer Support Manager,Customer Support Manager,S040,SLA Management,Functional,Required,Yes,4,75,20,DEPARTMENT-004,Commercial Services,ORGANIZATIONAL-UNIT-CS,2026-08-01
POS-147,Customer Support,Customer Support Manager,Customer Support Manager,S045,Stakeholder Management,Behavioral,Required,No,4,75,20,DEPARTMENT-004,Commercial Services,ORGANIZATIONAL-UNIT-CS,2026-08-01
POS-147,Customer Support,Customer Support Manager,Customer Support Manager,S021,Process Improvement,Functional,Preferred,No,3,65,10,DEPARTMENT-004,Commercial Services,ORGANIZATIONAL-UNIT-CS,2026-08-01
POS-148,Sales,Sales Executive,Sales Executive,S012,B2B Sales,Functional,Required,Yes,2,55,25,DEPARTMENT-003,Commercial Services,ORGANIZATIONAL-UNIT-SAL-TEAM-02,2026-08-01
POS-148,Sales,Sales Executive,Sales Executive,S013,Lead Generation,Functional,Required,Yes,2,55,25,DEPARTMENT-003,Commercial Services,ORGANIZATIONAL-UNIT-SAL-TEAM-02,2026-08-01
POS-148,Sales,Sales Executive,Sales Executive,S018,Product Knowledge,Functional,Required,Yes,2,55,20,DEPARTMENT-003,Commercial Services,ORGANIZATIONAL-UNIT-SAL-TEAM-02,2026-08-01
POS-148,Sales,Sales Executive,Sales Executive,S015,CRM Management,Digital,Required,No,2,55,20,DEPARTMENT-003,Commercial Services,ORGANIZATIONAL-UNIT-SAL-TEAM-02,2026-08-01
POS-148,Sales,Sales Executive,Sales Executive,S042,Communication,Behavioral,Preferred,No,1,45,10,DEPARTMENT-003,Commercial Services,ORGANIZATIONAL-UNIT-SAL-TEAM-02,2026-08-01
POS-149,Operations,Operations Analyst,Operations Specialist,S019,Process Management,Functional,Required,Yes,3,65,25,DEPARTMENT-006,Enterprise Operations,ORGANIZATIONAL-UNIT-OPS-TEAM-03,2026-08-01
POS-149,Operations,Operations Analyst,Operations Specialist,S021,Process Improvement,Functional,Required,Yes,3,65,25,DEPARTMENT-006,Enterprise Operations,ORGANIZATIONAL-UNIT-OPS-TEAM-03,2026-08-01
POS-149,Operations,Operations Analyst,Operations Specialist,S022,Quality Control,Functional,Required,Yes,3,65,20,DEPARTMENT-006,Enterprise Operations,ORGANIZATIONAL-UNIT-OPS-TEAM-03,2026-08-01
POS-149,Operations,Operations Analyst,Operations Specialist,S029,Advanced Excel,Digital,Required,No,3,65,20,DEPARTMENT-006,Enterprise Operations,ORGANIZATIONAL-UNIT-OPS-TEAM-03,2026-08-01
POS-149,Operations,Operations Analyst,Operations Specialist,S044,Problem Solving,Behavioral,Preferred,No,2,55,10,DEPARTMENT-006,Enterprise Operations,ORGANIZATIONAL-UNIT-OPS-TEAM-03,2026-08-01
POS-150,Customer Support,Customer Support Representative,Support Executive,S037,Customer Service,Functional,Required,Yes,2,55,25,DEPARTMENT-004,Commercial Services,ORGANIZATIONAL-UNIT-CS-TEAM-01,2026-08-01
POS-150,Customer Support,Customer Support Representative,Support Executive,S038,Complaint Resolution,Behavioral,Required,Yes,2,55,25,DEPARTMENT-004,Commercial Services,ORGANIZATIONAL-UNIT-CS-TEAM-01,2026-08-01
POS-150,Customer Support,Customer Support Representative,Support Executive,S039,Call Handling,Functional,Required,Yes,2,55,20,DEPARTMENT-004,Commercial Services,ORGANIZATIONAL-UNIT-CS-TEAM-01,2026-08-01
POS-150,Customer Support,Customer Support Representative,Support Executive,S018,Product Knowledge,Functional,Required,No,2,55,20,DEPARTMENT-004,Commercial Services,ORGANIZATIONAL-UNIT-CS-TEAM-01,2026-08-01
POS-150,Customer Support,Customer Support Representative,Support Executive,S051,Empathy & Active Listening,Behavioral,Preferred,No,1,45,10,DEPARTMENT-004,Commercial Services,ORGANIZATIONAL-UNIT-CS-TEAM-01,2026-08-01
POS-151,Engineering,Software Engineer I,Junior Software Engineer,S001,Python Programming,Technical,Required,Yes,2,55,25,DEPARTMENT-005,Technology and Innovation,ORGANIZATIONAL-UNIT-ENG-TEAM-02,2026-08-01
POS-151,Engineering,Software Engineer I,Junior Software Engineer,S002,SQL & Databases,Technical,Required,Yes,2,55,25,DEPARTMENT-005,Technology and Innovation,ORGANIZATIONAL-UNIT-ENG-TEAM-02,2026-08-01
POS-151,Engineering,Software Engineer I,Junior Software Engineer,S004,Software Testing,Technical,Required,Yes,2,55,20,DEPARTMENT-005,Technology and Innovation,ORGANIZATIONAL-UNIT-ENG-TEAM-02,2026-08-01
POS-151,Engineering,Software Engineer I,Junior Software Engineer,S044,Problem Solving,Behavioral,Required,No,2,55,20,DEPARTMENT-005,Technology and Innovation,ORGANIZATIONAL-UNIT-ENG-TEAM-02,2026-08-01
POS-151,Engineering,Software Engineer I,Junior Software Engineer,S043,Teamwork,Behavioral,Preferred,No,1,45,10,DEPARTMENT-005,Technology and Innovation,ORGANIZATIONAL-UNIT-ENG-TEAM-02,2026-08-01
POS-152,IT,Senior Systems Engineer,Senior IT Engineer,S008,Cybersecurity,Technical,Required,Yes,4,75,25,DEPARTMENT-007,Technology and Innovation,ORGANIZATIONAL-UNIT-IT-TEAM-03,2026-08-01
POS-152,IT,Senior Systems Engineer,Senior IT Engineer,S007,Cloud Platforms,Technical,Required,Yes,4,75,25,DEPARTMENT-007,Technology and Innovation,ORGANIZATIONAL-UNIT-IT-TEAM-03,2026-08-01
POS-152,IT,Senior Systems Engineer,Senior IT Engineer,S009,Network Administration,Technical,Required,Yes,4,75,20,DEPARTMENT-007,Technology and Innovation,ORGANIZATIONAL-UNIT-IT-TEAM-03,2026-08-01
POS-152,IT,Senior Systems Engineer,Senior IT Engineer,S050,Project Management,Leadership,Required,No,4,75,20,DEPARTMENT-007,Technology and Innovation,ORGANIZATIONAL-UNIT-IT-TEAM-03,2026-08-01
POS-152,IT,Senior Systems Engineer,Senior IT Engineer,S044,Problem Solving,Behavioral,Preferred,No,3,65,10,DEPARTMENT-007,Technology and Innovation,ORGANIZATIONAL-UNIT-IT-TEAM-03,2026-08-01
POS-153,Engineering,Software Engineer II,Software Engineer,S001,Python Programming,Technical,Required,Yes,3,65,25,DEPARTMENT-005,Technology and Innovation,ORGANIZATIONAL-UNIT-ENG-TEAM-01,2026-08-01
POS-153,Engineering,Software Engineer II,Software Engineer,S002,SQL & Databases,Technical,Required,Yes,3,65,25,DEPARTMENT-005,Technology and Innovation,ORGANIZATIONAL-UNIT-ENG-TEAM-01,2026-08-01
POS-153,Engineering,Software Engineer II,Software Engineer,S003,API Development,Technical,Required,Yes,3,65,20,DEPARTMENT-005,Technology and Innovation,ORGANIZATIONAL-UNIT-ENG-TEAM-01,2026-08-01
POS-153,Engineering,Software Engineer II,Software Engineer,S004,Software Testing,Technical,Required,No,3,65,20,DEPARTMENT-005,Technology and Innovation,ORGANIZATIONAL-UNIT-ENG-TEAM-01,2026-08-01
POS-153,Engineering,Software Engineer II,Software Engineer,S044,Problem Solving,Behavioral,Preferred,No,2,55,10,DEPARTMENT-005,Technology and Innovation,ORGANIZATIONAL-UNIT-ENG-TEAM-01,2026-08-01
POS-154,Engineering,Software Engineer I,Junior Software Engineer,S001,Python Programming,Technical,Required,Yes,2,55,25,DEPARTMENT-005,Technology and Innovation,ORGANIZATIONAL-UNIT-ENG-TEAM-02,2026-08-01
POS-154,Engineering,Software Engineer I,Junior Software Engineer,S002,SQL & Databases,Technical,Required,Yes,2,55,25,DEPARTMENT-005,Technology and Innovation,ORGANIZATIONAL-UNIT-ENG-TEAM-02,2026-08-01
POS-154,Engineering,Software Engineer I,Junior Software Engineer,S004,Software Testing,Technical,Required,Yes,2,55,20,DEPARTMENT-005,Technology and Innovation,ORGANIZATIONAL-UNIT-ENG-TEAM-02,2026-08-01
POS-154,Engineering,Software Engineer I,Junior Software Engineer,S044,Problem Solving,Behavioral,Required,No,2,55,20,DEPARTMENT-005,Technology and Innovation,ORGANIZATIONAL-UNIT-ENG-TEAM-02,2026-08-01
POS-154,Engineering,Software Engineer I,Junior Software Engineer,S043,Teamwork,Behavioral,Preferred,No,1,45,10,DEPARTMENT-005,Technology and Innovation,ORGANIZATIONAL-UNIT-ENG-TEAM-02,2026-08-01
POS-155,Customer Support,Senior Support Executive,Senior Support Executive,S037,Customer Service,Functional,Required,Yes,3,65,25,DEPARTMENT-004,Commercial Services,ORGANIZATIONAL-UNIT-CS-TEAM-03,2026-08-01
POS-155,Customer Support,Senior Support Executive,Senior Support Executive,S040,SLA Management,Functional,Required,Yes,3,65,25,DEPARTMENT-004,Commercial Services,ORGANIZATIONAL-UNIT-CS-TEAM-03,2026-08-01
POS-155,Customer Support,Senior Support Executive,Senior Support Executive,S015,CRM Management,Digital,Required,Yes,3,65,20,DEPARTMENT-004,Commercial Services,ORGANIZATIONAL-UNIT-CS-TEAM-03,2026-08-01
POS-155,Customer Support,Senior Support Executive,Senior Support Executive,S038,Complaint Resolution,Behavioral,Required,No,3,65,20,DEPARTMENT-004,Commercial Services,ORGANIZATIONAL-UNIT-CS-TEAM-03,2026-08-01
POS-155,Customer Support,Senior Support Executive,Senior Support Executive,S042,Communication,Behavioral,Preferred,No,2,55,10,DEPARTMENT-004,Commercial Services,ORGANIZATIONAL-UNIT-CS-TEAM-03,2026-08-01
POS-156,Engineering,Software Engineer II,Software Engineer,S001,Python Programming,Technical,Required,Yes,3,65,25,DEPARTMENT-005,Technology and Innovation,ORGANIZATIONAL-UNIT-ENG-TEAM-01,2026-08-01
POS-156,Engineering,Software Engineer II,Software Engineer,S002,SQL & Databases,Technical,Required,Yes,3,65,25,DEPARTMENT-005,Technology and Innovation,ORGANIZATIONAL-UNIT-ENG-TEAM-01,2026-08-01
POS-156,Engineering,Software Engineer II,Software Engineer,S003,API Development,Technical,Required,Yes,3,65,20,DEPARTMENT-005,Technology and Innovation,ORGANIZATIONAL-UNIT-ENG-TEAM-01,2026-08-01
POS-156,Engineering,Software Engineer II,Software Engineer,S004,Software Testing,Technical,Required,No,3,65,20,DEPARTMENT-005,Technology and Innovation,ORGANIZATIONAL-UNIT-ENG-TEAM-01,2026-08-01
POS-156,Engineering,Software Engineer II,Software Engineer,S044,Problem Solving,Behavioral,Preferred,No,2,55,10,DEPARTMENT-005,Technology and Innovation,ORGANIZATIONAL-UNIT-ENG-TEAM-01,2026-08-01
POS-157,Operations,Operations Officer,Operations Officer,S020,SOP Compliance,Compliance,Required,Yes,2,55,25,DEPARTMENT-006,Enterprise Operations,ORGANIZATIONAL-UNIT-OPS-TEAM-02,2026-08-01
POS-157,Operations,Operations Officer,Operations Officer,S024,Workflow Coordination,Functional,Required,Yes,2,55,25,DEPARTMENT-006,Enterprise Operations,ORGANIZATIONAL-UNIT-OPS-TEAM-02,2026-08-01
POS-157,Operations,Operations Officer,Operations Officer,S022,Quality Control,Functional,Required,Yes,2,55,20,DEPARTMENT-006,Enterprise Operations,ORGANIZATIONAL-UNIT-OPS-TEAM-02,2026-08-01
POS-157,Operations,Operations Officer,Operations Officer,S029,Advanced Excel,Digital,Required,No,2,55,20,DEPARTMENT-006,Enterprise Operations,ORGANIZATIONAL-UNIT-OPS-TEAM-02,2026-08-01
POS-157,Operations,Operations Officer,Operations Officer,S043,Teamwork,Behavioral,Preferred,No,1,45,10,DEPARTMENT-006,Enterprise Operations,ORGANIZATIONAL-UNIT-OPS-TEAM-02,2026-08-01
POS-158,Operations,Operations Officer,Operations Officer,S020,SOP Compliance,Compliance,Required,Yes,2,55,25,DEPARTMENT-006,Enterprise Operations,ORGANIZATIONAL-UNIT-OPS-TEAM-03,2026-08-01
POS-158,Operations,Operations Officer,Operations Officer,S024,Workflow Coordination,Functional,Required,Yes,2,55,25,DEPARTMENT-006,Enterprise Operations,ORGANIZATIONAL-UNIT-OPS-TEAM-03,2026-08-01
POS-158,Operations,Operations Officer,Operations Officer,S022,Quality Control,Functional,Required,Yes,2,55,20,DEPARTMENT-006,Enterprise Operations,ORGANIZATIONAL-UNIT-OPS-TEAM-03,2026-08-01
POS-158,Operations,Operations Officer,Operations Officer,S029,Advanced Excel,Digital,Required,No,2,55,20,DEPARTMENT-006,Enterprise Operations,ORGANIZATIONAL-UNIT-OPS-TEAM-03,2026-08-01
POS-158,Operations,Operations Officer,Operations Officer,S043,Teamwork,Behavioral,Preferred,No,1,45,10,DEPARTMENT-006,Enterprise Operations,ORGANIZATIONAL-UNIT-OPS-TEAM-03,2026-08-01
POS-159,Engineering,Senior Software Engineer,Senior Software Engineer,S005,System Design,Technical,Required,Yes,4,75,25,DEPARTMENT-005,Technology and Innovation,ORGANIZATIONAL-UNIT-ENG-TEAM-01,2026-08-01
POS-159,Engineering,Senior Software Engineer,Senior Software Engineer,S003,API Development,Technical,Required,Yes,4,75,25,DEPARTMENT-005,Technology and Innovation,ORGANIZATIONAL-UNIT-ENG-TEAM-01,2026-08-01
POS-159,Engineering,Senior Software Engineer,Senior Software Engineer,S001,Python Programming,Technical,Required,Yes,4,75,20,DEPARTMENT-005,Technology and Innovation,ORGANIZATIONAL-UNIT-ENG-TEAM-01,2026-08-01
POS-159,Engineering,Senior Software Engineer,Senior Software Engineer,S050,Project Management,Leadership,Required,No,4,75,20,DEPARTMENT-005,Technology and Innovation,ORGANIZATIONAL-UNIT-ENG-TEAM-01,2026-08-01
POS-159,Engineering,Senior Software Engineer,Senior Software Engineer,S047,Coaching & Mentoring,Leadership,Preferred,No,3,65,10,DEPARTMENT-005,Technology and Innovation,ORGANIZATIONAL-UNIT-ENG-TEAM-01,2026-08-01
POS-160,Finance,Senior Financial Analyst,Senior Financial Analyst,S025,Financial Analysis,Functional,Required,Yes,4,75,25,DEPARTMENT-002,Corporate Services,ORGANIZATIONAL-UNIT-FIN-TEAM-02,2026-08-01
POS-160,Finance,Senior Financial Analyst,Senior Financial Analyst,S028,Regulatory Reporting,Compliance,Required,Yes,4,75,25,DEPARTMENT-002,Corporate Services,ORGANIZATIONAL-UNIT-FIN-TEAM-02,2026-08-01
POS-160,Finance,Senior Financial Analyst,Senior Financial Analyst,S027,Budgeting & Forecasting,Functional,Required,Yes,4,75,20,DEPARTMENT-002,Corporate Services,ORGANIZATIONAL-UNIT-FIN-TEAM-02,2026-08-01
POS-160,Finance,Senior Financial Analyst,Senior Financial Analyst,S030,Risk Analysis,Functional,Required,No,4,75,20,DEPARTMENT-002,Corporate Services,ORGANIZATIONAL-UNIT-FIN-TEAM-02,2026-08-01
POS-160,Finance,Senior Financial Analyst,Senior Financial Analyst,S045,Stakeholder Management,Behavioral,Preferred,No,3,65,10,DEPARTMENT-002,Corporate Services,ORGANIZATIONAL-UNIT-FIN-TEAM-02,2026-08-01
POS-161,Finance,Financial Analyst,Financial Analyst,S025,Financial Analysis,Functional,Required,Yes,3,65,25,DEPARTMENT-002,Corporate Services,ORGANIZATIONAL-UNIT-FIN-TEAM-03,2026-08-01
POS-161,Finance,Financial Analyst,Financial Analyst,S026,Accounting & Reconciliation,Functional,Required,Yes,3,65,25,DEPARTMENT-002,Corporate Services,ORGANIZATIONAL-UNIT-FIN-TEAM-03,2026-08-01
POS-161,Finance,Financial Analyst,Financial Analyst,S027,Budgeting & Forecasting,Functional,Required,Yes,3,65,20,DEPARTMENT-002,Corporate Services,ORGANIZATIONAL-UNIT-FIN-TEAM-03,2026-08-01
