Historical_Employee_ID,Historical_Employee_Name,Department_ID,Department_Name,Last_Known_Job_Level,Historical_Status,Record_Effective_Date,Record_Purpose
HISTORICAL-EMPLOYEE-0254,Historical Sales Employee 0254,DEPARTMENT-003,Sales,Mid,Former Employee,2025-02-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0255,Historical Customer Employee 0255,DEPARTMENT-004,Customer Support,Junior,Historical Joiner,2025-02-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0256,Historical Customer Employee 0256,DEPARTMENT-004,Customer Support,Senior,Former Employee,2025-02-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0257,Historical Engineering Employee 0257,DEPARTMENT-005,Engineering,Junior,Historical Joiner,2025-02-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0258,Historical Engineering Employee 0258,DEPARTMENT-005,Engineering,Junior,Former Employee,2025-02-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0259,Historical IT Employee 0259,DEPARTMENT-007,IT,Junior,Historical Joiner,2025-02-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0260,Historical IT Employee 0260,DEPARTMENT-007,IT,Junior,Historical Joiner,2025-02-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0261,Historical IT Employee 0261,DEPARTMENT-007,IT,Mid,Former Employee,2025-02-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0262,Historical IT Employee 0262,DEPARTMENT-007,IT,Junior,Former Employee,2025-02-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0263,Historical Medical Employee 0263,DEPARTMENT-008,Medical Care,Junior,Historical Joiner,2025-02-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0264,Historical Medical Employee 0264,DEPARTMENT-008,Medical Care,Junior,Historical Joiner,2025-02-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0265,Historical Medical Employee 0265,DEPARTMENT-008,Medical Care,Senior,Former Employee,2025-02-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0266,Historical Medical Employee 0266,DEPARTMENT-008,Medical Care,Senior,Former Employee,2025-02-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0267,Historical Medical Employee 0267,DEPARTMENT-008,Medical Care,Mid,Former Employee,2025-02-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0268,Historical Training Employee 0268,DEPARTMENT-009,Training & Development,Junior,Historical Joiner,2025-02-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0269,Historical Training Employee 0269,DEPARTMENT-009,Training & Development,Junior,Historical Joiner,2025-02-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0270,Historical Training Employee 0270,DEPARTMENT-009,Training & Development,Junior,Former Employee,2025-02-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0271,Historical Training Employee 0271,DEPARTMENT-009,Training & Development,Junior,Former Employee,2025-02-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0272,Historical Administration Employee 0272,DEPARTMENT-010,Administration & Facilities,Mid,Former Employee,2025-02-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0273,Historical Administration Employee 0273,DEPARTMENT-010,Administration & Facilities,Junior,Former Employee,2025-02-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0274,Historical Legal Employee 0274,DEPARTMENT-011,Legal & Compliance,Junior,Historical Joiner,2025-02-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0275,Historical Legal Employee 0275,DEPARTMENT-011,Legal & Compliance,Junior,Historical Joiner,2025-02-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0276,Historical Legal Employee 0276,DEPARTMENT-011,Legal & Compliance,Mid,Former Employee,2025-02-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0277,Historical Legal Employee 0277,DEPARTMENT-011,Legal & Compliance,Mid,Former Employee,2025-02-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0278,Historical Legal Employee 0278,DEPARTMENT-011,Legal & Compliance,Junior,Former Employee,2025-02-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0279,Historical Procurement Employee 0279,DEPARTMENT-012,Procurement & Supply Chain,Junior,Historical Joiner,2025-02-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0280,Historical Procurement Employee 0280,DEPARTMENT-012,Procurement & Supply Chain,Mid,Former Employee,2025-02-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0281,Historical Logistics Employee 0281,DEPARTMENT-013,Logistics & Warehouse,Junior,Former Employee,2025-02-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0282,Historical Logistics Employee 0282,DEPARTMENT-013,Logistics & Warehouse,Junior,Former Employee,2025-02-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0283,Historical Production Employee 0283,DEPARTMENT-014,Production & Manufacturing,Mid,Former Employee,2025-02-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0284,Historical Production Employee 0284,DEPARTMENT-014,Production & Manufacturing,Senior,Former Employee,2025-02-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0285,Historical Production Employee 0285,DEPARTMENT-014,Production & Manufacturing,Mid,Former Employee,2025-02-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0286,Historical Quality Employee 0286,DEPARTMENT-015,Quality Assurance,Junior,Historical Joiner,2025-02-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0287,Historical Quality Employee 0287,DEPARTMENT-015,Quality Assurance,Senior,Former Employee,2025-02-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0288,Historical Quality Employee 0288,DEPARTMENT-015,Quality Assurance,Senior,Former Employee,2025-02-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0289,Historical Quality Employee 0289,DEPARTMENT-015,Quality Assurance,Senior,Former Employee,2025-02-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0290,Historical Research Employee 0290,DEPARTMENT-016,Research & Development,Senior,Former Employee,2025-02-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0291,Historical HR Employee 0291,DEPARTMENT-001,HR,Junior,Historical Joiner,2025-03-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0292,Historical HR Employee 0292,DEPARTMENT-001,HR,Senior,Former Employee,2025-03-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0293,Historical HR Employee 0293,DEPARTMENT-001,HR,Junior,Former Employee,2025-03-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0294,Historical Finance Employee 0294,DEPARTMENT-002,Finance,Junior,Historical Joiner,2025-03-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0295,Historical Finance Employee 0295,DEPARTMENT-002,Finance,Junior,Historical Joiner,2025-03-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0296,Historical Finance Employee 0296,DEPARTMENT-002,Finance,Mid,Former Employee,2025-03-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0297,Historical Finance Employee 0297,DEPARTMENT-002,Finance,Mid,Former Employee,2025-03-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0298,Historical Finance Employee 0298,DEPARTMENT-002,Finance,Mid,Former Employee,2025-03-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0299,Historical Sales Employee 0299,DEPARTMENT-003,Sales,Mid,Former Employee,2025-03-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0300,Historical Customer Employee 0300,DEPARTMENT-004,Customer Support,Senior,Former Employee,2025-03-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0301,Historical Customer Employee 0301,DEPARTMENT-004,Customer Support,Junior,Former Employee,2025-03-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0302,Historical Engineering Employee 0302,DEPARTMENT-005,Engineering,Junior,Historical Joiner,2025-03-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0303,Historical IT Employee 0303,DEPARTMENT-007,IT,Junior,Historical Joiner,2025-03-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0304,Historical IT Employee 0304,DEPARTMENT-007,IT,Junior,Former Employee,2025-03-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0305,Historical IT Employee 0305,DEPARTMENT-007,IT,Senior,Former Employee,2025-03-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0306,Historical IT Employee 0306,DEPARTMENT-007,IT,Mid,Former Employee,2025-03-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0307,Historical Medical Employee 0307,DEPARTMENT-008,Medical Care,Junior,Historical Joiner,2025-03-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0308,Historical Medical Employee 0308,DEPARTMENT-008,Medical Care,Junior,Historical Joiner,2025-03-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0309,Historical Medical Employee 0309,DEPARTMENT-008,Medical Care,Senior,Former Employee,2025-03-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0310,Historical Medical Employee 0310,DEPARTMENT-008,Medical Care,Senior,Former Employee,2025-03-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0311,Historical Training Employee 0311,DEPARTMENT-009,Training & Development,Junior,Historical Joiner,2025-03-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0312,Historical Training Employee 0312,DEPARTMENT-009,Training & Development,Junior,Historical Joiner,2025-03-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0313,Historical Training Employee 0313,DEPARTMENT-009,Training & Development,Junior,Historical Joiner,2025-03-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0314,Historical Training Employee 0314,DEPARTMENT-009,Training & Development,Junior,Historical Joiner,2025-03-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0315,Historical Training Employee 0315,DEPARTMENT-009,Training & Development,Junior,Former Employee,2025-03-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0316,Historical Training Employee 0316,DEPARTMENT-009,Training & Development,Junior,Former Employee,2025-03-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0317,Historical Training Employee 0317,DEPARTMENT-009,Training & Development,Junior,Former Employee,2025-03-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0318,Historical Administration Employee 0318,DEPARTMENT-010,Administration & Facilities,Mid,Former Employee,2025-03-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0319,Historical Legal Employee 0319,DEPARTMENT-011,Legal & Compliance,Junior,Historical Joiner,2025-03-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0320,Historical Legal Employee 0320,DEPARTMENT-011,Legal & Compliance,Junior,Historical Joiner,2025-03-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0321,Historical Legal Employee 0321,DEPARTMENT-011,Legal & Compliance,Junior,Historical Joiner,2025-03-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0322,Historical Legal Employee 0322,DEPARTMENT-011,Legal & Compliance,Junior,Historical Joiner,2025-03-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0323,Historical Legal Employee 0323,DEPARTMENT-011,Legal & Compliance,Junior,Historical Joiner,2025-03-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0324,Historical Legal Employee 0324,DEPARTMENT-011,Legal & Compliance,Senior,Former Employee,2025-03-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0325,Historical Legal Employee 0325,DEPARTMENT-011,Legal & Compliance,Junior,Former Employee,2025-03-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0326,Historical Legal Employee 0326,DEPARTMENT-011,Legal & Compliance,Junior,Former Employee,2025-03-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0327,Historical Procurement Employee 0327,DEPARTMENT-012,Procurement & Supply Chain,Junior,Historical Joiner,2025-03-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0328,Historical Procurement Employee 0328,DEPARTMENT-012,Procurement & Supply Chain,Mid,Former Employee,2025-03-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0329,Historical Procurement Employee 0329,DEPARTMENT-012,Procurement & Supply Chain,Mid,Former Employee,2025-03-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0330,Historical Logistics Employee 0330,DEPARTMENT-013,Logistics & Warehouse,Junior,Former Employee,2025-03-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0331,Historical Production Employee 0331,DEPARTMENT-014,Production & Manufacturing,Junior,Historical Joiner,2025-03-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0332,Historical Production Employee 0332,DEPARTMENT-014,Production & Manufacturing,Junior,Historical Joiner,2025-03-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0333,Historical Production Employee 0333,DEPARTMENT-014,Production & Manufacturing,Junior,Historical Joiner,2025-03-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0334,Historical Production Employee 0334,DEPARTMENT-014,Production & Manufacturing,Junior,Historical Joiner,2025-03-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0335,Historical Production Employee 0335,DEPARTMENT-014,Production & Manufacturing,Junior,Historical Joiner,2025-03-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0336,Historical Production Employee 0336,DEPARTMENT-014,Production & Manufacturing,Mid,Former Employee,2025-03-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0337,Historical Production Employee 0337,DEPARTMENT-014,Production & Manufacturing,Senior,Former Employee,2025-03-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0338,Historical Production Employee 0338,DEPARTMENT-014,Production & Manufacturing,Senior,Former Employee,2025-03-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0339,Historical Quality Employee 0339,DEPARTMENT-015,Quality Assurance,Mid,Former Employee,2025-03-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0340,Historical Research Employee 0340,DEPARTMENT-016,Research & Development,Junior,Historical Joiner,2025-03-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0341,Historical Research Employee 0341,DEPARTMENT-016,Research & Development,Junior,Historical Joiner,2025-03-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0342,Historical Research Employee 0342,DEPARTMENT-016,Research & Development,Junior,Historical Joiner,2025-03-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0343,Historical Research Employee 0343,DEPARTMENT-016,Research & Development,Junior,Historical Joiner,2025-03-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0344,Historical Research Employee 0344,DEPARTMENT-016,Research & Development,Junior,Former Employee,2025-03-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0345,Historical Research Employee 0345,DEPARTMENT-016,Research & Development,Junior,Former Employee,2025-03-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0346,Historical Research Employee 0346,DEPARTMENT-016,Research & Development,Mid,Former Employee,2025-03-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0347,Historical HR Employee 0347,DEPARTMENT-001,HR,Junior,Historical Joiner,2025-04-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0348,Historical HR Employee 0348,DEPARTMENT-001,HR,Junior,Historical Joiner,2025-04-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0349,Historical HR Employee 0349,DEPARTMENT-001,HR,Junior,Historical Joiner,2025-04-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0350,Historical HR Employee 0350,DEPARTMENT-001,HR,Junior,Historical Joiner,2025-04-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0351,Historical HR Employee 0351,DEPARTMENT-001,HR,Mid,Former Employee,2025-04-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0352,Historical HR Employee 0352,DEPARTMENT-001,HR,Senior,Former Employee,2025-04-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0353,Historical HR Employee 0353,DEPARTMENT-001,HR,Senior,Former Employee,2025-04-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0354,Historical Finance Employee 0354,DEPARTMENT-002,Finance,Junior,Historical Joiner,2025-04-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0355,Historical Finance Employee 0355,DEPARTMENT-002,Finance,Junior,Historical Joiner,2025-04-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0356,Historical Finance Employee 0356,DEPARTMENT-002,Finance,Junior,Historical Joiner,2025-04-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0357,Historical Finance Employee 0357,DEPARTMENT-002,Finance,Junior,Historical Joiner,2025-04-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0358,Historical Finance Employee 0358,DEPARTMENT-002,Finance,Senior,Former Employee,2025-04-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0359,Historical Finance Employee 0359,DEPARTMENT-002,Finance,Senior,Former Employee,2025-04-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0360,Historical Finance Employee 0360,DEPARTMENT-002,Finance,Mid,Former Employee,2025-04-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0361,Historical Sales Employee 0361,DEPARTMENT-003,Sales,Junior,Historical Joiner,2025-04-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0362,Historical Customer Employee 0362,DEPARTMENT-004,Customer Support,Junior,Historical Joiner,2025-04-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0363,Historical Customer Employee 0363,DEPARTMENT-004,Customer Support,Junior,Historical Joiner,2025-04-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0364,Historical Customer Employee 0364,DEPARTMENT-004,Customer Support,Junior,Historical Joiner,2025-04-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0365,Historical Customer Employee 0365,DEPARTMENT-004,Customer Support,Junior,Historical Joiner,2025-04-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0366,Historical Customer Employee 0366,DEPARTMENT-004,Customer Support,Junior,Historical Joiner,2025-04-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0367,Historical Customer Employee 0367,DEPARTMENT-004,Customer Support,Mid,Former Employee,2025-04-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0368,Historical Customer Employee 0368,DEPARTMENT-004,Customer Support,Mid,Former Employee,2025-04-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0369,Historical Customer Employee 0369,DEPARTMENT-004,Customer Support,Senior,Former Employee,2025-04-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0370,Historical Engineering Employee 0370,DEPARTMENT-005,Engineering,Senior,Former Employee,2025-04-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0371,Historical Operations Employee 0371,DEPARTMENT-006,Operations,Junior,Historical Joiner,2025-04-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0372,Historical Operations Employee 0372,DEPARTMENT-006,Operations,Junior,Historical Joiner,2025-04-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0373,Historical Operations Employee 0373,DEPARTMENT-006,Operations,Junior,Historical Joiner,2025-04-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0374,Historical Operations Employee 0374,DEPARTMENT-006,Operations,Mid,Former Employee,2025-04-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0375,Historical IT Employee 0375,DEPARTMENT-007,IT,Junior,Historical Joiner,2025-04-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0376,Historical IT Employee 0376,DEPARTMENT-007,IT,Junior,Historical Joiner,2025-04-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0377,Historical IT Employee 0377,DEPARTMENT-007,IT,Junior,Former Employee,2025-04-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0378,Historical Medical Employee 0378,DEPARTMENT-008,Medical Care,Junior,Historical Joiner,2025-04-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0379,Historical Medical Employee 0379,DEPARTMENT-008,Medical Care,Junior,Historical Joiner,2025-04-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0380,Historical Medical Employee 0380,DEPARTMENT-008,Medical Care,Mid,Former Employee,2025-04-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0381,Historical Medical Employee 0381,DEPARTMENT-008,Medical Care,Mid,Former Employee,2025-04-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0382,Historical Training Employee 0382,DEPARTMENT-009,Training & Development,Mid,Former Employee,2025-04-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0383,Historical Training Employee 0383,DEPARTMENT-009,Training & Development,Senior,Former Employee,2025-04-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0384,Historical Administration Employee 0384,DEPARTMENT-010,Administration & Facilities,Junior,Historical Joiner,2025-04-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0385,Historical Administration Employee 0385,DEPARTMENT-010,Administration & Facilities,Junior,Historical Joiner,2025-04-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0386,Historical Administration Employee 0386,DEPARTMENT-010,Administration & Facilities,Senior,Former Employee,2025-04-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0387,Historical Administration Employee 0387,DEPARTMENT-010,Administration & Facilities,Senior,Former Employee,2025-04-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0388,Historical Legal Employee 0388,DEPARTMENT-011,Legal & Compliance,Mid,Former Employee,2025-04-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0389,Historical Logistics Employee 0389,DEPARTMENT-013,Logistics & Warehouse,Junior,Historical Joiner,2025-04-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0390,Historical Logistics Employee 0390,DEPARTMENT-013,Logistics & Warehouse,Junior,Historical Joiner,2025-04-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0391,Historical Production Employee 0391,DEPARTMENT-014,Production & Manufacturing,Mid,Former Employee,2025-04-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0392,Historical Production Employee 0392,DEPARTMENT-014,Production & Manufacturing,Mid,Former Employee,2025-04-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0393,Historical Production Employee 0393,DEPARTMENT-014,Production & Manufacturing,Mid,Former Employee,2025-04-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0394,Historical Quality Employee 0394,DEPARTMENT-015,Quality Assurance,Junior,Historical Joiner,2025-04-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0395,Historical Research Employee 0395,DEPARTMENT-016,Research & Development,Senior,Former Employee,2025-04-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0396,Historical HR Employee 0396,DEPARTMENT-001,HR,Junior,Historical Joiner,2025-05-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0397,Historical HR Employee 0397,DEPARTMENT-001,HR,Junior,Former Employee,2025-05-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0398,Historical HR Employee 0398,DEPARTMENT-001,HR,Senior,Former Employee,2025-05-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0399,Historical Finance Employee 0399,DEPARTMENT-002,Finance,Junior,Historical Joiner,2025-05-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0400,Historical Finance Employee 0400,DEPARTMENT-002,Finance,Junior,Historical Joiner,2025-05-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0401,Historical Finance Employee 0401,DEPARTMENT-002,Finance,Junior,Historical Joiner,2025-05-01,Supports complete 24-month movement history without adding former staff to the active attrition population
