Driver_Record_ID,Snapshot_Month,Department_ID,Department_Name,Demand_Driver_Name,Demand_Driver_Value,Measurement_Unit,Baseline_Driver_Value,Demand_Growth_Percentage,Expected_Staffing_Need,Demand_to_Approved_Headcount_Gap,Data_Pattern_Description,Data_As_Of_Date
DEMAND-IT-202409,2024-09-01,DEPARTMENT-007,IT,Technology Service Requests,776.1,Requests,750,3.48,49,2,Seasonal and trend-adjusted demand aligned to department operations,2024-09-28
DEMAND-IT-202410,2024-10-01,DEPARTMENT-007,IT,Technology Service Requests,784.9,Requests,750,4.65,49,2,Seasonal and trend-adjusted demand aligned to department operations,2024-10-28
DEMAND-IT-202411,2024-11-01,DEPARTMENT-007,IT,Technology Service Requests,743.4,Requests,750,-0.88,47,0,Seasonal and trend-adjusted demand aligned to department operations,2024-11-28
DEMAND-IT-202412,2024-12-01,DEPARTMENT-007,IT,Technology Service Requests,756.4,Requests,750,0.85,47,0,Seasonal and trend-adjusted demand aligned to department operations,2024-12-28
DEMAND-IT-202501,2025-01-01,DEPARTMENT-007,IT,Technology Service Requests,773.0,Requests,750,3.07,49,1,Seasonal and trend-adjusted demand aligned to department operations,2025-01-28
DEMAND-IT-202502,2025-02-01,DEPARTMENT-007,IT,Technology Service Requests,805.2,Requests,750,7.36,52,4,Seasonal and trend-adjusted demand aligned to department operations,2025-02-28
DEMAND-IT-202503,2025-03-01,DEPARTMENT-007,IT,Technology Service Requests,793.8,Requests,750,5.84,51,3,Seasonal and trend-adjusted demand aligned to department operations,2025-03-28
DEMAND-IT-202504,2025-04-01,DEPARTMENT-007,IT,Technology Service Requests,768.7,Requests,750,2.49,49,1,Seasonal and trend-adjusted demand aligned to department operations,2025-04-28
DEMAND-IT-202505,2025-05-01,DEPARTMENT-007,IT,Technology Service Requests,819.0,Requests,750,9.2,52,4,Seasonal and trend-adjusted demand aligned to department operations,2025-05-28
DEMAND-IT-202506,2025-06-01,DEPARTMENT-007,IT,Technology Service Requests,773.8,Requests,750,3.17,50,2,Seasonal and trend-adjusted demand aligned to department operations,2025-06-28
DEMAND-IT-202507,2025-07-01,DEPARTMENT-007,IT,Technology Service Requests,827.1,Requests,750,10.28,53,5,Seasonal and trend-adjusted demand aligned to department operations,2025-07-28
DEMAND-IT-202508,2025-08-01,DEPARTMENT-007,IT,Technology Service Requests,822.3,Requests,750,9.64,53,5,Seasonal and trend-adjusted demand aligned to department operations,2025-08-28
DEMAND-IT-202509,2025-09-01,DEPARTMENT-007,IT,Technology Service Requests,843.4,Requests,750,12.45,54,6,Seasonal and trend-adjusted demand aligned to department operations,2025-09-28
DEMAND-IT-202510,2025-10-01,DEPARTMENT-007,IT,Technology Service Requests,849.7,Requests,750,13.29,54,6,Seasonal and trend-adjusted demand aligned to department operations,2025-10-28
DEMAND-IT-202511,2025-11-01,DEPARTMENT-007,IT,Technology Service Requests,807.8,Requests,750,7.71,52,4,Seasonal and trend-adjusted demand aligned to department operations,2025-11-28
DEMAND-IT-202512,2025-12-01,DEPARTMENT-007,IT,Technology Service Requests,818.4,Requests,750,9.12,52,4,Seasonal and trend-adjusted demand aligned to department operations,2025-12-28
DEMAND-IT-202601,2026-01-01,DEPARTMENT-007,IT,Technology Service Requests,869.6,Requests,750,15.95,57,8,Seasonal and trend-adjusted demand aligned to department operations,2026-01-28
DEMAND-IT-202602,2026-02-01,DEPARTMENT-007,IT,Technology Service Requests,866.7,Requests,750,15.56,57,8,Seasonal and trend-adjusted demand aligned to department operations,2026-02-28
DEMAND-IT-202603,2026-03-01,DEPARTMENT-007,IT,Technology Service Requests,865.3,Requests,750,15.37,57,8,Seasonal and trend-adjusted demand aligned to department operations,2026-03-28
DEMAND-IT-202604,2026-04-01,DEPARTMENT-007,IT,Technology Service Requests,846.3,Requests,750,12.84,55,6,Seasonal and trend-adjusted demand aligned to department operations,2026-04-28
DEMAND-IT-202605,2026-05-01,DEPARTMENT-007,IT,Technology Service Requests,838.9,Requests,750,11.85,55,6,Seasonal and trend-adjusted demand aligned to department operations,2026-05-28
DEMAND-IT-202606,2026-06-01,DEPARTMENT-007,IT,Technology Service Requests,879.9,Requests,750,17.32,57,8,Seasonal and trend-adjusted demand aligned to department operations,2026-06-28
DEMAND-IT-202607,2026-07-01,DEPARTMENT-007,IT,Technology Service Requests,885.9,Requests,750,18.12,58,9,Seasonal and trend-adjusted demand aligned to department operations,2026-07-28
DEMAND-IT-202608,2026-08-01,DEPARTMENT-007,IT,Technology Service Requests,918.2,Requests,750,22.43,60,11,Seasonal and trend-adjusted demand aligned to department operations,2026-08-28
DEMAND-MED-202409,2024-09-01,DEPARTMENT-008,Medical Care,Patient Encounters,3100.4,Encounters,3200,-3.11,48,-2,Seasonal and trend-adjusted demand aligned to department operations,2024-09-28
DEMAND-MED-202410,2024-10-01,DEPARTMENT-008,Medical Care,Patient Encounters,3304.6,Encounters,3200,3.27,52,2,Seasonal and trend-adjusted demand aligned to department operations,2024-10-28
DEMAND-MED-202411,2024-11-01,DEPARTMENT-008,Medical Care,Patient Encounters,3284.7,Encounters,3200,2.65,51,1,Seasonal and trend-adjusted demand aligned to department operations,2024-11-28
DEMAND-MED-202412,2024-12-01,DEPARTMENT-008,Medical Care,Patient Encounters,3799.1,Encounters,3200,18.72,59,9,Seasonal and trend-adjusted demand aligned to department operations,2024-12-28
DEMAND-MED-202501,2025-01-01,DEPARTMENT-008,Medical Care,Patient Encounters,3603.8,Encounters,3200,12.62,59,7,Seasonal and trend-adjusted demand aligned to department operations,2025-01-28
DEMAND-MED-202502,2025-02-01,DEPARTMENT-008,Medical Care,Patient Encounters,3757.1,Encounters,3200,17.41,61,9,Seasonal and trend-adjusted demand aligned to department operations,2025-02-28
DEMAND-MED-202503,2025-03-01,DEPARTMENT-008,Medical Care,Patient Encounters,3258.0,Encounters,3200,1.81,53,1,Seasonal and trend-adjusted demand aligned to department operations,2025-03-28
DEMAND-MED-202504,2025-04-01,DEPARTMENT-008,Medical Care,Patient Encounters,3474.0,Encounters,3200,8.56,56,4,Seasonal and trend-adjusted demand aligned to department operations,2025-04-28
DEMAND-MED-202505,2025-05-01,DEPARTMENT-008,Medical Care,Patient Encounters,3410.7,Encounters,3200,6.58,55,3,Seasonal and trend-adjusted demand aligned to department operations,2025-05-28
DEMAND-MED-202506,2025-06-01,DEPARTMENT-008,Medical Care,Patient Encounters,3306.5,Encounters,3200,3.33,54,2,Seasonal and trend-adjusted demand aligned to department operations,2025-06-28
DEMAND-MED-202507,2025-07-01,DEPARTMENT-008,Medical Care,Patient Encounters,3561.0,Encounters,3200,11.28,58,6,Seasonal and trend-adjusted demand aligned to department operations,2025-07-28
DEMAND-MED-202508,2025-08-01,DEPARTMENT-008,Medical Care,Patient Encounters,3369.9,Encounters,3200,5.31,55,3,Seasonal and trend-adjusted demand aligned to department operations,2025-08-28
DEMAND-MED-202509,2025-09-01,DEPARTMENT-008,Medical Care,Patient Encounters,3361.4,Encounters,3200,5.04,55,3,Seasonal and trend-adjusted demand aligned to department operations,2025-09-28
DEMAND-MED-202510,2025-10-01,DEPARTMENT-008,Medical Care,Patient Encounters,3583.7,Encounters,3200,11.99,58,6,Seasonal and trend-adjusted demand aligned to department operations,2025-10-28
DEMAND-MED-202511,2025-11-01,DEPARTMENT-008,Medical Care,Patient Encounters,3425.8,Encounters,3200,7.06,56,4,Seasonal and trend-adjusted demand aligned to department operations,2025-11-28
DEMAND-MED-202512,2025-12-01,DEPARTMENT-008,Medical Care,Patient Encounters,4082.4,Encounters,3200,27.57,66,14,Seasonal and trend-adjusted demand aligned to department operations,2025-12-28
DEMAND-MED-202601,2026-01-01,DEPARTMENT-008,Medical Care,Patient Encounters,4162.9,Encounters,3200,30.09,72,17,Seasonal and trend-adjusted demand aligned to department operations,2026-01-28
DEMAND-MED-202602,2026-02-01,DEPARTMENT-008,Medical Care,Patient Encounters,4006.3,Encounters,3200,25.2,69,14,Seasonal and trend-adjusted demand aligned to department operations,2026-02-28
DEMAND-MED-202603,2026-03-01,DEPARTMENT-008,Medical Care,Patient Encounters,3614.7,Encounters,3200,12.96,62,7,Seasonal and trend-adjusted demand aligned to department operations,2026-03-28
DEMAND-MED-202604,2026-04-01,DEPARTMENT-008,Medical Care,Patient Encounters,3564.4,Encounters,3200,11.39,61,6,Seasonal and trend-adjusted demand aligned to department operations,2026-04-28
DEMAND-MED-202605,2026-05-01,DEPARTMENT-008,Medical Care,Patient Encounters,3833.0,Encounters,3200,19.78,66,11,Seasonal and trend-adjusted demand aligned to department operations,2026-05-28
DEMAND-MED-202606,2026-06-01,DEPARTMENT-008,Medical Care,Patient Encounters,3599.8,Encounters,3200,12.49,62,7,Seasonal and trend-adjusted demand aligned to department operations,2026-06-28
DEMAND-MED-202607,2026-07-01,DEPARTMENT-008,Medical Care,Patient Encounters,3854.5,Encounters,3200,20.45,66,11,Seasonal and trend-adjusted demand aligned to department operations,2026-07-28
DEMAND-MED-202608,2026-08-01,DEPARTMENT-008,Medical Care,Patient Encounters,3665.5,Encounters,3200,14.55,63,8,Seasonal and trend-adjusted demand aligned to department operations,2026-08-28
DEMAND-TRN-202409,2024-09-01,DEPARTMENT-009,Training & Development,Training Enrollments,1003.3,Enrollments,900,11.48,50,5,Seasonal and trend-adjusted demand aligned to department operations,2024-09-28
DEMAND-TRN-202410,2024-10-01,DEPARTMENT-009,Training & Development,Training Enrollments,877.4,Enrollments,900,-2.51,44,-1,Seasonal and trend-adjusted demand aligned to department operations,2024-10-28
DEMAND-TRN-202411,2024-11-01,DEPARTMENT-009,Training & Development,Training Enrollments,905.8,Enrollments,900,0.64,45,0,Seasonal and trend-adjusted demand aligned to department operations,2024-11-28
DEMAND-TRN-202412,2024-12-01,DEPARTMENT-009,Training & Development,Training Enrollments,950.6,Enrollments,900,5.62,48,3,Seasonal and trend-adjusted demand aligned to department operations,2024-12-28
DEMAND-TRN-202501,2025-01-01,DEPARTMENT-009,Training & Development,Training Enrollments,952.3,Enrollments,900,5.81,49,3,Seasonal and trend-adjusted demand aligned to department operations,2025-01-28
DEMAND-TRN-202502,2025-02-01,DEPARTMENT-009,Training & Development,Training Enrollments,1013.1,Enrollments,900,12.57,52,6,Seasonal and trend-adjusted demand aligned to department operations,2025-02-28
DEMAND-TRN-202503,2025-03-01,DEPARTMENT-009,Training & Development,Training Enrollments,1015.4,Enrollments,900,12.82,52,6,Seasonal and trend-adjusted demand aligned to department operations,2025-03-28
DEMAND-TRN-202504,2025-04-01,DEPARTMENT-009,Training & Development,Training Enrollments,959.5,Enrollments,900,6.61,49,3,Seasonal and trend-adjusted demand aligned to department operations,2025-04-28
DEMAND-TRN-202505,2025-05-01,DEPARTMENT-009,Training & Development,Training Enrollments,940.0,Enrollments,900,4.44,48,2,Seasonal and trend-adjusted demand aligned to department operations,2025-05-28
DEMAND-TRN-202506,2025-06-01,DEPARTMENT-009,Training & Development,Training Enrollments,934.9,Enrollments,900,3.88,48,2,Seasonal and trend-adjusted demand aligned to department operations,2025-06-28
DEMAND-TRN-202507,2025-07-01,DEPARTMENT-009,Training & Development,Training Enrollments,957.3,Enrollments,900,6.37,49,3,Seasonal and trend-adjusted demand aligned to department operations,2025-07-28
DEMAND-TRN-202508,2025-08-01,DEPARTMENT-009,Training & Development,Training Enrollments,1081.8,Enrollments,900,20.2,55,9,Seasonal and trend-adjusted demand aligned to department operations,2025-08-28
DEMAND-TRN-202509,2025-09-01,DEPARTMENT-009,Training & Development,Training Enrollments,1058.6,Enrollments,900,17.62,54,8,Seasonal and trend-adjusted demand aligned to department operations,2025-09-28
DEMAND-TRN-202510,2025-10-01,DEPARTMENT-009,Training & Development,Training Enrollments,1004.0,Enrollments,900,11.56,51,5,Seasonal and trend-adjusted demand aligned to department operations,2025-10-28
DEMAND-TRN-202511,2025-11-01,DEPARTMENT-009,Training & Development,Training Enrollments,987.3,Enrollments,900,9.7,50,4,Seasonal and trend-adjusted demand aligned to department operations,2025-11-28
DEMAND-TRN-202512,2025-12-01,DEPARTMENT-009,Training & Development,Training Enrollments,1011.5,Enrollments,900,12.39,52,6,Seasonal and trend-adjusted demand aligned to department operations,2025-12-28
DEMAND-TRN-202601,2026-01-01,DEPARTMENT-009,Training & Development,Training Enrollments,982.0,Enrollments,900,9.11,51,4,Seasonal and trend-adjusted demand aligned to department operations,2026-01-28
DEMAND-TRN-202602,2026-02-01,DEPARTMENT-009,Training & Development,Training Enrollments,1154.6,Enrollments,900,28.29,60,13,Seasonal and trend-adjusted demand aligned to department operations,2026-02-28
DEMAND-TRN-202603,2026-03-01,DEPARTMENT-009,Training & Development,Training Enrollments,1168.0,Enrollments,900,29.78,61,14,Seasonal and trend-adjusted demand aligned to department operations,2026-03-28
DEMAND-TRN-202604,2026-04-01,DEPARTMENT-009,Training & Development,Training Enrollments,1060.8,Enrollments,900,17.87,55,8,Seasonal and trend-adjusted demand aligned to department operations,2026-04-28
DEMAND-TRN-202605,2026-05-01,DEPARTMENT-009,Training & Development,Training Enrollments,1022.2,Enrollments,900,13.58,53,6,Seasonal and trend-adjusted demand aligned to department operations,2026-05-28
DEMAND-TRN-202606,2026-06-01,DEPARTMENT-009,Training & Development,Training Enrollments,1037.5,Enrollments,900,15.28,54,7,Seasonal and trend-adjusted demand aligned to department operations,2026-06-28
DEMAND-TRN-202607,2026-07-01,DEPARTMENT-009,Training & Development,Training Enrollments,1066.9,Enrollments,900,18.54,56,9,Seasonal and trend-adjusted demand aligned to department operations,2026-07-28
DEMAND-TRN-202608,2026-08-01,DEPARTMENT-009,Training & Development,Training Enrollments,1163.7,Enrollments,900,29.3,61,14,Seasonal and trend-adjusted demand aligned to department operations,2026-08-28
DEMAND-ADM-202409,2024-09-01,DEPARTMENT-010,Administration & Facilities,Facility Service Requests,508.0,Requests,500,1.6,45,1,Seasonal and trend-adjusted demand aligned to department operations,2024-09-28
DEMAND-ADM-202410,2024-10-01,DEPARTMENT-010,Administration & Facilities,Facility Service Requests,490.8,Requests,500,-1.84,43,-1,Seasonal and trend-adjusted demand aligned to department operations,2024-10-28
DEMAND-ADM-202411,2024-11-01,DEPARTMENT-010,Administration & Facilities,Facility Service Requests,505.7,Requests,500,1.14,45,1,Seasonal and trend-adjusted demand aligned to department operations,2024-11-28
DEMAND-ADM-202412,2024-12-01,DEPARTMENT-010,Administration & Facilities,Facility Service Requests,506.3,Requests,500,1.26,45,1,Seasonal and trend-adjusted demand aligned to department operations,2024-12-28
DEMAND-ADM-202501,2025-01-01,DEPARTMENT-010,Administration & Facilities,Facility Service Requests,502.3,Requests,500,0.46,44,0,Seasonal and trend-adjusted demand aligned to department operations,2025-01-28
DEMAND-ADM-202502,2025-02-01,DEPARTMENT-010,Administration & Facilities,Facility Service Requests,500.0,Requests,500,0.0,44,0,Seasonal and trend-adjusted demand aligned to department operations,2025-02-28
DEMAND-ADM-202503,2025-03-01,DEPARTMENT-010,Administration & Facilities,Facility Service Requests,526.6,Requests,500,5.32,46,2,Seasonal and trend-adjusted demand aligned to department operations,2025-03-28
DEMAND-ADM-202504,2025-04-01,DEPARTMENT-010,Administration & Facilities,Facility Service Requests,516.2,Requests,500,3.24,45,1,Seasonal and trend-adjusted demand aligned to department operations,2025-04-28
DEMAND-ADM-202505,2025-05-01,DEPARTMENT-010,Administration & Facilities,Facility Service Requests,528.0,Requests,500,5.6,46,2,Seasonal and trend-adjusted demand aligned to department operations,2025-05-28
DEMAND-ADM-202506,2025-06-01,DEPARTMENT-010,Administration & Facilities,Facility Service Requests,544.7,Requests,500,8.94,48,4,Seasonal and trend-adjusted demand aligned to department operations,2025-06-28
DEMAND-ADM-202507,2025-07-01,DEPARTMENT-010,Administration & Facilities,Facility Service Requests,538.8,Requests,500,7.76,47,3,Seasonal and trend-adjusted demand aligned to department operations,2025-07-28
DEMAND-ADM-202508,2025-08-01,DEPARTMENT-010,Administration & Facilities,Facility Service Requests,526.4,Requests,500,5.28,46,2,Seasonal and trend-adjusted demand aligned to department operations,2025-08-28
DEMAND-ADM-202509,2025-09-01,DEPARTMENT-010,Administration & Facilities,Facility Service Requests,561.4,Requests,500,12.28,49,5,Seasonal and trend-adjusted demand aligned to department operations,2025-09-28
DEMAND-ADM-202510,2025-10-01,DEPARTMENT-010,Administration & Facilities,Facility Service Requests,556.5,Requests,500,11.3,49,5,Seasonal and trend-adjusted demand aligned to department operations,2025-10-28
DEMAND-ADM-202511,2025-11-01,DEPARTMENT-010,Administration & Facilities,Facility Service Requests,569.7,Requests,500,13.94,50,6,Seasonal and trend-adjusted demand aligned to department operations,2025-11-28
DEMAND-ADM-202512,2025-12-01,DEPARTMENT-010,Administration & Facilities,Facility Service Requests,553.4,Requests,500,10.68,49,5,Seasonal and trend-adjusted demand aligned to department operations,2025-12-28
DEMAND-ADM-202601,2026-01-01,DEPARTMENT-010,Administration & Facilities,Facility Service Requests,583.9,Requests,500,16.78,53,8,Seasonal and trend-adjusted demand aligned to department operations,2026-01-28
DEMAND-ADM-202602,2026-02-01,DEPARTMENT-010,Administration & Facilities,Facility Service Requests,549.1,Requests,500,9.82,49,4,Seasonal and trend-adjusted demand aligned to department operations,2026-02-28
DEMAND-ADM-202603,2026-03-01,DEPARTMENT-010,Administration & Facilities,Facility Service Requests,567.4,Requests,500,13.48,51,6,Seasonal and trend-adjusted demand aligned to department operations,2026-03-28
DEMAND-ADM-202604,2026-04-01,DEPARTMENT-010,Administration & Facilities,Facility Service Requests,594.0,Requests,500,18.8,53,8,Seasonal and trend-adjusted demand aligned to department operations,2026-04-28
DEMAND-ADM-202605,2026-05-01,DEPARTMENT-010,Administration & Facilities,Facility Service Requests,591.0,Requests,500,18.2,53,8,Seasonal and trend-adjusted demand aligned to department operations,2026-05-28
DEMAND-ADM-202606,2026-06-01,DEPARTMENT-010,Administration & Facilities,Facility Service Requests,603.4,Requests,500,20.68,54,9,Seasonal and trend-adjusted demand aligned to department operations,2026-06-28
DEMAND-ADM-202607,2026-07-01,DEPARTMENT-010,Administration & Facilities,Facility Service Requests,592.2,Requests,500,18.44,53,8,Seasonal and trend-adjusted demand aligned to department operations,2026-07-28
DEMAND-ADM-202608,2026-08-01,DEPARTMENT-010,Administration & Facilities,Facility Service Requests,575.5,Requests,500,15.1,52,7,Seasonal and trend-adjusted demand aligned to department operations,2026-08-28
DEMAND-LGL-202409,2024-09-01,DEPARTMENT-011,Legal & Compliance,Compliance Cases and Reviews,237.1,Cases,240,-1.21,43,-1,Seasonal and trend-adjusted demand aligned to department operations,2024-09-28
DEMAND-LGL-202410,2024-10-01,DEPARTMENT-011,Legal & Compliance,Compliance Cases and Reviews,250.9,Cases,240,4.54,46,2,Seasonal and trend-adjusted demand aligned to department operations,2024-10-28
DEMAND-LGL-202411,2024-11-01,DEPARTMENT-011,Legal & Compliance,Compliance Cases and Reviews,246.7,Cases,240,2.79,45,1,Seasonal and trend-adjusted demand aligned to department operations,2024-11-28
DEMAND-LGL-202412,2024-12-01,DEPARTMENT-011,Legal & Compliance,Compliance Cases and Reviews,253.9,Cases,240,5.79,47,3,Seasonal and trend-adjusted demand aligned to department operations,2024-12-28
DEMAND-LGL-202501,2025-01-01,DEPARTMENT-011,Legal & Compliance,Compliance Cases and Reviews,248.3,Cases,240,3.46,46,2,Seasonal and trend-adjusted demand aligned to department operations,2025-01-28
DEMAND-LGL-202502,2025-02-01,DEPARTMENT-011,Legal & Compliance,Compliance Cases and Reviews,258.5,Cases,240,7.71,47,3,Seasonal and trend-adjusted demand aligned to department operations,2025-02-28
DEMAND-LGL-202503,2025-03-01,DEPARTMENT-011,Legal & Compliance,Compliance Cases and Reviews,244.6,Cases,240,1.92,45,1,Seasonal and trend-adjusted demand aligned to department operations,2025-03-28
DEMAND-LGL-202504,2025-04-01,DEPARTMENT-011,Legal & Compliance,Compliance Cases and Reviews,259.5,Cases,240,8.13,48,4,Seasonal and trend-adjusted demand aligned to department operations,2025-04-28
DEMAND-LGL-202505,2025-05-01,DEPARTMENT-011,Legal & Compliance,Compliance Cases and Reviews,264.8,Cases,240,10.33,49,5,Seasonal and trend-adjusted demand aligned to department operations,2025-05-28
DEMAND-LGL-202506,2025-06-01,DEPARTMENT-011,Legal & Compliance,Compliance Cases and Reviews,264.7,Cases,240,10.29,49,5,Seasonal and trend-adjusted demand aligned to department operations,2025-06-28
DEMAND-LGL-202507,2025-07-01,DEPARTMENT-011,Legal & Compliance,Compliance Cases and Reviews,256.2,Cases,240,6.75,47,3,Seasonal and trend-adjusted demand aligned to department operations,2025-07-28
DEMAND-LGL-202508,2025-08-01,DEPARTMENT-011,Legal & Compliance,Compliance Cases and Reviews,268.9,Cases,240,12.04,49,5,Seasonal and trend-adjusted demand aligned to department operations,2025-08-28
DEMAND-LGL-202509,2025-09-01,DEPARTMENT-011,Legal & Compliance,Compliance Cases and Reviews,255.2,Cases,240,6.33,47,3,Seasonal and trend-adjusted demand aligned to department operations,2025-09-28
DEMAND-LGL-202510,2025-10-01,DEPARTMENT-011,Legal & Compliance,Compliance Cases and Reviews,268.4,Cases,240,11.83,49,5,Seasonal and trend-adjusted demand aligned to department operations,2025-10-28
DEMAND-LGL-202511,2025-11-01,DEPARTMENT-011,Legal & Compliance,Compliance Cases and Reviews,265.6,Cases,240,10.67,49,5,Seasonal and trend-adjusted demand aligned to department operations,2025-11-28
DEMAND-LGL-202512,2025-12-01,DEPARTMENT-011,Legal & Compliance,Compliance Cases and Reviews,266.9,Cases,240,11.21,49,5,Seasonal and trend-adjusted demand aligned to department operations,2025-12-28
DEMAND-LGL-202601,2026-01-01,DEPARTMENT-011,Legal & Compliance,Compliance Cases and Reviews,279.8,Cases,240,16.58,50,7,Seasonal and trend-adjusted demand aligned to department operations,2026-01-28
DEMAND-LGL-202602,2026-02-01,DEPARTMENT-011,Legal & Compliance,Compliance Cases and Reviews,273.4,Cases,240,13.92,49,6,Seasonal and trend-adjusted demand aligned to department operations,2026-02-28
DEMAND-LGL-202603,2026-03-01,DEPARTMENT-011,Legal & Compliance,Compliance Cases and Reviews,284.1,Cases,240,18.38,51,8,Seasonal and trend-adjusted demand aligned to department operations,2026-03-28
DEMAND-LGL-202604,2026-04-01,DEPARTMENT-011,Legal & Compliance,Compliance Cases and Reviews,281.0,Cases,240,17.08,50,7,Seasonal and trend-adjusted demand aligned to department operations,2026-04-28
DEMAND-LGL-202605,2026-05-01,DEPARTMENT-011,Legal & Compliance,Compliance Cases and Reviews,282.9,Cases,240,17.87,51,8,Seasonal and trend-adjusted demand aligned to department operations,2026-05-28
DEMAND-LGL-202606,2026-06-01,DEPARTMENT-011,Legal & Compliance,Compliance Cases and Reviews,285.0,Cases,240,18.75,51,8,Seasonal and trend-adjusted demand aligned to department operations,2026-06-28
DEMAND-LGL-202607,2026-07-01,DEPARTMENT-011,Legal & Compliance,Compliance Cases and Reviews,288.0,Cases,240,20.0,52,9,Seasonal and trend-adjusted demand aligned to department operations,2026-07-28
DEMAND-LGL-202608,2026-08-01,DEPARTMENT-011,Legal & Compliance,Compliance Cases and Reviews,287.2,Cases,240,19.67,51,8,Seasonal and trend-adjusted demand aligned to department operations,2026-08-28
DEMAND-PRC-202409,2024-09-01,DEPARTMENT-012,Procurement & Supply Chain,Purchase Orders Processed,674.2,Purchase Orders,700,-3.69,44,-2,Seasonal and trend-adjusted demand aligned to department operations,2024-09-28
DEMAND-PRC-202410,2024-10-01,DEPARTMENT-012,Procurement & Supply Chain,Purchase Orders Processed,725.2,Purchase Orders,700,3.6,48,2,Seasonal and trend-adjusted demand aligned to department operations,2024-10-28
DEMAND-PRC-202411,2024-11-01,DEPARTMENT-012,Procurement & Supply Chain,Purchase Orders Processed,685.2,Purchase Orders,700,-2.11,45,-1,Seasonal and trend-adjusted demand aligned to department operations,2024-11-28
DEMAND-PRC-202412,2024-12-01,DEPARTMENT-012,Procurement & Supply Chain,Purchase Orders Processed,726.7,Purchase Orders,700,3.81,48,2,Seasonal and trend-adjusted demand aligned to department operations,2024-12-28
DEMAND-PRC-202501,2025-01-01,DEPARTMENT-012,Procurement & Supply Chain,Purchase Orders Processed,732.6,Purchase Orders,700,4.66,49,2,Seasonal and trend-adjusted demand aligned to department operations,2025-01-28
DEMAND-PRC-202502,2025-02-01,DEPARTMENT-012,Procurement & Supply Chain,Purchase Orders Processed,713.9,Purchase Orders,700,1.99,48,1,Seasonal and trend-adjusted demand aligned to department operations,2025-02-28
DEMAND-PRC-202503,2025-03-01,DEPARTMENT-012,Procurement & Supply Chain,Purchase Orders Processed,705.6,Purchase Orders,700,0.8,47,0,Seasonal and trend-adjusted demand aligned to department operations,2025-03-28
DEMAND-PRC-202504,2025-04-01,DEPARTMENT-012,Procurement & Supply Chain,Purchase Orders Processed,723.1,Purchase Orders,700,3.3,49,2,Seasonal and trend-adjusted demand aligned to department operations,2025-04-28
DEMAND-PRC-202505,2025-05-01,DEPARTMENT-012,Procurement & Supply Chain,Purchase Orders Processed,744.2,Purchase Orders,700,6.31,50,3,Seasonal and trend-adjusted demand aligned to department operations,2025-05-28
DEMAND-PRC-202506,2025-06-01,DEPARTMENT-012,Procurement & Supply Chain,Purchase Orders Processed,742.0,Purchase Orders,700,6.0,50,3,Seasonal and trend-adjusted demand aligned to department operations,2025-06-28
DEMAND-PRC-202507,2025-07-01,DEPARTMENT-012,Procurement & Supply Chain,Purchase Orders Processed,757.5,Purchase Orders,700,8.21,51,4,Seasonal and trend-adjusted demand aligned to department operations,2025-07-28
DEMAND-PRC-202508,2025-08-01,DEPARTMENT-012,Procurement & Supply Chain,Purchase Orders Processed,751.0,Purchase Orders,700,7.29,50,3,Seasonal and trend-adjusted demand aligned to department operations,2025-08-28
DEMAND-PRC-202509,2025-09-01,DEPARTMENT-012,Procurement & Supply Chain,Purchase Orders Processed,775.5,Purchase Orders,700,10.79,52,5,Seasonal and trend-adjusted demand aligned to department operations,2025-09-28
DEMAND-PRC-202510,2025-10-01,DEPARTMENT-012,Procurement & Supply Chain,Purchase Orders Processed,759.3,Purchase Orders,700,8.47,51,4,Seasonal and trend-adjusted demand aligned to department operations,2025-10-28
DEMAND-PRC-202511,2025-11-01,DEPARTMENT-012,Procurement & Supply Chain,Purchase Orders Processed,795.0,Purchase Orders,700,13.57,53,6,Seasonal and trend-adjusted demand aligned to department operations,2025-11-28
DEMAND-PRC-202512,2025-12-01,DEPARTMENT-012,Procurement & Supply Chain,Purchase Orders Processed,759.6,Purchase Orders,700,8.51,51,4,Seasonal and trend-adjusted demand aligned to department operations,2025-12-28
DEMAND-PRC-202601,2026-01-01,DEPARTMENT-012,Procurement & Supply Chain,Purchase Orders Processed,793.2,Purchase Orders,700,13.31,54,6,Seasonal and trend-adjusted demand aligned to department operations,2026-01-28
DEMAND-PRC-202602,2026-02-01,DEPARTMENT-012,Procurement & Supply Chain,Purchase Orders Processed,794.1,Purchase Orders,700,13.44,54,6,Seasonal and trend-adjusted demand aligned to department operations,2026-02-28
DEMAND-PRC-202603,2026-03-01,DEPARTMENT-012,Procurement & Supply Chain,Purchase Orders Processed,796.6,Purchase Orders,700,13.8,55,7,Seasonal and trend-adjusted demand aligned to department operations,2026-03-28
DEMAND-PRC-202604,2026-04-01,DEPARTMENT-012,Procurement & Supply Chain,Purchase Orders Processed,800.0,Purchase Orders,700,14.29,55,7,Seasonal and trend-adjusted demand aligned to department operations,2026-04-28
DEMAND-PRC-202605,2026-05-01,DEPARTMENT-012,Procurement & Supply Chain,Purchase Orders Processed,807.6,Purchase Orders,700,15.37,55,7,Seasonal and trend-adjusted demand aligned to department operations,2026-05-28
DEMAND-PRC-202606,2026-06-01,DEPARTMENT-012,Procurement & Supply Chain,Purchase Orders Processed,829.8,Purchase Orders,700,18.54,57,9,Seasonal and trend-adjusted demand aligned to department operations,2026-06-28
