Course_ID,Course_Name,Skill_ID,Skill_Name,Skill_Category,Skill_Type,Course_Level,Recommended_From_Proficiency_Level,Target_Proficiency_Level,Estimated_Duration_Hours,Delivery_Mode,Provider_Type,Assessment_Method,Certificate_Available,Professional_Growth_Outcome,Active_Status,Catalog_Mode,Data_As_Of_Date
COURSE-S030-FND,Risk Analysis Fundamentals,S030,Risk Analysis,Functional,Core,Foundation,0,2,6,Virtual / Workshop,Internal Academy / Approved External Provider,Knowledge check + practical exercise,Yes,Strengthen Risk Analysis for better current-role performance and readiness for higher-responsibility work.,Active,DEMO_COURSE_CATALOG,2026-08-01
COURSE-S030-PRC,Applied Risk Analysis,S030,Risk Analysis,Functional,Core,Practitioner,2,3,10,Virtual / Workshop,Internal Academy / Approved External Provider,Knowledge check + practical exercise,Yes,Strengthen Risk Analysis for better current-role performance and readiness for higher-responsibility work.,Active,DEMO_COURSE_CATALOG,2026-08-01
COURSE-S030-ADV,Advanced Risk Analysis and Decision Practice,S030,Risk Analysis,Functional,Core,Advanced,3,5,16,Virtual / Workshop,Internal Academy / Approved External Provider,Practical assessment + manager validation,Yes,Strengthen Risk Analysis for better current-role performance and readiness for higher-responsibility work.,Active,DEMO_COURSE_CATALOG,2026-08-01
COURSE-S031-FND,Recruitment & Selection Fundamentals,S031,Recruitment & Selection,Functional,Core,Foundation,0,2,6,Virtual / Workshop,Internal Academy / Approved External Provider,Knowledge check + practical exercise,Yes,Strengthen Recruitment & Selection for better current-role performance and readiness for higher-responsibility work.,Active,DEMO_COURSE_CATALOG,2026-08-01
COURSE-S031-PRC,Applied Recruitment & Selection,S031,Recruitment & Selection,Functional,Core,Practitioner,2,3,10,Virtual / Workshop,Internal Academy / Approved External Provider,Knowledge check + practical exercise,Yes,Strengthen Recruitment & Selection for better current-role performance and readiness for higher-responsibility work.,Active,DEMO_COURSE_CATALOG,2026-08-01
COURSE-S031-ADV,Advanced Recruitment & Selection and Decision Practice,S031,Recruitment & Selection,Functional,Core,Advanced,3,5,16,Virtual / Workshop,Internal Academy / Approved External Provider,Practical assessment + manager validation,Yes,Strengthen Recruitment & Selection for better current-role performance and readiness for higher-responsibility work.,Active,DEMO_COURSE_CATALOG,2026-08-01
COURSE-S032-FND,HRIS & Employee Data Fundamentals,S032,HRIS & Employee Data,Digital,Core,Foundation,0,2,6,Virtual / Workshop,Internal Academy / Approved External Provider,Knowledge check + practical exercise,Yes,Strengthen HRIS & Employee Data for better current-role performance and readiness for higher-responsibility work.,Active,DEMO_COURSE_CATALOG,2026-08-01
COURSE-S032-PRC,Applied HRIS & Employee Data,S032,HRIS & Employee Data,Digital,Core,Practitioner,2,3,10,Virtual / Workshop,Internal Academy / Approved External Provider,Knowledge check + practical exercise,Yes,Strengthen HRIS & Employee Data for better current-role performance and readiness for higher-responsibility work.,Active,DEMO_COURSE_CATALOG,2026-08-01
COURSE-S032-ADV,Advanced HRIS & Employee Data and Decision Practice,S032,HRIS & Employee Data,Digital,Core,Advanced,3,5,16,Virtual / Workshop,Internal Academy / Approved External Provider,Practical assessment + manager validation,Yes,Strengthen HRIS & Employee Data for better current-role performance and readiness for higher-responsibility work.,Active,DEMO_COURSE_CATALOG,2026-08-01
COURSE-S033-FND,Performance Management Fundamentals,S033,Performance Management,Functional,Core,Foundation,0,2,6,Virtual / Workshop,Internal Academy / Approved External Provider,Knowledge check + practical exercise,Yes,Strengthen Performance Management for better current-role performance and readiness for higher-responsibility work.,Active,DEMO_COURSE_CATALOG,2026-08-01
COURSE-S033-PRC,Applied Performance Management,S033,Performance Management,Functional,Core,Practitioner,2,3,10,Virtual / Workshop,Internal Academy / Approved External Provider,Knowledge check + practical exercise,Yes,Strengthen Performance Management for better current-role performance and readiness for higher-responsibility work.,Active,DEMO_COURSE_CATALOG,2026-08-01
COURSE-S033-ADV,Advanced Performance Management and Decision Practice,S033,Performance Management,Functional,Core,Advanced,3,5,16,Virtual / Workshop,Internal Academy / Approved External Provider,Practical assessment + manager validation,Yes,Strengthen Performance Management for better current-role performance and readiness for higher-responsibility work.,Active,DEMO_COURSE_CATALOG,2026-08-01
COURSE-S034-FND,Employee Relations Essentials,S034,Employee Relations,Behavioral,Core,Foundation,0,2,6,Virtual / Workshop,Internal Academy / Approved External Provider,Knowledge check + practical exercise,Yes,Strengthen Employee Relations for better current-role performance and readiness for higher-responsibility work.,Active,DEMO_COURSE_CATALOG,2026-08-01
COURSE-S034-PRC,Employee Relations in Practice,S034,Employee Relations,Behavioral,Core,Practitioner,2,3,10,Virtual / Workshop,Internal Academy / Approved External Provider,Knowledge check + practical exercise,Yes,Strengthen Employee Relations for better current-role performance and readiness for higher-responsibility work.,Active,DEMO_COURSE_CATALOG,2026-08-01
COURSE-S034-ADV,Advanced Employee Relations for Professional Growth,S034,Employee Relations,Behavioral,Core,Advanced,3,5,16,Virtual / Workshop,Internal Academy / Approved External Provider,Practical assessment + manager validation,Yes,Strengthen Employee Relations for better current-role performance and readiness for higher-responsibility work.,Active,DEMO_COURSE_CATALOG,2026-08-01
COURSE-S035-FND,Learning & Development Fundamentals,S035,Learning & Development,Functional,Core,Foundation,0,2,6,Virtual / Workshop,Internal Academy / Approved External Provider,Knowledge check + practical exercise,Yes,Strengthen Learning & Development for better current-role performance and readiness for higher-responsibility work.,Active,DEMO_COURSE_CATALOG,2026-08-01
COURSE-S035-PRC,Applied Learning & Development,S035,Learning & Development,Functional,Core,Practitioner,2,3,10,Virtual / Workshop,Internal Academy / Approved External Provider,Knowledge check + practical exercise,Yes,Strengthen Learning & Development for better current-role performance and readiness for higher-responsibility work.,Active,DEMO_COURSE_CATALOG,2026-08-01
COURSE-S035-ADV,Advanced Learning & Development and Decision Practice,S035,Learning & Development,Functional,Core,Advanced,3,5,16,Virtual / Workshop,Internal Academy / Approved External Provider,Practical assessment + manager validation,Yes,Strengthen Learning & Development for better current-role performance and readiness for higher-responsibility work.,Active,DEMO_COURSE_CATALOG,2026-08-01
COURSE-S036-FND,Payroll Administration Fundamentals,S036,Payroll Administration,Functional,Core,Foundation,0,2,6,Virtual / Workshop,Internal Academy / Approved External Provider,Knowledge check + practical exercise,Yes,Strengthen Payroll Administration for better current-role performance and readiness for higher-responsibility work.,Active,DEMO_COURSE_CATALOG,2026-08-01
COURSE-S036-PRC,Applied Payroll Administration,S036,Payroll Administration,Functional,Core,Practitioner,2,3,10,Virtual / Workshop,Internal Academy / Approved External Provider,Knowledge check + practical exercise,Yes,Strengthen Payroll Administration for better current-role performance and readiness for higher-responsibility work.,Active,DEMO_COURSE_CATALOG,2026-08-01
COURSE-S036-ADV,Advanced Payroll Administration and Decision Practice,S036,Payroll Administration,Functional,Core,Advanced,3,5,16,Virtual / Workshop,Internal Academy / Approved External Provider,Practical assessment + manager validation,Yes,Strengthen Payroll Administration for better current-role performance and readiness for higher-responsibility work.,Active,DEMO_COURSE_CATALOG,2026-08-01
COURSE-S037-FND,Customer Service Fundamentals,S037,Customer Service,Functional,Core,Foundation,0,2,6,Virtual / Workshop,Internal Academy / Approved External Provider,Knowledge check + practical exercise,Yes,Strengthen Customer Service for better current-role performance and readiness for higher-responsibility work.,Active,DEMO_COURSE_CATALOG,2026-08-01
COURSE-S037-PRC,Applied Customer Service,S037,Customer Service,Functional,Core,Practitioner,2,3,10,Virtual / Workshop,Internal Academy / Approved External Provider,Knowledge check + practical exercise,Yes,Strengthen Customer Service for better current-role performance and readiness for higher-responsibility work.,Active,DEMO_COURSE_CATALOG,2026-08-01
COURSE-S037-ADV,Advanced Customer Service and Decision Practice,S037,Customer Service,Functional,Core,Advanced,3,5,16,Virtual / Workshop,Internal Academy / Approved External Provider,Practical assessment + manager validation,Yes,Strengthen Customer Service for better current-role performance and readiness for higher-responsibility work.,Active,DEMO_COURSE_CATALOG,2026-08-01
COURSE-S038-FND,Complaint Resolution Essentials,S038,Complaint Resolution,Behavioral,Core,Foundation,0,2,6,Virtual / Workshop,Internal Academy / Approved External Provider,Knowledge check + practical exercise,Yes,Strengthen Complaint Resolution for better current-role performance and readiness for higher-responsibility work.,Active,DEMO_COURSE_CATALOG,2026-08-01
COURSE-S038-PRC,Complaint Resolution in Practice,S038,Complaint Resolution,Behavioral,Core,Practitioner,2,3,10,Virtual / Workshop,Internal Academy / Approved External Provider,Knowledge check + practical exercise,Yes,Strengthen Complaint Resolution for better current-role performance and readiness for higher-responsibility work.,Active,DEMO_COURSE_CATALOG,2026-08-01
COURSE-S038-ADV,Advanced Complaint Resolution for Professional Growth,S038,Complaint Resolution,Behavioral,Core,Advanced,3,5,16,Virtual / Workshop,Internal Academy / Approved External Provider,Practical assessment + manager validation,Yes,Strengthen Complaint Resolution for better current-role performance and readiness for higher-responsibility work.,Active,DEMO_COURSE_CATALOG,2026-08-01
COURSE-S039-FND,Call Handling Fundamentals,S039,Call Handling,Functional,Core,Foundation,0,2,6,Virtual / Workshop,Internal Academy / Approved External Provider,Knowledge check + practical exercise,Yes,Strengthen Call Handling for better current-role performance and readiness for higher-responsibility work.,Active,DEMO_COURSE_CATALOG,2026-08-01
COURSE-S039-PRC,Applied Call Handling,S039,Call Handling,Functional,Core,Practitioner,2,3,10,Virtual / Workshop,Internal Academy / Approved External Provider,Knowledge check + practical exercise,Yes,Strengthen Call Handling for better current-role performance and readiness for higher-responsibility work.,Active,DEMO_COURSE_CATALOG,2026-08-01
COURSE-S039-ADV,Advanced Call Handling and Decision Practice,S039,Call Handling,Functional,Core,Advanced,3,5,16,Virtual / Workshop,Internal Academy / Approved External Provider,Practical assessment + manager validation,Yes,Strengthen Call Handling for better current-role performance and readiness for higher-responsibility work.,Active,DEMO_COURSE_CATALOG,2026-08-01
COURSE-S040-FND,SLA Management Fundamentals,S040,SLA Management,Functional,Core,Foundation,0,2,6,Virtual / Workshop,Internal Academy / Approved External Provider,Knowledge check + practical exercise,Yes,Strengthen SLA Management for better current-role performance and readiness for higher-responsibility work.,Active,DEMO_COURSE_CATALOG,2026-08-01
COURSE-S040-PRC,Applied SLA Management,S040,SLA Management,Functional,Core,Practitioner,2,3,10,Virtual / Workshop,Internal Academy / Approved External Provider,Knowledge check + practical exercise,Yes,Strengthen SLA Management for better current-role performance and readiness for higher-responsibility work.,Active,DEMO_COURSE_CATALOG,2026-08-01
COURSE-S040-ADV,Advanced SLA Management and Decision Practice,S040,SLA Management,Functional,Core,Advanced,3,5,16,Virtual / Workshop,Internal Academy / Approved External Provider,Practical assessment + manager validation,Yes,Strengthen SLA Management for better current-role performance and readiness for higher-responsibility work.,Active,DEMO_COURSE_CATALOG,2026-08-01
COURSE-S041-FND,Knowledge Base Management Fundamentals,S041,Knowledge Base Management,Digital,Core,Foundation,0,2,6,Virtual / Workshop,Internal Academy / Approved External Provider,Knowledge check + practical exercise,Yes,Strengthen Knowledge Base Management for better current-role performance and readiness for higher-responsibility work.,Active,DEMO_COURSE_CATALOG,2026-08-01
COURSE-S041-PRC,Applied Knowledge Base Management,S041,Knowledge Base Management,Digital,Core,Practitioner,2,3,10,Virtual / Workshop,Internal Academy / Approved External Provider,Knowledge check + practical exercise,Yes,Strengthen Knowledge Base Management for better current-role performance and readiness for higher-responsibility work.,Active,DEMO_COURSE_CATALOG,2026-08-01
COURSE-S041-ADV,Advanced Knowledge Base Management and Decision Practice,S041,Knowledge Base Management,Digital,Core,Advanced,3,5,16,Virtual / Workshop,Internal Academy / Approved External Provider,Practical assessment + manager validation,Yes,Strengthen Knowledge Base Management for better current-role performance and readiness for higher-responsibility work.,Active,DEMO_COURSE_CATALOG,2026-08-01
COURSE-S042-FND,Communication Essentials,S042,Communication,Behavioral,Common,Foundation,0,2,6,Virtual / Workshop,Internal Academy / Approved External Provider,Knowledge check + practical exercise,Yes,Strengthen Communication for better current-role performance and readiness for higher-responsibility work.,Active,DEMO_COURSE_CATALOG,2026-08-01
COURSE-S042-PRC,Communication in Practice,S042,Communication,Behavioral,Common,Practitioner,2,3,10,Virtual / Workshop,Internal Academy / Approved External Provider,Knowledge check + practical exercise,Yes,Strengthen Communication for better current-role performance and readiness for higher-responsibility work.,Active,DEMO_COURSE_CATALOG,2026-08-01
COURSE-S042-ADV,Advanced Communication for Professional Growth,S042,Communication,Behavioral,Common,Advanced,3,5,16,Virtual / Workshop,Internal Academy / Approved External Provider,Practical assessment + manager validation,Yes,Strengthen Communication for better current-role performance and readiness for higher-responsibility work.,Active,DEMO_COURSE_CATALOG,2026-08-01
COURSE-S043-FND,Teamwork Essentials,S043,Teamwork,Behavioral,Common,Foundation,0,2,6,Virtual / Workshop,Internal Academy / Approved External Provider,Knowledge check + practical exercise,Yes,Strengthen Teamwork for better current-role performance and readiness for higher-responsibility work.,Active,DEMO_COURSE_CATALOG,2026-08-01
COURSE-S043-PRC,Teamwork in Practice,S043,Teamwork,Behavioral,Common,Practitioner,2,3,10,Virtual / Workshop,Internal Academy / Approved External Provider,Knowledge check + practical exercise,Yes,Strengthen Teamwork for better current-role performance and readiness for higher-responsibility work.,Active,DEMO_COURSE_CATALOG,2026-08-01
COURSE-S043-ADV,Advanced Teamwork for Professional Growth,S043,Teamwork,Behavioral,Common,Advanced,3,5,16,Virtual / Workshop,Internal Academy / Approved External Provider,Practical assessment + manager validation,Yes,Strengthen Teamwork for better current-role performance and readiness for higher-responsibility work.,Active,DEMO_COURSE_CATALOG,2026-08-01
COURSE-S044-FND,Problem Solving Essentials,S044,Problem Solving,Behavioral,Common,Foundation,0,2,6,Virtual / Workshop,Internal Academy / Approved External Provider,Knowledge check + practical exercise,Yes,Strengthen Problem Solving for better current-role performance and readiness for higher-responsibility work.,Active,DEMO_COURSE_CATALOG,2026-08-01
COURSE-S044-PRC,Problem Solving in Practice,S044,Problem Solving,Behavioral,Common,Practitioner,2,3,10,Virtual / Workshop,Internal Academy / Approved External Provider,Knowledge check + practical exercise,Yes,Strengthen Problem Solving for better current-role performance and readiness for higher-responsibility work.,Active,DEMO_COURSE_CATALOG,2026-08-01
COURSE-S044-ADV,Advanced Problem Solving for Professional Growth,S044,Problem Solving,Behavioral,Common,Advanced,3,5,16,Virtual / Workshop,Internal Academy / Approved External Provider,Practical assessment + manager validation,Yes,Strengthen Problem Solving for better current-role performance and readiness for higher-responsibility work.,Active,DEMO_COURSE_CATALOG,2026-08-01
COURSE-S045-FND,Stakeholder Management Essentials,S045,Stakeholder Management,Behavioral,Leadership,Foundation,0,2,6,Virtual / Workshop,Internal Academy / Approved External Provider,Knowledge check + practical exercise,Yes,Strengthen Stakeholder Management for better current-role performance and readiness for higher-responsibility work.,Active,DEMO_COURSE_CATALOG,2026-08-01
COURSE-S045-PRC,Stakeholder Management in Practice,S045,Stakeholder Management,Behavioral,Leadership,Practitioner,2,3,10,Virtual / Workshop,Internal Academy / Approved External Provider,Knowledge check + practical exercise,Yes,Strengthen Stakeholder Management for better current-role performance and readiness for higher-responsibility work.,Active,DEMO_COURSE_CATALOG,2026-08-01
COURSE-S045-ADV,Advanced Stakeholder Management for Professional Growth,S045,Stakeholder Management,Behavioral,Leadership,Advanced,3,5,16,Virtual / Workshop,Internal Academy / Approved External Provider,Practical assessment + manager validation,Yes,Strengthen Stakeholder Management for better current-role performance and readiness for higher-responsibility work.,Active,DEMO_COURSE_CATALOG,2026-08-01
COURSE-S046-FND,Leadership Essentials,S046,Leadership,Leadership,Leadership,Foundation,0,2,8,Virtual / Workshop,Internal Academy / Approved External Provider,Knowledge check + practical exercise,Yes,Strengthen Leadership for better current-role performance and readiness for higher-responsibility work.,Active,DEMO_COURSE_CATALOG,2026-08-01
COURSE-S046-PRC,Leadership in Practice,S046,Leadership,Leadership,Leadership,Practitioner,2,3,12,Virtual / Workshop,Internal Academy / Approved External Provider,Knowledge check + practical exercise,Yes,Strengthen Leadership for better current-role performance and readiness for higher-responsibility work.,Active,DEMO_COURSE_CATALOG,2026-08-01
COURSE-S046-ADV,Advanced Leadership for Professional Growth,S046,Leadership,Leadership,Leadership,Advanced,3,5,18,Virtual / Workshop,Internal Academy / Approved External Provider,Practical assessment + manager validation,Yes,Strengthen Leadership for better current-role performance and readiness for higher-responsibility work.,Active,DEMO_COURSE_CATALOG,2026-08-01
COURSE-S047-FND,Coaching & Mentoring Essentials,S047,Coaching & Mentoring,Leadership,Leadership,Foundation,0,2,8,Virtual / Workshop,Internal Academy / Approved External Provider,Knowledge check + practical exercise,Yes,Strengthen Coaching & Mentoring for better current-role performance and readiness for higher-responsibility work.,Active,DEMO_COURSE_CATALOG,2026-08-01
COURSE-S047-PRC,Coaching & Mentoring in Practice,S047,Coaching & Mentoring,Leadership,Leadership,Practitioner,2,3,12,Virtual / Workshop,Internal Academy / Approved External Provider,Knowledge check + practical exercise,Yes,Strengthen Coaching & Mentoring for better current-role performance and readiness for higher-responsibility work.,Active,DEMO_COURSE_CATALOG,2026-08-01
COURSE-S047-ADV,Advanced Coaching & Mentoring for Professional Growth,S047,Coaching & Mentoring,Leadership,Leadership,Advanced,3,5,18,Virtual / Workshop,Internal Academy / Approved External Provider,Practical assessment + manager validation,Yes,Strengthen Coaching & Mentoring for better current-role performance and readiness for higher-responsibility work.,Active,DEMO_COURSE_CATALOG,2026-08-01
COURSE-S048-FND,Adaptability Essentials,S048,Adaptability,Behavioral,Common,Foundation,0,2,6,Virtual / Workshop,Internal Academy / Approved External Provider,Knowledge check + practical exercise,Yes,Strengthen Adaptability for better current-role performance and readiness for higher-responsibility work.,Active,DEMO_COURSE_CATALOG,2026-08-01
COURSE-S048-PRC,Adaptability in Practice,S048,Adaptability,Behavioral,Common,Practitioner,2,3,10,Virtual / Workshop,Internal Academy / Approved External Provider,Knowledge check + practical exercise,Yes,Strengthen Adaptability for better current-role performance and readiness for higher-responsibility work.,Active,DEMO_COURSE_CATALOG,2026-08-01
COURSE-S048-ADV,Advanced Adaptability for Professional Growth,S048,Adaptability,Behavioral,Common,Advanced,3,5,16,Virtual / Workshop,Internal Academy / Approved External Provider,Practical assessment + manager validation,Yes,Strengthen Adaptability for better current-role performance and readiness for higher-responsibility work.,Active,DEMO_COURSE_CATALOG,2026-08-01
COURSE-S049-FND,Data Analysis Fundamentals,S049,Data Analysis,Digital,Common,Foundation,0,2,6,Virtual / Workshop,Internal Academy / Approved External Provider,Knowledge check + practical exercise,Yes,Strengthen Data Analysis for better current-role performance and readiness for higher-responsibility work.,Active,DEMO_COURSE_CATALOG,2026-08-01
COURSE-S049-PRC,Applied Data Analysis,S049,Data Analysis,Digital,Common,Practitioner,2,3,10,Virtual / Workshop,Internal Academy / Approved External Provider,Knowledge check + practical exercise,Yes,Strengthen Data Analysis for better current-role performance and readiness for higher-responsibility work.,Active,DEMO_COURSE_CATALOG,2026-08-01
COURSE-S049-ADV,Advanced Data Analysis and Decision Practice,S049,Data Analysis,Digital,Common,Advanced,3,5,16,Virtual / Workshop,Internal Academy / Approved External Provider,Practical assessment + manager validation,Yes,Strengthen Data Analysis for better current-role performance and readiness for higher-responsibility work.,Active,DEMO_COURSE_CATALOG,2026-08-01
COURSE-S050-FND,Project Management Essentials,S050,Project Management,Leadership,Common,Foundation,0,2,8,Virtual / Workshop,Internal Academy / Approved External Provider,Knowledge check + practical exercise,Yes,Strengthen Project Management for better current-role performance and readiness for higher-responsibility work.,Active,DEMO_COURSE_CATALOG,2026-08-01
COURSE-S050-PRC,Project Management in Practice,S050,Project Management,Leadership,Common,Practitioner,2,3,12,Virtual / Workshop,Internal Academy / Approved External Provider,Knowledge check + practical exercise,Yes,Strengthen Project Management for better current-role performance and readiness for higher-responsibility work.,Active,DEMO_COURSE_CATALOG,2026-08-01
COURSE-S050-ADV,Advanced Project Management for Professional Growth,S050,Project Management,Leadership,Common,Advanced,3,5,18,Virtual / Workshop,Internal Academy / Approved External Provider,Practical assessment + manager validation,Yes,Strengthen Project Management for better current-role performance and readiness for higher-responsibility work.,Active,DEMO_COURSE_CATALOG,2026-08-01
COURSE-S051-FND,Empathy & Active Listening Essentials,S051,Empathy & Active Listening,Behavioral,Common,Foundation,0,2,6,Virtual / Workshop,Internal Academy / Approved External Provider,Knowledge check + practical exercise,Yes,Strengthen Empathy & Active Listening for better current-role performance and readiness for higher-responsibility work.,Active,DEMO_COURSE_CATALOG,2026-08-01
COURSE-S051-PRC,Empathy & Active Listening in Practice,S051,Empathy & Active Listening,Behavioral,Common,Practitioner,2,3,10,Virtual / Workshop,Internal Academy / Approved External Provider,Knowledge check + practical exercise,Yes,Strengthen Empathy & Active Listening for better current-role performance and readiness for higher-responsibility work.,Active,DEMO_COURSE_CATALOG,2026-08-01
COURSE-S051-ADV,Advanced Empathy & Active Listening for Professional Growth,S051,Empathy & Active Listening,Behavioral,Common,Advanced,3,5,16,Virtual / Workshop,Internal Academy / Approved External Provider,Practical assessment + manager validation,Yes,Strengthen Empathy & Active Listening for better current-role performance and readiness for higher-responsibility work.,Active,DEMO_COURSE_CATALOG,2026-08-01
COURSE-S052-FND,Time Management Essentials,S052,Time Management,Behavioral,Common,Foundation,0,2,6,Virtual / Workshop,Internal Academy / Approved External Provider,Knowledge check + practical exercise,Yes,Strengthen Time Management for better current-role performance and readiness for higher-responsibility work.,Active,DEMO_COURSE_CATALOG,2026-08-01
COURSE-S052-PRC,Time Management in Practice,S052,Time Management,Behavioral,Common,Practitioner,2,3,10,Virtual / Workshop,Internal Academy / Approved External Provider,Knowledge check + practical exercise,Yes,Strengthen Time Management for better current-role performance and readiness for higher-responsibility work.,Active,DEMO_COURSE_CATALOG,2026-08-01
COURSE-S052-ADV,Advanced Time Management for Professional Growth,S052,Time Management,Behavioral,Common,Advanced,3,5,16,Virtual / Workshop,Internal Academy / Approved External Provider,Practical assessment + manager validation,Yes,Strengthen Time Management for better current-role performance and readiness for higher-responsibility work.,Active,DEMO_COURSE_CATALOG,2026-08-01
COURSE-S053-FND,Documentation Essentials,S053,Documentation,Behavioral,Common,Foundation,0,2,6,Virtual / Workshop,Internal Academy / Approved External Provider,Knowledge check + practical exercise,Yes,Strengthen Documentation for better current-role performance and readiness for higher-responsibility work.,Active,DEMO_COURSE_CATALOG,2026-08-01
COURSE-S053-PRC,Documentation in Practice,S053,Documentation,Behavioral,Common,Practitioner,2,3,10,Virtual / Workshop,Internal Academy / Approved External Provider,Knowledge check + practical exercise,Yes,Strengthen Documentation for better current-role performance and readiness for higher-responsibility work.,Active,DEMO_COURSE_CATALOG,2026-08-01
COURSE-S053-ADV,Advanced Documentation for Professional Growth,S053,Documentation,Behavioral,Common,Advanced,3,5,16,Virtual / Workshop,Internal Academy / Approved External Provider,Practical assessment + manager validation,Yes,Strengthen Documentation for better current-role performance and readiness for higher-responsibility work.,Active,DEMO_COURSE_CATALOG,2026-08-01
COURSE-S054-FND,Clinical Assessment Foundations,S054,Clinical Assessment,Healthcare,Core,Foundation,0,2,10,Virtual / Workshop,Internal Academy / Approved External Provider,Knowledge check + practical exercise,Yes,Strengthen Clinical Assessment for better current-role performance and readiness for higher-responsibility work.,Active,DEMO_COURSE_CATALOG,2026-08-01
COURSE-S054-PRC,Applied Clinical Assessment in Clinical Practice,S054,Clinical Assessment,Healthcare,Core,Practitioner,2,3,14,Blended,Internal Academy / Approved External Provider,Knowledge check + practical exercise,Yes,Strengthen Clinical Assessment for better current-role performance and readiness for higher-responsibility work.,Active,DEMO_COURSE_CATALOG,2026-08-01
COURSE-S054-ADV,Advanced Clinical Assessment and Patient Safety,S054,Clinical Assessment,Healthcare,Core,Advanced,3,5,20,Blended,Internal Academy / Approved External Provider,Practical assessment + manager validation,Yes,Strengthen Clinical Assessment for better current-role performance and readiness for higher-responsibility work.,Active,DEMO_COURSE_CATALOG,2026-08-01
COURSE-S055-FND,Patient Care Foundations,S055,Patient Care,Healthcare,Core,Foundation,0,2,10,Virtual / Workshop,Internal Academy / Approved External Provider,Knowledge check + practical exercise,Yes,Strengthen Patient Care for better current-role performance and readiness for higher-responsibility work.,Active,DEMO_COURSE_CATALOG,2026-08-01
COURSE-S055-PRC,Applied Patient Care in Clinical Practice,S055,Patient Care,Healthcare,Core,Practitioner,2,3,14,Blended,Internal Academy / Approved External Provider,Knowledge check + practical exercise,Yes,Strengthen Patient Care for better current-role performance and readiness for higher-responsibility work.,Active,DEMO_COURSE_CATALOG,2026-08-01
COURSE-S055-ADV,Advanced Patient Care and Patient Safety,S055,Patient Care,Healthcare,Core,Advanced,3,5,20,Blended,Internal Academy / Approved External Provider,Practical assessment + manager validation,Yes,Strengthen Patient Care for better current-role performance and readiness for higher-responsibility work.,Active,DEMO_COURSE_CATALOG,2026-08-01
COURSE-S056-FND,Clinical Documentation Foundations,S056,Clinical Documentation,Healthcare,Core,Foundation,0,2,10,Virtual / Workshop,Internal Academy / Approved External Provider,Knowledge check + practical exercise,Yes,Strengthen Clinical Documentation for better current-role performance and readiness for higher-responsibility work.,Active,DEMO_COURSE_CATALOG,2026-08-01
COURSE-S056-PRC,Applied Clinical Documentation in Clinical Practice,S056,Clinical Documentation,Healthcare,Core,Practitioner,2,3,14,Blended,Internal Academy / Approved External Provider,Knowledge check + practical exercise,Yes,Strengthen Clinical Documentation for better current-role performance and readiness for higher-responsibility work.,Active,DEMO_COURSE_CATALOG,2026-08-01
COURSE-S056-ADV,Advanced Clinical Documentation and Patient Safety,S056,Clinical Documentation,Healthcare,Core,Advanced,3,5,20,Blended,Internal Academy / Approved External Provider,Practical assessment + manager validation,Yes,Strengthen Clinical Documentation for better current-role performance and readiness for higher-responsibility work.,Active,DEMO_COURSE_CATALOG,2026-08-01
COURSE-S057-FND,Medication Safety Foundations,S057,Medication Safety,Healthcare,Core,Foundation,0,2,10,Virtual / Workshop,Internal Academy / Approved External Provider,Knowledge check + practical exercise,Yes,Strengthen Medication Safety for better current-role performance and readiness for higher-responsibility work.,Active,DEMO_COURSE_CATALOG,2026-08-01
COURSE-S057-PRC,Applied Medication Safety in Clinical Practice,S057,Medication Safety,Healthcare,Core,Practitioner,2,3,14,Blended,Internal Academy / Approved External Provider,Knowledge check + practical exercise,Yes,Strengthen Medication Safety for better current-role performance and readiness for higher-responsibility work.,Active,DEMO_COURSE_CATALOG,2026-08-01
COURSE-S057-ADV,Advanced Medication Safety and Patient Safety,S057,Medication Safety,Healthcare,Core,Advanced,3,5,20,Blended,Internal Academy / Approved External Provider,Practical assessment + manager validation,Yes,Strengthen Medication Safety for better current-role performance and readiness for higher-responsibility work.,Active,DEMO_COURSE_CATALOG,2026-08-01
COURSE-S058-FND,Infection Prevention Foundations,S058,Infection Prevention,Healthcare,Core,Foundation,0,2,10,Virtual / Workshop,Internal Academy / Approved External Provider,Knowledge check + practical exercise,Yes,Strengthen Infection Prevention for better current-role performance and readiness for higher-responsibility work.,Active,DEMO_COURSE_CATALOG,2026-08-01
COURSE-S058-PRC,Applied Infection Prevention in Clinical Practice,S058,Infection Prevention,Healthcare,Core,Practitioner,2,3,14,Blended,Internal Academy / Approved External Provider,Knowledge check + practical exercise,Yes,Strengthen Infection Prevention for better current-role performance and readiness for higher-responsibility work.,Active,DEMO_COURSE_CATALOG,2026-08-01
COURSE-S058-ADV,Advanced Infection Prevention and Patient Safety,S058,Infection Prevention,Healthcare,Core,Advanced,3,5,20,Blended,Internal Academy / Approved External Provider,Practical assessment + manager validation,Yes,Strengthen Infection Prevention for better current-role performance and readiness for higher-responsibility work.,Active,DEMO_COURSE_CATALOG,2026-08-01
COURSE-S059-FND,Emergency Response Foundations,S059,Emergency Response,Healthcare,Core,Foundation,0,2,10,Virtual / Workshop,Internal Academy / Approved External Provider,Knowledge check + practical exercise,Yes,Strengthen Emergency Response for better current-role performance and readiness for higher-responsibility work.,Active,DEMO_COURSE_CATALOG,2026-08-01
