Snapshot_Month,Organization_ID,Department_ID,Department_Name,Business_Unit,Approved_Position_Count,Budgeted_Position_Count,Actual_Employee_Count,Actual_Full_Time_Equivalent,Approved_Full_Time_Equivalent,Budgeted_Full_Time_Equivalent,Vacant_Approved_Position_Count,Funded_Vacant_Position_Count,Overstaffed_Employee_Count,Employees_Joining_During_Month,Employees_Leaving_During_Month,Employees_Transferred_In,Employees_Transferred_Out,Employees_Promoted,Monthly_Salary_Cost,Monthly_Benefits_Cost,Approved_Monthly_People_Budget,Budget_Variance_Amount,Budget_Utilization_Percentage,Vacancy_Rate_Percentage,Data_As_Of_Date
2025-03-01,ORGANIZATION-001,DEPARTMENT-006,Operations,Enterprise Operations,49,48,40,39.0,47.8,46.8,9,8,0,0,0,0,1,3,5054400,1010880,7581600,1516320,80.0,18.37,2025-03-28
2025-04-01,ORGANIZATION-001,DEPARTMENT-006,Operations,Enterprise Operations,49,48,42,40.8,47.8,46.8,7,6,0,3,1,0,0,0,5307120,1061424,7581600,1213056,84.0,14.29,2025-04-28
2025-05-01,ORGANIZATION-001,DEPARTMENT-006,Operations,Enterprise Operations,49,48,41,39.8,47.8,46.8,8,7,0,0,1,0,0,3,5180760,1036152,7581600,1364688,82.0,16.33,2025-05-28
2025-06-01,ORGANIZATION-001,DEPARTMENT-006,Operations,Enterprise Operations,49,48,40,38.7,47.8,46.8,9,8,0,1,1,0,1,0,5054400,1010880,7581600,1516320,80.0,18.37,2025-06-28
2025-07-01,ORGANIZATION-001,DEPARTMENT-006,Operations,Enterprise Operations,49,48,42,40.4,47.8,46.8,7,6,0,3,1,0,0,3,5307120,1061424,7581600,1213056,84.0,14.29,2025-07-28
2025-08-01,ORGANIZATION-001,DEPARTMENT-006,Operations,Enterprise Operations,49,48,42,40.3,47.8,46.8,7,6,0,0,2,2,0,3,5307120,1061424,7581600,1213056,84.0,14.29,2025-08-28
2025-09-01,ORGANIZATION-001,DEPARTMENT-006,Operations,Enterprise Operations,49,48,42,40.2,47.8,46.8,7,6,0,3,3,0,0,0,5307120,1061424,7581600,1213056,84.0,14.29,2025-09-28
2025-10-01,ORGANIZATION-001,DEPARTMENT-006,Operations,Enterprise Operations,49,48,43,41.1,47.8,46.8,6,5,0,1,1,2,1,2,5433480,1086696,7581600,1061424,86.0,12.24,2025-10-28
2025-11-01,ORGANIZATION-001,DEPARTMENT-006,Operations,Enterprise Operations,49,48,43,41.1,47.8,46.8,6,5,0,0,0,0,0,1,5433480,1086696,7581600,1061424,86.0,12.24,2025-11-28
2025-12-01,ORGANIZATION-001,DEPARTMENT-006,Operations,Enterprise Operations,49,48,43,41.1,47.8,46.8,6,5,0,3,3,1,1,1,5433480,1086696,7581600,1061424,86.0,12.24,2025-12-28
2026-01-01,ORGANIZATION-001,DEPARTMENT-006,Operations,Enterprise Operations,51,49,44,42.1,49.7,47.8,7,5,0,4,3,0,0,1,5971680,1194336,8312850,1146834,86.2,13.73,2026-01-28
2026-02-01,ORGANIZATION-001,DEPARTMENT-006,Operations,Enterprise Operations,51,49,43,41.2,49.7,47.8,8,6,0,0,1,0,0,0,5835960,1167192,8312850,1309698,84.24,15.69,2026-02-28
2026-03-01,ORGANIZATION-001,DEPARTMENT-006,Operations,Enterprise Operations,51,49,44,42.3,49.7,47.8,7,5,0,4,3,0,0,1,5971680,1194336,8312850,1146834,86.2,13.73,2026-03-28
2026-04-01,ORGANIZATION-001,DEPARTMENT-006,Operations,Enterprise Operations,51,49,44,42.5,49.7,47.8,7,5,0,0,0,0,0,0,5971680,1194336,8312850,1146834,86.2,13.73,2026-04-28
2026-05-01,ORGANIZATION-001,DEPARTMENT-006,Operations,Enterprise Operations,51,49,44,42.6,49.7,47.8,7,5,0,2,1,0,1,3,5971680,1194336,8312850,1146834,86.2,13.73,2026-05-28
2026-06-01,ORGANIZATION-001,DEPARTMENT-006,Operations,Enterprise Operations,51,49,45,43.7,49.7,47.8,6,4,0,2,0,0,1,2,6107400,1221480,8312850,983970,88.16,11.76,2026-06-28
2026-07-01,ORGANIZATION-001,DEPARTMENT-006,Operations,Enterprise Operations,51,49,45,43.8,49.7,47.8,6,4,0,5,3,0,2,2,6107400,1221480,8312850,983970,88.16,11.76,2026-07-28
2026-08-01,ORGANIZATION-001,DEPARTMENT-006,Operations,Enterprise Operations,51,49,45,43.9,49.7,47.8,6,4,0,0,0,0,0,3,6107400,1221480,8312850,983970,88.16,11.76,2026-08-01
2024-09-01,ORGANIZATION-001,DEPARTMENT-007,IT,Technology and Innovation,47,47,40,38.6,45.8,45.8,7,7,0,3,3,1,1,0,6627555,1325511,9734222,1781156,81.7,14.89,2024-09-28
2024-10-01,ORGANIZATION-001,DEPARTMENT-007,IT,Technology and Innovation,47,47,40,38.7,45.8,45.8,7,7,0,1,0,0,1,0,6627555,1325511,9734222,1781156,81.7,14.89,2024-10-28
2024-11-01,ORGANIZATION-001,DEPARTMENT-007,IT,Technology and Innovation,47,47,40,38.8,45.8,45.8,7,7,0,1,1,0,0,1,6627555,1325511,9734222,1781156,81.7,14.89,2024-11-28
2024-12-01,ORGANIZATION-001,DEPARTMENT-007,IT,Technology and Innovation,47,47,41,39.9,45.8,45.8,6,6,0,3,2,0,0,1,6793244,1358648,9734222,1582330,83.74,12.77,2024-12-28
2025-01-01,ORGANIZATION-001,DEPARTMENT-007,IT,Technology and Innovation,48,47,41,40.0,46.8,45.8,7,6,0,3,2,0,1,3,7336704,1467340,10512960,1708916,83.74,14.58,2025-01-28
2025-02-01,ORGANIZATION-001,DEPARTMENT-007,IT,Technology and Innovation,48,47,41,40.0,46.8,45.8,7,6,0,2,2,1,1,2,7336704,1467340,10512960,1708916,83.74,14.58,2025-02-28
2025-03-01,ORGANIZATION-001,DEPARTMENT-007,IT,Technology and Innovation,48,47,40,39.0,46.8,45.8,8,7,0,2,3,1,1,0,7157760,1431552,10512960,1923648,81.7,16.67,2025-03-28
2025-04-01,ORGANIZATION-001,DEPARTMENT-007,IT,Technology and Innovation,48,47,42,40.8,46.8,45.8,6,5,0,3,1,0,0,1,7515648,1503129,10512960,1494183,85.79,12.5,2025-04-28
2025-05-01,ORGANIZATION-001,DEPARTMENT-007,IT,Technology and Innovation,48,47,42,40.7,46.8,45.8,6,5,0,3,3,0,0,2,7515648,1503129,10512960,1494183,85.79,12.5,2025-05-28
2025-06-01,ORGANIZATION-001,DEPARTMENT-007,IT,Technology and Innovation,48,47,42,40.6,46.8,45.8,6,5,0,1,0,0,1,1,7515648,1503129,10512960,1494183,85.79,12.5,2025-06-28
2025-07-01,ORGANIZATION-001,DEPARTMENT-007,IT,Technology and Innovation,48,47,41,39.5,46.8,45.8,7,6,0,1,2,0,0,3,7336704,1467340,10512960,1708916,83.74,14.58,2025-07-28
2025-08-01,ORGANIZATION-001,DEPARTMENT-007,IT,Technology and Innovation,48,47,42,40.3,46.8,45.8,6,5,0,3,2,0,0,3,7515648,1503129,10512960,1494183,85.79,12.5,2025-08-28
2025-09-01,ORGANIZATION-001,DEPARTMENT-007,IT,Technology and Innovation,48,47,44,42.1,46.8,45.8,4,3,0,2,0,1,1,3,7873535,1574707,10512960,1064718,89.87,8.33,2025-09-28
2025-10-01,ORGANIZATION-001,DEPARTMENT-007,IT,Technology and Innovation,48,47,43,41.1,46.8,45.8,5,4,0,0,1,0,0,1,7694592,1538918,10512960,1279450,87.83,10.42,2025-10-28
2025-11-01,ORGANIZATION-001,DEPARTMENT-007,IT,Technology and Innovation,48,47,43,41.1,46.8,45.8,5,4,0,0,1,1,0,1,7694592,1538918,10512960,1279450,87.83,10.42,2025-11-28
2025-12-01,ORGANIZATION-001,DEPARTMENT-007,IT,Technology and Innovation,48,47,44,42.0,46.8,45.8,4,3,0,0,0,1,0,2,7873535,1574707,10512960,1064718,89.87,8.33,2025-12-28
2026-01-01,ORGANIZATION-001,DEPARTMENT-007,IT,Technology and Innovation,49,48,44,42.1,47.8,46.8,5,4,0,3,3,0,0,2,8456760,1691352,11531946,1383834,88.0,10.2,2026-01-28
2026-02-01,ORGANIZATION-001,DEPARTMENT-007,IT,Technology and Innovation,49,48,45,43.2,47.8,46.8,4,3,0,1,0,1,1,2,8648959,1729791,11531946,1153196,90.0,8.16,2026-02-28
2026-03-01,ORGANIZATION-001,DEPARTMENT-007,IT,Technology and Innovation,49,48,44,42.3,47.8,46.8,5,4,0,0,1,0,0,1,8456760,1691352,11531946,1383834,88.0,10.2,2026-03-28
2026-04-01,ORGANIZATION-001,DEPARTMENT-007,IT,Technology and Innovation,49,48,45,43.4,47.8,46.8,4,3,0,3,1,0,1,3,8648959,1729791,11531946,1153196,90.0,8.16,2026-04-28
2026-05-01,ORGANIZATION-001,DEPARTMENT-007,IT,Technology and Innovation,49,48,44,42.6,47.8,46.8,5,4,0,0,1,0,0,2,8456760,1691352,11531946,1383834,88.0,10.2,2026-05-28
2026-06-01,ORGANIZATION-001,DEPARTMENT-007,IT,Technology and Innovation,49,48,45,43.7,47.8,46.8,4,3,0,3,1,0,1,0,8648959,1729791,11531946,1153196,90.0,8.16,2026-06-28
2026-07-01,ORGANIZATION-001,DEPARTMENT-007,IT,Technology and Innovation,49,48,45,43.8,47.8,46.8,4,3,0,2,3,1,0,1,8648959,1729791,11531946,1153196,90.0,8.16,2026-07-28
2026-08-01,ORGANIZATION-001,DEPARTMENT-007,IT,Technology and Innovation,49,48,45,43.9,47.8,46.8,4,3,0,1,0,0,1,3,8648959,1729791,11531946,1153196,90.0,8.16,2026-08-01
2024-09-01,ORGANIZATION-001,DEPARTMENT-008,Medical Care,Healthcare Services,50,49,36,34.7,48.8,47.8,14,13,0,1,1,0,0,0,6929600,1385920,11789944,3474424,70.53,28.0,2024-09-28
2024-10-01,ORGANIZATION-001,DEPARTMENT-008,Medical Care,Healthcare Services,50,49,36,34.9,48.8,47.8,14,13,0,3,2,0,1,1,6929600,1385920,11789944,3474424,70.53,28.0,2024-10-28
2024-11-01,ORGANIZATION-001,DEPARTMENT-008,Medical Care,Healthcare Services,50,49,35,34.0,48.8,47.8,15,14,0,2,3,0,0,2,6737111,1347422,11789944,3705411,68.57,30.0,2024-11-28
2024-12-01,ORGANIZATION-001,DEPARTMENT-008,Medical Care,Healthcare Services,50,49,38,37.0,48.8,47.8,12,11,0,5,3,1,0,1,7314577,1462915,11789944,3012452,74.45,24.0,2024-12-28
2025-01-01,ORGANIZATION-001,DEPARTMENT-008,Medical Care,Healthcare Services,52,50,40,39.0,50.7,48.8,12,10,0,3,1,0,0,0,8315520,1663104,12993000,3014376,76.8,23.08,2025-01-28
2025-02-01,ORGANIZATION-001,DEPARTMENT-008,Medical Care,Healthcare Services,52,50,39,38.0,50.7,48.8,13,11,0,2,3,0,0,3,8107632,1621526,12993000,3263842,74.88,25.0,2025-02-28
2025-03-01,ORGANIZATION-001,DEPARTMENT-008,Medical Care,Healthcare Services,52,50,38,37.0,50.7,48.8,14,12,0,2,2,0,1,0,7899744,1579948,12993000,3513308,72.96,26.92,2025-03-28
2025-04-01,ORGANIZATION-001,DEPARTMENT-008,Medical Care,Healthcare Services,52,50,38,36.9,50.7,48.8,14,12,0,2,2,0,0,0,7899744,1579948,12993000,3513308,72.96,26.92,2025-04-28
2025-05-01,ORGANIZATION-001,DEPARTMENT-008,Medical Care,Healthcare Services,52,50,39,37.8,50.7,48.8,13,11,0,3,2,0,0,1,8107632,1621526,12993000,3263842,74.88,25.0,2025-05-28
2025-06-01,ORGANIZATION-001,DEPARTMENT-008,Medical Care,Healthcare Services,52,50,39,37.7,50.7,48.8,13,11,0,0,1,1,0,2,8107632,1621526,12993000,3263842,74.88,25.0,2025-06-28
2025-07-01,ORGANIZATION-001,DEPARTMENT-008,Medical Care,Healthcare Services,52,50,39,37.6,50.7,48.8,13,11,0,1,1,0,0,1,8107632,1621526,12993000,3263842,74.88,25.0,2025-07-28
2025-08-01,ORGANIZATION-001,DEPARTMENT-008,Medical Care,Healthcare Services,52,50,39,37.4,50.7,48.8,13,11,0,0,2,2,0,2,8107632,1621526,12993000,3263842,74.88,25.0,2025-08-28
2025-09-01,ORGANIZATION-001,DEPARTMENT-008,Medical Care,Healthcare Services,52,50,39,37.3,50.7,48.8,13,11,0,3,3,0,0,1,8107632,1621526,12993000,3263842,74.88,25.0,2025-09-28
2025-10-01,ORGANIZATION-001,DEPARTMENT-008,Medical Care,Healthcare Services,52,50,41,39.2,50.7,48.8,11,9,0,3,0,0,1,0,8523408,1704681,12993000,2764911,78.72,21.15,2025-10-28
2025-11-01,ORGANIZATION-001,DEPARTMENT-008,Medical Care,Healthcare Services,52,50,40,38.2,50.7,48.8,12,10,0,0,1,0,0,3,8315520,1663104,12993000,3014376,76.8,23.08,2025-11-28
2025-12-01,ORGANIZATION-001,DEPARTMENT-008,Medical Care,Healthcare Services,52,50,43,41.1,50.7,48.8,9,7,0,6,3,0,0,3,8939184,1787836,12993000,2265980,82.56,17.31,2025-12-28
2026-01-01,ORGANIZATION-001,DEPARTMENT-008,Medical Care,Healthcare Services,55,52,43,41.1,53.6,50.7,12,9,0,1,1,1,1,1,9601345,1920269,14513662,2992048,79.38,21.82,2026-01-28
2026-02-01,ORGANIZATION-001,DEPARTMENT-008,Medical Care,Healthcare Services,55,52,43,41.2,53.6,50.7,12,9,0,0,2,2,0,1,9601345,1920269,14513662,2992048,79.38,21.82,2026-02-28
2026-03-01,ORGANIZATION-001,DEPARTMENT-008,Medical Care,Healthcare Services,55,52,43,41.4,53.6,50.7,12,9,0,2,2,0,0,3,9601345,1920269,14513662,2992048,79.38,21.82,2026-03-28
2026-04-01,ORGANIZATION-001,DEPARTMENT-008,Medical Care,Healthcare Services,55,52,42,40.6,53.6,50.7,13,10,0,2,3,0,0,0,9378058,1875611,14513662,3259993,77.54,23.64,2026-04-28
2026-05-01,ORGANIZATION-001,DEPARTMENT-008,Medical Care,Healthcare Services,55,52,44,42.6,53.6,50.7,11,8,0,3,1,0,0,1,9824632,1964926,14513662,2724104,81.23,20.0,2026-05-28
2026-06-01,ORGANIZATION-001,DEPARTMENT-008,Medical Care,Healthcare Services,55,52,44,42.7,53.6,50.7,11,8,0,3,3,1,1,2,9824632,1964926,14513662,2724104,81.23,20.0,2026-06-28
2026-07-01,ORGANIZATION-001,DEPARTMENT-008,Medical Care,Healthcare Services,55,52,46,44.8,53.6,50.7,9,6,0,5,2,0,1,0,10271207,2054241,14513662,2188214,84.92,16.36,2026-07-28
2026-08-01,ORGANIZATION-001,DEPARTMENT-008,Medical Care,Healthcare Services,55,52,45,43.9,53.6,50.7,10,7,0,0,1,1,1,3,10047920,2009584,14513662,2456158,83.08,18.18,2026-08-01
2024-09-01,ORGANIZATION-001,DEPARTMENT-009,Training & Development,Learning Services,45,45,43,41.5,43.9,43.9,2,2,0,1,0,0,1,0,6891466,1378293,9015000,745241,91.73,4.44,2024-09-28
2024-10-01,ORGANIZATION-001,DEPARTMENT-009,Training & Development,Learning Services,45,45,41,39.7,43.9,43.9,4,4,0,1,3,0,0,0,6570933,1314186,9015000,1129881,87.47,8.89,2024-10-28
2024-11-01,ORGANIZATION-001,DEPARTMENT-009,Training & Development,Learning Services,45,45,41,39.8,43.9,43.9,4,4,0,3,3,0,0,1,6570933,1314186,9015000,1129881,87.47,8.89,2024-11-28
2024-12-01,ORGANIZATION-001,DEPARTMENT-009,Training & Development,Learning Services,45,45,42,40.9,43.9,43.9,3,3,0,3,2,1,1,2,6731200,1346240,9015000,937560,89.6,6.67,2024-12-28
2025-01-01,ORGANIZATION-001,DEPARTMENT-009,Training & Development,Learning Services,46,46,43,41.9,44.9,44.9,3,3,0,3,1,0,1,0,7442784,1488556,9952560,1021220,89.74,6.52,2025-01-28
2025-02-01,ORGANIZATION-001,DEPARTMENT-009,Training & Development,Learning Services,46,46,44,42.9,44.9,44.9,2,2,0,3,2,0,0,2,7615872,1523174,9952560,813514,91.83,4.35,2025-02-28
2025-03-01,ORGANIZATION-001,DEPARTMENT-009,Training & Development,Learning Services,46,46,45,43.8,44.9,44.9,1,1,0,4,3,0,0,3,7788960,1557792,9952560,605808,93.91,2.17,2025-03-28
2025-04-01,ORGANIZATION-001,DEPARTMENT-009,Training & Development,Learning Services,46,46,42,40.8,44.9,44.9,4,4,0,0,2,0,1,2,7269696,1453939,9952560,1228925,87.65,8.7,2025-04-28
2025-05-01,ORGANIZATION-001,DEPARTMENT-009,Training & Development,Learning Services,46,46,42,40.7,44.9,44.9,4,4,0,1,1,0,0,3,7269696,1453939,9952560,1228925,87.65,8.7,2025-05-28
2025-06-01,ORGANIZATION-001,DEPARTMENT-009,Training & Development,Learning Services,46,46,43,41.6,44.9,44.9,3,3,0,2,1,0,0,2,7442784,1488556,9952560,1021220,89.74,6.52,2025-06-28
2025-07-01,ORGANIZATION-001,DEPARTMENT-009,Training & Development,Learning Services,46,46,43,41.4,44.9,44.9,3,3,0,0,0,0,0,3,7442784,1488556,9952560,1021220,89.74,6.52,2025-07-28
2025-08-01,ORGANIZATION-001,DEPARTMENT-009,Training & Development,Learning Services,46,46,45,43.2,44.9,44.9,1,1,0,3,3,2,0,2,7788960,1557792,9952560,605808,93.91,2.17,2025-08-28
2025-09-01,ORGANIZATION-001,DEPARTMENT-009,Training & Development,Learning Services,46,46,44,42.1,44.9,44.9,2,2,0,2,3,0,0,0,7615872,1523174,9952560,813514,91.83,4.35,2025-09-28
2025-10-01,ORGANIZATION-001,DEPARTMENT-009,Training & Development,Learning Services,46,46,44,42.1,44.9,44.9,2,2,0,0,0,0,0,2,7615872,1523174,9952560,813514,91.83,4.35,2025-10-28
2025-11-01,ORGANIZATION-001,DEPARTMENT-009,Training & Development,Learning Services,46,46,43,41.1,44.9,44.9,3,3,0,2,3,0,0,2,7442784,1488556,9952560,1021220,89.74,6.52,2025-11-28
2025-12-01,ORGANIZATION-001,DEPARTMENT-009,Training & Development,Learning Services,46,46,44,42.0,44.9,44.9,2,2,0,4,1,0,2,1,7615872,1523174,9952560,813514,91.83,4.35,2025-12-28
2026-01-01,ORGANIZATION-001,DEPARTMENT-009,Training & Development,Learning Services,47,47,44,42.1,45.8,45.8,3,3,0,1,0,0,1,1,8180010,1636002,10922173,1106161,89.87,6.38,2026-01-28
2026-02-01,ORGANIZATION-001,DEPARTMENT-009,Training & Development,Learning Services,47,47,46,44.1,45.8,45.8,1,1,0,5,3,0,0,3,8551829,1710365,10922173,659979,93.96,2.13,2026-02-28
2026-03-01,ORGANIZATION-001,DEPARTMENT-009,Training & Development,Learning Services,47,47,46,44.3,45.8,45.8,1,1,0,0,1,1,0,1,8551829,1710365,10922173,659979,93.96,2.13,2026-03-28
2026-04-01,ORGANIZATION-001,DEPARTMENT-009,Training & Development,Learning Services,47,47,44,42.5,45.8,45.8,3,3,0,0,4,2,0,1,8180010,1636002,10922173,1106161,89.87,6.38,2026-04-28
2026-05-01,ORGANIZATION-001,DEPARTMENT-009,Training & Development,Learning Services,47,47,44,42.6,45.8,45.8,3,3,0,3,2,0,1,1,8180010,1636002,10922173,1106161,89.87,6.38,2026-05-28
2026-06-01,ORGANIZATION-001,DEPARTMENT-009,Training & Development,Learning Services,47,47,44,42.7,45.8,45.8,3,3,0,0,0,0,0,2,8180010,1636002,10922173,1106161,89.87,6.38,2026-06-28
2026-07-01,ORGANIZATION-001,DEPARTMENT-009,Training & Development,Learning Services,47,47,46,44.8,45.8,45.8,1,1,0,1,0,1,0,1,8551829,1710365,10922173,659979,93.96,2.13,2026-07-28
2026-08-01,ORGANIZATION-001,DEPARTMENT-009,Training & Development,Learning Services,47,47,45,43.9,45.8,45.8,2,2,0,0,0,0,1,2,8365919,1673183,10922173,883071,91.91,4.26,2026-08-01
2024-09-01,ORGANIZATION-001,DEPARTMENT-010,Administration & Facilities,Corporate Services,44,44,43,41.5,42.9,42.9,1,1,0,0,2,2,0,0,5901511,1180302,7548444,466631,93.82,2.27,2024-09-28
2024-10-01,ORGANIZATION-001,DEPARTMENT-010,Administration & Facilities,Corporate Services,44,44,42,40.7,42.9,42.9,2,2,0,1,1,0,1,0,5764266,1152853,7548444,631325,91.64,4.55,2024-10-28
2024-11-01,ORGANIZATION-001,DEPARTMENT-010,Administration & Facilities,Corporate Services,44,44,44,42.7,42.9,42.9,0,0,0,2,0,0,0,1,6038755,1207751,7548444,301938,96.0,0.0,2024-11-28
2024-12-01,ORGANIZATION-001,DEPARTMENT-010,Administration & Facilities,Corporate Services,44,44,43,41.9,42.9,42.9,1,1,0,2,2,0,1,1,5901511,1180302,7548444,466631,93.82,2.27,2024-12-28
2025-01-01,ORGANIZATION-001,DEPARTMENT-010,Administration & Facilities,Corporate Services,44,44,44,42.9,42.9,42.9,0,0,0,1,0,0,0,3,6521856,1304371,8152320,326093,96.0,0.0,2025-01-28
2025-02-01,ORGANIZATION-001,DEPARTMENT-010,Administration & Facilities,Corporate Services,44,44,43,41.9,42.9,42.9,1,1,0,1,2,0,0,0,6373632,1274726,8152320,503962,93.82,2.27,2025-02-28
2025-03-01,ORGANIZATION-001,DEPARTMENT-010,Administration & Facilities,Corporate Services,44,44,44,42.9,42.9,42.9,0,0,0,0,1,2,0,2,6521856,1304371,8152320,326093,96.0,0.0,2025-03-28
2025-04-01,ORGANIZATION-001,DEPARTMENT-010,Administration & Facilities,Corporate Services,44,44,45,43.8,42.9,42.9,0,0,1,3,2,0,0,0,6670080,1334016,8152320,148224,98.18,0.0,2025-04-28
2025-05-01,ORGANIZATION-001,DEPARTMENT-010,Administration & Facilities,Corporate Services,44,44,44,42.7,42.9,42.9,0,0,0,1,2,0,0,0,6521856,1304371,8152320,326093,96.0,0.0,2025-05-28
2025-06-01,ORGANIZATION-001,DEPARTMENT-010,Administration & Facilities,Corporate Services,44,44,45,43.5,42.9,42.9,0,0,1,4,2,0,1,0,6670080,1334016,8152320,148224,98.18,0.0,2025-06-28
2025-07-01,ORGANIZATION-001,DEPARTMENT-010,Administration & Facilities,Corporate Services,44,44,43,41.4,42.9,42.9,1,1,0,0,0,0,2,3,6373632,1274726,8152320,503962,93.82,2.27,2025-07-28
2025-08-01,ORGANIZATION-001,DEPARTMENT-010,Administration & Facilities,Corporate Services,44,44,44,42.2,42.9,42.9,0,0,0,4,1,0,2,1,6521856,1304371,8152320,326093,96.0,0.0,2025-08-28
2025-09-01,ORGANIZATION-001,DEPARTMENT-010,Administration & Facilities,Corporate Services,44,44,44,42.1,42.9,42.9,0,0,0,3,3,0,0,3,6521856,1304371,8152320,326093,96.0,0.0,2025-09-28
2025-10-01,ORGANIZATION-001,DEPARTMENT-010,Administration & Facilities,Corporate Services,44,44,44,42.1,42.9,42.9,0,0,0,1,2,1,0,2,6521856,1304371,8152320,326093,96.0,0.0,2025-10-28
2025-11-01,ORGANIZATION-001,DEPARTMENT-010,Administration & Facilities,Corporate Services,44,44,43,41.1,42.9,42.9,1,1,0,3,1,0,3,3,6373632,1274726,8152320,503962,93.82,2.27,2025-11-28
2025-12-01,ORGANIZATION-001,DEPARTMENT-010,Administration & Facilities,Corporate Services,44,44,45,43.0,42.9,42.9,0,0,1,5,3,1,1,3,6670080,1334016,8152320,148224,98.18,0.0,2025-12-28
2026-01-01,ORGANIZATION-001,DEPARTMENT-010,Administration & Facilities,Corporate Services,45,45,44,42.1,43.9,43.9,1,1,0,0,2,2,1,0,7004956,1400991,8955199,549252,93.87,2.22,2026-01-28
2026-02-01,ORGANIZATION-001,DEPARTMENT-010,Administration & Facilities,Corporate Services,45,45,43,41.2,43.9,43.9,2,2,0,0,1,0,0,1,6845752,1369150,8955199,740297,91.73,4.44,2026-02-28
2026-03-01,ORGANIZATION-001,DEPARTMENT-010,Administration & Facilities,Corporate Services,45,45,46,44.3,43.9,43.9,0,0,1,6,3,0,0,1,7323363,1464672,8955199,167164,98.13,0.0,2026-03-28
2026-04-01,ORGANIZATION-001,DEPARTMENT-010,Administration & Facilities,Corporate Services,45,45,45,43.4,43.9,43.9,0,0,0,2,3,0,0,1,7164159,1432831,8955199,358209,96.0,0.0,2026-04-28
2026-05-01,ORGANIZATION-001,DEPARTMENT-010,Administration & Facilities,Corporate Services,45,45,46,44.6,43.9,43.9,0,0,1,1,0,0,0,0,7323363,1464672,8955199,167164,98.13,0.0,2026-05-28
2026-06-01,ORGANIZATION-001,DEPARTMENT-010,Administration & Facilities,Corporate Services,45,45,46,44.7,43.9,43.9,0,0,1,0,2,2,0,2,7323363,1464672,8955199,167164,98.13,0.0,2026-06-28
2026-07-01,ORGANIZATION-001,DEPARTMENT-010,Administration & Facilities,Corporate Services,45,45,46,44.8,43.9,43.9,0,0,1,0,0,0,0,3,7323363,1464672,8955199,167164,98.13,0.0,2026-07-28
2026-08-01,ORGANIZATION-001,DEPARTMENT-010,Administration & Facilities,Corporate Services,45,45,45,43.9,43.9,43.9,0,0,0,1,0,0,2,3,7164159,1432831,8955199,358209,96.0,0.0,2026-08-01
2024-09-01,ORGANIZATION-001,DEPARTMENT-011,Legal & Compliance,Corporate Services,44,43,42,40.5,42.9,41.9,2,1,0,2,2,1,1,0,8834933,1766986,11306611,704692,93.77,4.55,2024-09-28
2024-10-01,ORGANIZATION-001,DEPARTMENT-011,Legal & Compliance,Corporate Services,44,43,43,41.6,42.9,41.9,1,0,0,3,2,0,0,1,9045288,1809057,11306611,452266,96.0,2.27,2024-10-28
2024-11-01,ORGANIZATION-001,DEPARTMENT-011,Legal & Compliance,Corporate Services,44,43,43,41.8,42.9,41.9,1,0,0,2,0,1,3,0,9045288,1809057,11306611,452266,96.0,2.27,2024-11-28
2024-12-01,ORGANIZATION-001,DEPARTMENT-011,Legal & Compliance,Corporate Services,44,43,42,40.9,42.9,41.9,2,1,0,2,3,0,0,2,8834933,1766986,11306611,704692,93.77,4.55,2024-12-28
2025-01-01,ORGANIZATION-001,DEPARTMENT-011,Legal & Compliance,Corporate Services,44,43,43,41.9,42.9,41.9,1,0,0,2,2,1,0,0,9768912,1953782,12211140,488446,96.0,2.27,2025-01-28
2025-02-01,ORGANIZATION-001,DEPARTMENT-011,Legal & Compliance,Corporate Services,44,43,43,41.9,42.9,41.9,1,0,0,2,3,1,0,2,9768912,1953782,12211140,488446,96.0,2.27,2025-02-28
2025-03-01,ORGANIZATION-001,DEPARTMENT-011,Legal & Compliance,Corporate Services,44,43,45,43.8,42.9,41.9,0,0,1,5,3,0,0,3,10223280,2044656,12211140,-56796,100.47,0.0,2025-03-28
2025-04-01,ORGANIZATION-001,DEPARTMENT-011,Legal & Compliance,Corporate Services,44,43,44,42.8,42.9,41.9,0,0,0,0,1,0,0,0,9996096,1999219,12211140,215825,98.23,0.0,2025-04-28
2025-05-01,ORGANIZATION-001,DEPARTMENT-011,Legal & Compliance,Corporate Services,44,43,44,42.7,42.9,41.9,0,0,0,1,1,0,0,3,9996096,1999219,12211140,215825,98.23,0.0,2025-05-28
2025-06-01,ORGANIZATION-001,DEPARTMENT-011,Legal & Compliance,Corporate Services,44,43,44,42.5,42.9,41.9,0,0,0,1,0,0,1,0,9996096,1999219,12211140,215825,98.23,0.0,2025-06-28
2025-07-01,ORGANIZATION-001,DEPARTMENT-011,Legal & Compliance,Corporate Services,44,43,43,41.4,42.9,41.9,1,0,0,0,2,1,0,2,9768912,1953782,12211140,488446,96.0,2.27,2025-07-28
2025-08-01,ORGANIZATION-001,DEPARTMENT-011,Legal & Compliance,Corporate Services,44,43,44,42.2,42.9,41.9,0,0,0,1,0,0,0,2,9996096,1999219,12211140,215825,98.23,0.0,2025-08-28
2025-09-01,ORGANIZATION-001,DEPARTMENT-011,Legal & Compliance,Corporate Services,44,43,43,41.2,42.9,41.9,1,0,0,0,3,2,0,3,9768912,1953782,12211140,488446,96.0,2.27,2025-09-28
