Skill_ID,Skill_Name,Course_ID,Course_Name,Course_Level,Target_Proficiency_Level,Relationship_Type,Mapping_Strength,Data_As_Of_Date
S069,Asset Management,COURSE-S069-FND,Asset Management Fundamentals,Foundation,2,DEVELOPS_SKILL,1.00,2026-08-01
S069,Asset Management,COURSE-S069-PRC,Applied Asset Management,Practitioner,3,DEVELOPS_SKILL,1.00,2026-08-01
S069,Asset Management,COURSE-S069-ADV,Advanced Asset Management and Decision Practice,Advanced,5,DEVELOPS_SKILL,1.00,2026-08-01
S070,Records Management,COURSE-S070-FND,Records Management Fundamentals,Foundation,2,DEVELOPS_SKILL,1.00,2026-08-01
S070,Records Management,COURSE-S070-PRC,Applied Records Management,Practitioner,3,DEVELOPS_SKILL,1.00,2026-08-01
S070,Records Management,COURSE-S070-ADV,Advanced Records Management and Decision Practice,Advanced,5,DEVELOPS_SKILL,1.00,2026-08-01
S071,Contract Review,COURSE-S071-FND,Contract Review Fundamentals,Foundation,2,DEVELOPS_SKILL,1.00,2026-08-01
S071,Contract Review,COURSE-S071-PRC,Applied Contract Review,Practitioner,3,DEVELOPS_SKILL,1.00,2026-08-01
S071,Contract Review,COURSE-S071-ADV,Advanced Contract Review and Decision Practice,Advanced,5,DEVELOPS_SKILL,1.00,2026-08-01
S072,Regulatory Compliance,COURSE-S072-FND,Regulatory Compliance Fundamentals,Foundation,2,DEVELOPS_SKILL,1.00,2026-08-01
S072,Regulatory Compliance,COURSE-S072-PRC,Applied Regulatory Compliance,Practitioner,3,DEVELOPS_SKILL,1.00,2026-08-01
S072,Regulatory Compliance,COURSE-S072-ADV,Advanced Regulatory Compliance and Decision Practice,Advanced,5,DEVELOPS_SKILL,1.00,2026-08-01
S073,Policy Interpretation,COURSE-S073-FND,Policy Interpretation Fundamentals,Foundation,2,DEVELOPS_SKILL,1.00,2026-08-01
S073,Policy Interpretation,COURSE-S073-PRC,Applied Policy Interpretation,Practitioner,3,DEVELOPS_SKILL,1.00,2026-08-01
S073,Policy Interpretation,COURSE-S073-ADV,Advanced Policy Interpretation and Decision Practice,Advanced,5,DEVELOPS_SKILL,1.00,2026-08-01
S074,Legal Research,COURSE-S074-FND,Legal Research Fundamentals,Foundation,2,DEVELOPS_SKILL,1.00,2026-08-01
S074,Legal Research,COURSE-S074-PRC,Applied Legal Research,Practitioner,3,DEVELOPS_SKILL,1.00,2026-08-01
S074,Legal Research,COURSE-S074-ADV,Advanced Legal Research and Decision Practice,Advanced,5,DEVELOPS_SKILL,1.00,2026-08-01
S075,Case Management,COURSE-S075-FND,Case Management Fundamentals,Foundation,2,DEVELOPS_SKILL,1.00,2026-08-01
S075,Case Management,COURSE-S075-PRC,Applied Case Management,Practitioner,3,DEVELOPS_SKILL,1.00,2026-08-01
S075,Case Management,COURSE-S075-ADV,Advanced Case Management and Decision Practice,Advanced,5,DEVELOPS_SKILL,1.00,2026-08-01
S076,Strategic Sourcing,COURSE-S076-FND,Strategic Sourcing Fundamentals,Foundation,2,DEVELOPS_SKILL,1.00,2026-08-01
S076,Strategic Sourcing,COURSE-S076-PRC,Applied Strategic Sourcing,Practitioner,3,DEVELOPS_SKILL,1.00,2026-08-01
S076,Strategic Sourcing,COURSE-S076-ADV,Advanced Strategic Sourcing and Decision Practice,Advanced,5,DEVELOPS_SKILL,1.00,2026-08-01
S077,Purchase Order Management,COURSE-S077-FND,Purchase Order Management Fundamentals,Foundation,2,DEVELOPS_SKILL,1.00,2026-08-01
S077,Purchase Order Management,COURSE-S077-PRC,Applied Purchase Order Management,Practitioner,3,DEVELOPS_SKILL,1.00,2026-08-01
S077,Purchase Order Management,COURSE-S077-ADV,Advanced Purchase Order Management and Decision Practice,Advanced,5,DEVELOPS_SKILL,1.00,2026-08-01
S078,Supplier Management,COURSE-S078-FND,Supplier Management Fundamentals,Foundation,2,DEVELOPS_SKILL,1.00,2026-08-01
S078,Supplier Management,COURSE-S078-PRC,Applied Supplier Management,Practitioner,3,DEVELOPS_SKILL,1.00,2026-08-01
S078,Supplier Management,COURSE-S078-ADV,Advanced Supplier Management and Decision Practice,Advanced,5,DEVELOPS_SKILL,1.00,2026-08-01
S079,Contract Negotiation,COURSE-S079-FND,Contract Negotiation Fundamentals,Foundation,2,DEVELOPS_SKILL,1.00,2026-08-01
S079,Contract Negotiation,COURSE-S079-PRC,Applied Contract Negotiation,Practitioner,3,DEVELOPS_SKILL,1.00,2026-08-01
S079,Contract Negotiation,COURSE-S079-ADV,Advanced Contract Negotiation and Decision Practice,Advanced,5,DEVELOPS_SKILL,1.00,2026-08-01
S080,Inventory Planning,COURSE-S080-FND,Inventory Planning Fundamentals,Foundation,2,DEVELOPS_SKILL,1.00,2026-08-01
S080,Inventory Planning,COURSE-S080-PRC,Applied Inventory Planning,Practitioner,3,DEVELOPS_SKILL,1.00,2026-08-01
S080,Inventory Planning,COURSE-S080-ADV,Advanced Inventory Planning and Decision Practice,Advanced,5,DEVELOPS_SKILL,1.00,2026-08-01
S081,Cost Analysis,COURSE-S081-FND,Cost Analysis Fundamentals,Foundation,2,DEVELOPS_SKILL,1.00,2026-08-01
S081,Cost Analysis,COURSE-S081-PRC,Applied Cost Analysis,Practitioner,3,DEVELOPS_SKILL,1.00,2026-08-01
S081,Cost Analysis,COURSE-S081-ADV,Advanced Cost Analysis and Decision Practice,Advanced,5,DEVELOPS_SKILL,1.00,2026-08-01
S082,Warehouse Operations,COURSE-S082-FND,Warehouse Operations Fundamentals,Foundation,2,DEVELOPS_SKILL,1.00,2026-08-01
S082,Warehouse Operations,COURSE-S082-PRC,Applied Warehouse Operations,Practitioner,3,DEVELOPS_SKILL,1.00,2026-08-01
S082,Warehouse Operations,COURSE-S082-ADV,Advanced Warehouse Operations and Decision Practice,Advanced,5,DEVELOPS_SKILL,1.00,2026-08-01
S083,Inventory Control,COURSE-S083-FND,Inventory Control Fundamentals,Foundation,2,DEVELOPS_SKILL,1.00,2026-08-01
S083,Inventory Control,COURSE-S083-PRC,Applied Inventory Control,Practitioner,3,DEVELOPS_SKILL,1.00,2026-08-01
S083,Inventory Control,COURSE-S083-ADV,Advanced Inventory Control and Decision Practice,Advanced,5,DEVELOPS_SKILL,1.00,2026-08-01
S084,Transport Planning,COURSE-S084-FND,Transport Planning Fundamentals,Foundation,2,DEVELOPS_SKILL,1.00,2026-08-01
S084,Transport Planning,COURSE-S084-PRC,Applied Transport Planning,Practitioner,3,DEVELOPS_SKILL,1.00,2026-08-01
S084,Transport Planning,COURSE-S084-ADV,Advanced Transport Planning and Decision Practice,Advanced,5,DEVELOPS_SKILL,1.00,2026-08-01
S085,Route Optimization,COURSE-S085-FND,Route Optimization Fundamentals,Foundation,2,DEVELOPS_SKILL,1.00,2026-08-01
S085,Route Optimization,COURSE-S085-PRC,Applied Route Optimization,Practitioner,3,DEVELOPS_SKILL,1.00,2026-08-01
S085,Route Optimization,COURSE-S085-ADV,Advanced Route Optimization and Decision Practice,Advanced,5,DEVELOPS_SKILL,1.00,2026-08-01
S086,Dispatch Coordination,COURSE-S086-FND,Dispatch Coordination Fundamentals,Foundation,2,DEVELOPS_SKILL,1.00,2026-08-01
S086,Dispatch Coordination,COURSE-S086-PRC,Applied Dispatch Coordination,Practitioner,3,DEVELOPS_SKILL,1.00,2026-08-01
S086,Dispatch Coordination,COURSE-S086-ADV,Advanced Dispatch Coordination and Decision Practice,Advanced,5,DEVELOPS_SKILL,1.00,2026-08-01
S087,Health and Safety,COURSE-S087-FND,Health and Safety Essentials,Foundation,2,DEVELOPS_SKILL,1.00,2026-08-01
S087,Health and Safety,COURSE-S087-PRC,Applied Health and Safety in Operations,Practitioner,3,DEVELOPS_SKILL,1.00,2026-08-01
S087,Health and Safety,COURSE-S087-ADV,Advanced Health and Safety and Continuous Improvement,Advanced,5,DEVELOPS_SKILL,1.00,2026-08-01
S088,Production Planning,COURSE-S088-FND,Production Planning Essentials,Foundation,2,DEVELOPS_SKILL,1.00,2026-08-01
S088,Production Planning,COURSE-S088-PRC,Applied Production Planning in Operations,Practitioner,3,DEVELOPS_SKILL,1.00,2026-08-01
S088,Production Planning,COURSE-S088-ADV,Advanced Production Planning and Continuous Improvement,Advanced,5,DEVELOPS_SKILL,1.00,2026-08-01
S089,Machine Operation,COURSE-S089-FND,Machine Operation Essentials,Foundation,2,DEVELOPS_SKILL,1.00,2026-08-01
S089,Machine Operation,COURSE-S089-PRC,Applied Machine Operation in Operations,Practitioner,3,DEVELOPS_SKILL,1.00,2026-08-01
S089,Machine Operation,COURSE-S089-ADV,Advanced Machine Operation and Continuous Improvement,Advanced,5,DEVELOPS_SKILL,1.00,2026-08-01
S090,Preventive Maintenance,COURSE-S090-FND,Preventive Maintenance Essentials,Foundation,2,DEVELOPS_SKILL,1.00,2026-08-01
S090,Preventive Maintenance,COURSE-S090-PRC,Applied Preventive Maintenance in Operations,Practitioner,3,DEVELOPS_SKILL,1.00,2026-08-01
S090,Preventive Maintenance,COURSE-S090-ADV,Advanced Preventive Maintenance and Continuous Improvement,Advanced,5,DEVELOPS_SKILL,1.00,2026-08-01
S091,Lean Manufacturing,COURSE-S091-FND,Lean Manufacturing Essentials,Foundation,2,DEVELOPS_SKILL,1.00,2026-08-01
S091,Lean Manufacturing,COURSE-S091-PRC,Applied Lean Manufacturing in Operations,Practitioner,3,DEVELOPS_SKILL,1.00,2026-08-01
S091,Lean Manufacturing,COURSE-S091-ADV,Advanced Lean Manufacturing and Continuous Improvement,Advanced,5,DEVELOPS_SKILL,1.00,2026-08-01
S092,Quality Auditing,COURSE-S092-FND,Quality Auditing Essentials,Foundation,2,DEVELOPS_SKILL,1.00,2026-08-01
S092,Quality Auditing,COURSE-S092-PRC,Applied Quality Auditing in Operations,Practitioner,3,DEVELOPS_SKILL,1.00,2026-08-01
S092,Quality Auditing,COURSE-S092-ADV,Advanced Quality Auditing and Continuous Improvement,Advanced,5,DEVELOPS_SKILL,1.00,2026-08-01
S093,Root Cause Analysis,COURSE-S093-FND,Root Cause Analysis Essentials,Foundation,2,DEVELOPS_SKILL,1.00,2026-08-01
S093,Root Cause Analysis,COURSE-S093-PRC,Applied Root Cause Analysis in Operations,Practitioner,3,DEVELOPS_SKILL,1.00,2026-08-01
S093,Root Cause Analysis,COURSE-S093-ADV,Advanced Root Cause Analysis and Continuous Improvement,Advanced,5,DEVELOPS_SKILL,1.00,2026-08-01
S094,Corrective Action Management,COURSE-S094-FND,Corrective Action Management Essentials,Foundation,2,DEVELOPS_SKILL,1.00,2026-08-01
S094,Corrective Action Management,COURSE-S094-PRC,Applied Corrective Action Management in Operations,Practitioner,3,DEVELOPS_SKILL,1.00,2026-08-01
S094,Corrective Action Management,COURSE-S094-ADV,Advanced Corrective Action Management and Continuous Improvement,Advanced,5,DEVELOPS_SKILL,1.00,2026-08-01
S095,Statistical Process Control,COURSE-S095-FND,Statistical Process Control Essentials,Foundation,2,DEVELOPS_SKILL,1.00,2026-08-01
S095,Statistical Process Control,COURSE-S095-PRC,Applied Statistical Process Control in Operations,Practitioner,3,DEVELOPS_SKILL,1.00,2026-08-01
S095,Statistical Process Control,COURSE-S095-ADV,Advanced Statistical Process Control and Continuous Improvement,Advanced,5,DEVELOPS_SKILL,1.00,2026-08-01
S096,Research Methodology,COURSE-S096-FND,Research Methodology Foundations,Foundation,2,DEVELOPS_SKILL,1.00,2026-08-01
S096,Research Methodology,COURSE-S096-PRC,Applied Research Methodology for R&D,Practitioner,3,DEVELOPS_SKILL,1.00,2026-08-01
S096,Research Methodology,COURSE-S096-ADV,Advanced Research Methodology and Innovation Practice,Advanced,5,DEVELOPS_SKILL,1.00,2026-08-01
S097,Experimental Design,COURSE-S097-FND,Experimental Design Foundations,Foundation,2,DEVELOPS_SKILL,1.00,2026-08-01
S097,Experimental Design,COURSE-S097-PRC,Applied Experimental Design for R&D,Practitioner,3,DEVELOPS_SKILL,1.00,2026-08-01
S097,Experimental Design,COURSE-S097-ADV,Advanced Experimental Design and Innovation Practice,Advanced,5,DEVELOPS_SKILL,1.00,2026-08-01
S098,Technical Writing,COURSE-S098-FND,Technical Writing Foundations,Foundation,2,DEVELOPS_SKILL,1.00,2026-08-01
S098,Technical Writing,COURSE-S098-PRC,Applied Technical Writing for R&D,Practitioner,3,DEVELOPS_SKILL,1.00,2026-08-01
S098,Technical Writing,COURSE-S098-ADV,Advanced Technical Writing and Innovation Practice,Advanced,5,DEVELOPS_SKILL,1.00,2026-08-01
S099,Innovation Management,COURSE-S099-FND,Innovation Management Foundations,Foundation,2,DEVELOPS_SKILL,1.00,2026-08-01
S099,Innovation Management,COURSE-S099-PRC,Applied Innovation Management for R&D,Practitioner,3,DEVELOPS_SKILL,1.00,2026-08-01
S099,Innovation Management,COURSE-S099-ADV,Advanced Innovation Management and Innovation Practice,Advanced,5,DEVELOPS_SKILL,1.00,2026-08-01
