Activity_Date,Department_ID,Department_Name,Actual_Employee_Count,Employees_Available_for_Work,Employees_on_Approved_Leave,Employees_Absent,Total_Overtime_Hours,Open_Position_Count,Critical_Open_Position_Count,Workforce_Availability_Percentage,Data_Refresh_Timestamp,Data_Quality_Status
2026-05-17,DEPARTMENT-009,Training & Development,45,39,2,4,2,2,0,86.67,2026-05-17T18:00:00+05:00,Validated
2026-05-17,DEPARTMENT-010,Administration & Facilities,45,45,0,0,9,0,0,100.0,2026-05-17T18:00:00+05:00,Validated
2026-05-17,DEPARTMENT-011,Legal & Compliance,45,37,4,4,10,0,0,82.22,2026-05-17T18:00:00+05:00,Validated
2026-05-17,DEPARTMENT-012,Procurement & Supply Chain,45,41,2,2,6,3,1,91.11,2026-05-17T18:00:00+05:00,Validated
2026-05-17,DEPARTMENT-013,Logistics & Warehouse,45,37,0,8,15,8,2,82.22,2026-05-17T18:00:00+05:00,Validated
2026-05-17,DEPARTMENT-014,Production & Manufacturing,45,35,3,7,14,11,11,77.78,2026-05-17T18:00:00+05:00,Validated
2026-05-17,DEPARTMENT-015,Quality Assurance,45,35,2,8,13,5,1,77.78,2026-05-17T18:00:00+05:00,Validated
2026-05-17,DEPARTMENT-016,Research & Development,45,38,2,5,6,7,2,84.44,2026-05-17T18:00:00+05:00,Validated
2026-05-18,DEPARTMENT-001,HR,45,44,1,0,7,0,0,97.78,2026-05-18T18:00:00+05:00,Validated
2026-05-18,DEPARTMENT-002,Finance,45,43,2,0,5,3,1,95.56,2026-05-18T18:00:00+05:00,Validated
2026-05-18,DEPARTMENT-003,Sales,45,45,0,0,12,7,2,100.0,2026-05-18T18:00:00+05:00,Validated
2026-05-18,DEPARTMENT-004,Customer Support,45,43,2,0,3,5,1,95.56,2026-05-18T18:00:00+05:00,Validated
2026-05-18,DEPARTMENT-005,Engineering,45,45,0,0,12,9,3,100.0,2026-05-18T18:00:00+05:00,Validated
2026-05-18,DEPARTMENT-006,Operations,45,40,2,3,4,6,2,88.89,2026-05-18T18:00:00+05:00,Validated
2026-05-18,DEPARTMENT-007,IT,45,43,2,0,11,4,1,95.56,2026-05-18T18:00:00+05:00,Validated
2026-05-18,DEPARTMENT-008,Medical Care,45,39,1,5,18,10,10,86.67,2026-05-18T18:00:00+05:00,Validated
2026-05-18,DEPARTMENT-009,Training & Development,45,42,2,1,6,2,0,93.33,2026-05-18T18:00:00+05:00,Validated
2026-05-18,DEPARTMENT-010,Administration & Facilities,45,40,3,2,7,0,0,88.89,2026-05-18T18:00:00+05:00,Validated
2026-05-18,DEPARTMENT-011,Legal & Compliance,45,44,0,1,1,0,0,97.78,2026-05-18T18:00:00+05:00,Validated
2026-05-18,DEPARTMENT-012,Procurement & Supply Chain,45,43,2,0,8,3,1,95.56,2026-05-18T18:00:00+05:00,Validated
2026-05-18,DEPARTMENT-013,Logistics & Warehouse,45,43,0,2,13,8,2,95.56,2026-05-18T18:00:00+05:00,Validated
2026-05-18,DEPARTMENT-014,Production & Manufacturing,45,40,2,3,16,11,11,88.89,2026-05-18T18:00:00+05:00,Validated
2026-05-18,DEPARTMENT-015,Quality Assurance,45,41,3,1,6,5,1,91.11,2026-05-18T18:00:00+05:00,Validated
2026-05-18,DEPARTMENT-016,Research & Development,45,43,2,0,5,7,2,95.56,2026-05-18T18:00:00+05:00,Validated
2026-05-19,DEPARTMENT-001,HR,45,44,1,0,1,0,0,97.78,2026-05-19T18:00:00+05:00,Validated
2026-05-19,DEPARTMENT-002,Finance,45,42,3,0,3,3,1,93.33,2026-05-19T18:00:00+05:00,Validated
2026-05-19,DEPARTMENT-003,Sales,45,41,3,1,3,7,2,91.11,2026-05-19T18:00:00+05:00,Validated
2026-05-19,DEPARTMENT-004,Customer Support,45,41,1,3,0,5,1,91.11,2026-05-19T18:00:00+05:00,Validated
2026-05-19,DEPARTMENT-005,Engineering,45,41,4,0,5,9,3,91.11,2026-05-19T18:00:00+05:00,Validated
2026-05-19,DEPARTMENT-006,Operations,45,45,0,0,5,6,2,100.0,2026-05-19T18:00:00+05:00,Validated
2026-05-19,DEPARTMENT-007,IT,45,40,3,2,0,4,1,88.89,2026-05-19T18:00:00+05:00,Validated
2026-05-19,DEPARTMENT-008,Medical Care,45,42,1,2,15,10,10,93.33,2026-05-19T18:00:00+05:00,Validated
2026-05-19,DEPARTMENT-009,Training & Development,45,43,1,1,4,2,0,95.56,2026-05-19T18:00:00+05:00,Validated
2026-05-19,DEPARTMENT-010,Administration & Facilities,45,44,1,0,0,0,0,97.78,2026-05-19T18:00:00+05:00,Validated
2026-05-19,DEPARTMENT-011,Legal & Compliance,45,42,3,0,8,0,0,93.33,2026-05-19T18:00:00+05:00,Validated
2026-05-19,DEPARTMENT-012,Procurement & Supply Chain,45,43,1,1,10,3,1,95.56,2026-05-19T18:00:00+05:00,Validated
2026-05-19,DEPARTMENT-013,Logistics & Warehouse,45,40,3,2,13,8,2,88.89,2026-05-19T18:00:00+05:00,Validated
2026-05-19,DEPARTMENT-014,Production & Manufacturing,45,41,0,4,18,11,11,91.11,2026-05-19T18:00:00+05:00,Validated
2026-05-19,DEPARTMENT-015,Quality Assurance,45,42,3,0,9,5,1,93.33,2026-05-19T18:00:00+05:00,Validated
2026-05-19,DEPARTMENT-016,Research & Development,45,40,3,2,6,7,2,88.89,2026-05-19T18:00:00+05:00,Validated
2026-05-20,DEPARTMENT-001,HR,45,44,1,0,7,0,0,97.78,2026-05-20T18:00:00+05:00,Validated
2026-05-20,DEPARTMENT-002,Finance,45,43,2,0,5,3,1,95.56,2026-05-20T18:00:00+05:00,Validated
2026-05-20,DEPARTMENT-003,Sales,45,41,2,2,5,7,2,91.11,2026-05-20T18:00:00+05:00,Validated
2026-05-20,DEPARTMENT-004,Customer Support,45,41,1,3,2,5,1,91.11,2026-05-20T18:00:00+05:00,Validated
2026-05-20,DEPARTMENT-005,Engineering,45,45,0,0,17,9,3,100.0,2026-05-20T18:00:00+05:00,Validated
2026-05-20,DEPARTMENT-006,Operations,45,39,2,4,7,6,2,86.67,2026-05-20T18:00:00+05:00,Validated
2026-05-20,DEPARTMENT-007,IT,45,41,4,0,9,4,1,91.11,2026-05-20T18:00:00+05:00,Validated
2026-05-20,DEPARTMENT-008,Medical Care,45,37,4,4,7,10,10,82.22,2026-05-20T18:00:00+05:00,Validated
2026-05-20,DEPARTMENT-009,Training & Development,45,43,1,1,7,2,0,95.56,2026-05-20T18:00:00+05:00,Validated
2026-05-20,DEPARTMENT-010,Administration & Facilities,45,41,2,2,3,0,0,91.11,2026-05-20T18:00:00+05:00,Validated
2026-05-20,DEPARTMENT-011,Legal & Compliance,45,44,0,1,8,0,0,97.78,2026-05-20T18:00:00+05:00,Validated
2026-05-20,DEPARTMENT-012,Procurement & Supply Chain,45,45,0,0,1,3,1,100.0,2026-05-20T18:00:00+05:00,Validated
2026-05-20,DEPARTMENT-013,Logistics & Warehouse,45,44,1,0,15,8,2,97.78,2026-05-20T18:00:00+05:00,Validated
2026-05-20,DEPARTMENT-014,Production & Manufacturing,45,41,2,2,6,11,11,91.11,2026-05-20T18:00:00+05:00,Validated
2026-05-20,DEPARTMENT-015,Quality Assurance,45,43,1,1,8,5,1,95.56,2026-05-20T18:00:00+05:00,Validated
2026-05-20,DEPARTMENT-016,Research & Development,45,43,2,0,7,7,2,95.56,2026-05-20T18:00:00+05:00,Validated
2026-05-21,DEPARTMENT-001,HR,45,42,1,2,1,0,0,93.33,2026-05-21T18:00:00+05:00,Validated
2026-05-21,DEPARTMENT-002,Finance,45,43,2,0,4,3,1,95.56,2026-05-21T18:00:00+05:00,Validated
2026-05-21,DEPARTMENT-003,Sales,45,44,1,0,10,7,2,97.78,2026-05-21T18:00:00+05:00,Validated
2026-05-21,DEPARTMENT-004,Customer Support,45,42,0,3,5,5,1,93.33,2026-05-21T18:00:00+05:00,Validated
2026-05-21,DEPARTMENT-005,Engineering,45,42,2,1,7,9,3,93.33,2026-05-21T18:00:00+05:00,Validated
2026-05-21,DEPARTMENT-006,Operations,45,40,2,3,6,6,2,88.89,2026-05-21T18:00:00+05:00,Validated
2026-05-21,DEPARTMENT-007,IT,45,41,0,4,8,4,1,91.11,2026-05-21T18:00:00+05:00,Validated
2026-05-21,DEPARTMENT-008,Medical Care,45,37,4,4,14,10,10,82.22,2026-05-21T18:00:00+05:00,Validated
2026-05-21,DEPARTMENT-009,Training & Development,45,41,4,0,5,2,0,91.11,2026-05-21T18:00:00+05:00,Validated
2026-05-21,DEPARTMENT-010,Administration & Facilities,45,40,4,1,8,0,0,88.89,2026-05-21T18:00:00+05:00,Validated
2026-05-21,DEPARTMENT-011,Legal & Compliance,45,45,0,0,1,0,0,100.0,2026-05-21T18:00:00+05:00,Validated
2026-05-21,DEPARTMENT-012,Procurement & Supply Chain,45,41,0,4,10,3,1,91.11,2026-05-21T18:00:00+05:00,Validated
2026-05-21,DEPARTMENT-013,Logistics & Warehouse,45,42,3,0,17,8,2,93.33,2026-05-21T18:00:00+05:00,Validated
2026-05-21,DEPARTMENT-014,Production & Manufacturing,45,43,0,2,17,11,11,95.56,2026-05-21T18:00:00+05:00,Validated
2026-05-21,DEPARTMENT-015,Quality Assurance,45,41,2,2,5,5,1,91.11,2026-05-21T18:00:00+05:00,Validated
2026-05-21,DEPARTMENT-016,Research & Development,45,43,1,1,8,7,2,95.56,2026-05-21T18:00:00+05:00,Validated
2026-05-22,DEPARTMENT-001,HR,45,41,1,3,2,0,0,91.11,2026-05-22T18:00:00+05:00,Validated
2026-05-22,DEPARTMENT-002,Finance,45,38,4,3,1,3,1,84.44,2026-05-22T18:00:00+05:00,Validated
2026-05-22,DEPARTMENT-003,Sales,45,43,2,0,15,7,2,95.56,2026-05-22T18:00:00+05:00,Validated
2026-05-22,DEPARTMENT-004,Customer Support,45,40,3,2,16,5,1,88.89,2026-05-22T18:00:00+05:00,Validated
2026-05-22,DEPARTMENT-005,Engineering,45,40,3,2,10,9,3,88.89,2026-05-22T18:00:00+05:00,Validated
2026-05-22,DEPARTMENT-006,Operations,45,44,0,1,8,6,2,97.78,2026-05-22T18:00:00+05:00,Validated
2026-05-22,DEPARTMENT-007,IT,45,43,1,1,10,4,1,95.56,2026-05-22T18:00:00+05:00,Validated
2026-05-22,DEPARTMENT-008,Medical Care,45,39,2,4,6,10,10,86.67,2026-05-22T18:00:00+05:00,Validated
2026-05-22,DEPARTMENT-009,Training & Development,45,42,1,2,4,2,0,93.33,2026-05-22T18:00:00+05:00,Validated
2026-05-22,DEPARTMENT-010,Administration & Facilities,45,41,2,2,14,0,0,91.11,2026-05-22T18:00:00+05:00,Validated
2026-05-22,DEPARTMENT-011,Legal & Compliance,45,41,2,2,10,0,0,91.11,2026-05-22T18:00:00+05:00,Validated
2026-05-22,DEPARTMENT-012,Procurement & Supply Chain,45,42,3,0,3,3,1,93.33,2026-05-22T18:00:00+05:00,Validated
2026-05-22,DEPARTMENT-013,Logistics & Warehouse,45,40,2,3,13,8,2,88.89,2026-05-22T18:00:00+05:00,Validated
2026-05-22,DEPARTMENT-014,Production & Manufacturing,45,41,3,1,18,11,11,91.11,2026-05-22T18:00:00+05:00,Validated
2026-05-22,DEPARTMENT-015,Quality Assurance,45,44,1,0,5,5,1,97.78,2026-05-22T18:00:00+05:00,Validated
2026-05-22,DEPARTMENT-016,Research & Development,45,42,2,1,16,7,2,93.33,2026-05-22T18:00:00+05:00,Validated
2026-05-23,DEPARTMENT-001,HR,45,40,0,5,9,0,0,88.89,2026-05-23T18:00:00+05:00,Validated
2026-05-23,DEPARTMENT-002,Finance,45,38,2,5,8,3,1,84.44,2026-05-23T18:00:00+05:00,Validated
2026-05-23,DEPARTMENT-003,Sales,45,41,0,4,6,7,2,91.11,2026-05-23T18:00:00+05:00,Validated
2026-05-23,DEPARTMENT-004,Customer Support,45,35,1,9,10,5,1,77.78,2026-05-23T18:00:00+05:00,Validated
2026-05-23,DEPARTMENT-005,Engineering,45,41,1,3,9,9,3,91.11,2026-05-23T18:00:00+05:00,Validated
2026-05-23,DEPARTMENT-006,Operations,45,38,1,6,9,6,2,84.44,2026-05-23T18:00:00+05:00,Validated
2026-05-23,DEPARTMENT-007,IT,45,38,2,5,5,4,1,84.44,2026-05-23T18:00:00+05:00,Validated
2026-05-23,DEPARTMENT-008,Medical Care,45,39,2,4,22,10,10,86.67,2026-05-23T18:00:00+05:00,Validated
2026-05-23,DEPARTMENT-009,Training & Development,45,40,1,4,0,2,0,88.89,2026-05-23T18:00:00+05:00,Validated
2026-05-23,DEPARTMENT-010,Administration & Facilities,45,39,2,4,10,0,0,86.67,2026-05-23T18:00:00+05:00,Validated
2026-05-23,DEPARTMENT-011,Legal & Compliance,45,40,2,3,9,0,0,88.89,2026-05-23T18:00:00+05:00,Validated
2026-05-23,DEPARTMENT-012,Procurement & Supply Chain,45,38,0,7,6,3,1,84.44,2026-05-23T18:00:00+05:00,Validated
2026-05-23,DEPARTMENT-013,Logistics & Warehouse,45,37,2,6,17,8,2,82.22,2026-05-23T18:00:00+05:00,Validated
2026-05-23,DEPARTMENT-014,Production & Manufacturing,45,35,2,8,13,11,11,77.78,2026-05-23T18:00:00+05:00,Validated
2026-05-23,DEPARTMENT-015,Quality Assurance,45,37,3,5,5,5,1,82.22,2026-05-23T18:00:00+05:00,Validated
2026-05-23,DEPARTMENT-016,Research & Development,45,39,2,4,13,7,2,86.67,2026-05-23T18:00:00+05:00,Validated
2026-05-24,DEPARTMENT-001,HR,45,40,1,4,7,0,0,88.89,2026-05-24T18:00:00+05:00,Validated
2026-05-24,DEPARTMENT-002,Finance,45,38,1,6,6,3,1,84.44,2026-05-24T18:00:00+05:00,Validated
2026-05-24,DEPARTMENT-003,Sales,45,39,1,5,9,7,2,86.67,2026-05-24T18:00:00+05:00,Validated
2026-05-24,DEPARTMENT-004,Customer Support,45,35,3,7,2,5,1,77.78,2026-05-24T18:00:00+05:00,Validated
2026-05-24,DEPARTMENT-005,Engineering,45,38,1,6,8,9,3,84.44,2026-05-24T18:00:00+05:00,Validated
2026-05-24,DEPARTMENT-006,Operations,45,37,2,6,6,6,2,82.22,2026-05-24T18:00:00+05:00,Validated
2026-05-24,DEPARTMENT-007,IT,45,44,0,1,0,4,1,97.78,2026-05-24T18:00:00+05:00,Validated
2026-05-24,DEPARTMENT-008,Medical Care,45,42,0,3,21,10,10,93.33,2026-05-24T18:00:00+05:00,Validated
2026-05-24,DEPARTMENT-009,Training & Development,45,37,0,8,10,2,0,82.22,2026-05-24T18:00:00+05:00,Validated
2026-05-24,DEPARTMENT-010,Administration & Facilities,45,42,1,2,4,0,0,93.33,2026-05-24T18:00:00+05:00,Validated
2026-05-24,DEPARTMENT-011,Legal & Compliance,45,38,2,5,3,0,0,84.44,2026-05-24T18:00:00+05:00,Validated
2026-05-24,DEPARTMENT-012,Procurement & Supply Chain,45,39,2,4,4,3,1,86.67,2026-05-24T18:00:00+05:00,Validated
2026-05-24,DEPARTMENT-013,Logistics & Warehouse,45,39,0,6,6,8,2,86.67,2026-05-24T18:00:00+05:00,Validated
2026-05-24,DEPARTMENT-014,Production & Manufacturing,45,40,1,4,14,11,11,88.89,2026-05-24T18:00:00+05:00,Validated
2026-05-24,DEPARTMENT-015,Quality Assurance,45,40,0,5,4,5,1,88.89,2026-05-24T18:00:00+05:00,Validated
2026-05-24,DEPARTMENT-016,Research & Development,45,40,0,5,3,7,2,88.89,2026-05-24T18:00:00+05:00,Validated
2026-05-25,DEPARTMENT-001,HR,45,43,1,1,8,0,0,95.56,2026-05-25T18:00:00+05:00,Validated
2026-05-25,DEPARTMENT-002,Finance,45,45,0,0,8,3,1,100.0,2026-05-25T18:00:00+05:00,Validated
2026-05-25,DEPARTMENT-003,Sales,45,43,1,1,10,7,2,95.56,2026-05-25T18:00:00+05:00,Validated
2026-05-25,DEPARTMENT-004,Customer Support,45,41,2,2,8,5,1,91.11,2026-05-25T18:00:00+05:00,Validated
2026-05-25,DEPARTMENT-005,Engineering,45,40,1,4,7,9,3,88.89,2026-05-25T18:00:00+05:00,Validated
2026-05-25,DEPARTMENT-006,Operations,45,40,3,2,13,6,2,88.89,2026-05-25T18:00:00+05:00,Validated
2026-05-25,DEPARTMENT-007,IT,45,43,2,0,9,4,1,95.56,2026-05-25T18:00:00+05:00,Validated
2026-05-25,DEPARTMENT-008,Medical Care,45,41,4,0,11,10,10,91.11,2026-05-25T18:00:00+05:00,Validated
2026-05-25,DEPARTMENT-009,Training & Development,45,41,4,0,4,2,0,91.11,2026-05-25T18:00:00+05:00,Validated
2026-05-25,DEPARTMENT-010,Administration & Facilities,45,43,1,1,2,0,0,95.56,2026-05-25T18:00:00+05:00,Validated
2026-05-25,DEPARTMENT-011,Legal & Compliance,45,44,1,0,5,0,0,97.78,2026-05-25T18:00:00+05:00,Validated
2026-05-25,DEPARTMENT-012,Procurement & Supply Chain,45,45,0,0,8,3,1,100.0,2026-05-25T18:00:00+05:00,Validated
2026-05-25,DEPARTMENT-013,Logistics & Warehouse,45,42,2,1,13,8,2,93.33,2026-05-25T18:00:00+05:00,Validated
2026-05-25,DEPARTMENT-014,Production & Manufacturing,45,42,1,2,18,11,11,93.33,2026-05-25T18:00:00+05:00,Validated
2026-05-25,DEPARTMENT-015,Quality Assurance,45,37,4,4,16,5,1,82.22,2026-05-25T18:00:00+05:00,Validated
2026-05-25,DEPARTMENT-016,Research & Development,45,44,1,0,8,7,2,97.78,2026-05-25T18:00:00+05:00,Validated
2026-05-26,DEPARTMENT-001,HR,45,43,2,0,7,0,0,95.56,2026-05-26T18:00:00+05:00,Validated
2026-05-26,DEPARTMENT-002,Finance,45,39,2,4,7,3,1,86.67,2026-05-26T18:00:00+05:00,Validated
2026-05-26,DEPARTMENT-003,Sales,45,41,1,3,5,7,2,91.11,2026-05-26T18:00:00+05:00,Validated
2026-05-26,DEPARTMENT-004,Customer Support,45,42,0,3,10,5,1,93.33,2026-05-26T18:00:00+05:00,Validated
2026-05-26,DEPARTMENT-005,Engineering,45,41,0,4,7,9,3,91.11,2026-05-26T18:00:00+05:00,Validated
2026-05-26,DEPARTMENT-006,Operations,45,41,3,1,3,6,2,91.11,2026-05-26T18:00:00+05:00,Validated
2026-05-26,DEPARTMENT-007,IT,45,44,0,1,13,4,1,97.78,2026-05-26T18:00:00+05:00,Validated
2026-05-26,DEPARTMENT-008,Medical Care,45,44,1,0,13,10,10,97.78,2026-05-26T18:00:00+05:00,Validated
2026-05-26,DEPARTMENT-009,Training & Development,45,41,3,1,7,2,0,91.11,2026-05-26T18:00:00+05:00,Validated
2026-05-26,DEPARTMENT-010,Administration & Facilities,45,44,0,1,11,0,0,97.78,2026-05-26T18:00:00+05:00,Validated
2026-05-26,DEPARTMENT-011,Legal & Compliance,45,45,0,0,4,0,0,100.0,2026-05-26T18:00:00+05:00,Validated
2026-05-26,DEPARTMENT-012,Procurement & Supply Chain,45,42,2,1,2,3,1,93.33,2026-05-26T18:00:00+05:00,Validated
2026-05-26,DEPARTMENT-013,Logistics & Warehouse,45,38,1,6,15,8,2,84.44,2026-05-26T18:00:00+05:00,Validated
2026-05-26,DEPARTMENT-014,Production & Manufacturing,45,42,0,3,3,11,11,93.33,2026-05-26T18:00:00+05:00,Validated
2026-05-26,DEPARTMENT-015,Quality Assurance,45,43,1,1,5,5,1,95.56,2026-05-26T18:00:00+05:00,Validated
2026-05-26,DEPARTMENT-016,Research & Development,45,39,4,2,10,7,2,86.67,2026-05-26T18:00:00+05:00,Validated
2026-05-27,DEPARTMENT-001,HR,45,45,0,0,13,0,0,100.0,2026-05-27T18:00:00+05:00,Validated
2026-05-27,DEPARTMENT-002,Finance,45,44,0,1,9,3,1,97.78,2026-05-27T18:00:00+05:00,Validated
2026-05-27,DEPARTMENT-003,Sales,45,43,1,1,7,7,2,95.56,2026-05-27T18:00:00+05:00,Validated
2026-05-27,DEPARTMENT-004,Customer Support,45,44,0,1,7,5,1,97.78,2026-05-27T18:00:00+05:00,Validated
2026-05-27,DEPARTMENT-005,Engineering,45,43,2,0,6,9,3,95.56,2026-05-27T18:00:00+05:00,Validated
2026-05-27,DEPARTMENT-006,Operations,45,45,0,0,15,6,2,100.0,2026-05-27T18:00:00+05:00,Validated
2026-05-27,DEPARTMENT-007,IT,45,45,0,0,12,4,1,100.0,2026-05-27T18:00:00+05:00,Validated
2026-05-27,DEPARTMENT-008,Medical Care,45,40,0,5,10,10,10,88.89,2026-05-27T18:00:00+05:00,Validated
2026-05-27,DEPARTMENT-009,Training & Development,45,43,2,0,12,2,0,95.56,2026-05-27T18:00:00+05:00,Validated
2026-05-27,DEPARTMENT-010,Administration & Facilities,45,43,0,2,4,0,0,95.56,2026-05-27T18:00:00+05:00,Validated
2026-05-27,DEPARTMENT-011,Legal & Compliance,45,43,2,0,6,0,0,95.56,2026-05-27T18:00:00+05:00,Validated
2026-05-27,DEPARTMENT-012,Procurement & Supply Chain,45,42,3,0,7,3,1,93.33,2026-05-27T18:00:00+05:00,Validated
2026-05-27,DEPARTMENT-013,Logistics & Warehouse,45,42,0,3,11,8,2,93.33,2026-05-27T18:00:00+05:00,Validated
2026-05-27,DEPARTMENT-014,Production & Manufacturing,45,40,2,3,13,11,11,88.89,2026-05-27T18:00:00+05:00,Validated
2026-05-27,DEPARTMENT-015,Quality Assurance,45,43,2,0,4,5,1,95.56,2026-05-27T18:00:00+05:00,Validated
2026-05-27,DEPARTMENT-016,Research & Development,45,42,2,1,7,7,2,93.33,2026-05-27T18:00:00+05:00,Validated
2026-05-28,DEPARTMENT-001,HR,45,44,1,0,5,0,0,97.78,2026-05-28T18:00:00+05:00,Validated
2026-05-28,DEPARTMENT-002,Finance,45,45,0,0,10,3,1,100.0,2026-05-28T18:00:00+05:00,Validated
2026-05-28,DEPARTMENT-003,Sales,45,43,2,0,9,7,2,95.56,2026-05-28T18:00:00+05:00,Validated
2026-05-28,DEPARTMENT-004,Customer Support,45,43,1,1,7,5,1,95.56,2026-05-28T18:00:00+05:00,Validated
2026-05-28,DEPARTMENT-005,Engineering,45,43,0,2,9,9,3,95.56,2026-05-28T18:00:00+05:00,Validated
2026-05-28,DEPARTMENT-006,Operations,45,41,1,3,0,6,2,91.11,2026-05-28T18:00:00+05:00,Validated
2026-05-28,DEPARTMENT-007,IT,45,43,1,1,15,4,1,95.56,2026-05-28T18:00:00+05:00,Validated
2026-05-28,DEPARTMENT-008,Medical Care,45,36,6,3,11,10,10,80.0,2026-05-28T18:00:00+05:00,Validated
2026-05-28,DEPARTMENT-009,Training & Development,45,40,4,1,13,2,0,88.89,2026-05-28T18:00:00+05:00,Validated
2026-05-28,DEPARTMENT-010,Administration & Facilities,45,41,2,2,13,0,0,91.11,2026-05-28T18:00:00+05:00,Validated
2026-05-28,DEPARTMENT-011,Legal & Compliance,45,43,2,0,0,0,0,95.56,2026-05-28T18:00:00+05:00,Validated
2026-05-28,DEPARTMENT-012,Procurement & Supply Chain,45,42,2,1,7,3,1,93.33,2026-05-28T18:00:00+05:00,Validated
2026-05-28,DEPARTMENT-013,Logistics & Warehouse,45,43,0,2,13,8,2,95.56,2026-05-28T18:00:00+05:00,Validated
2026-05-28,DEPARTMENT-014,Production & Manufacturing,45,43,0,2,14,11,11,95.56,2026-05-28T18:00:00+05:00,Validated
2026-05-28,DEPARTMENT-015,Quality Assurance,45,45,0,0,8,5,1,100.0,2026-05-28T18:00:00+05:00,Validated
2026-05-28,DEPARTMENT-016,Research & Development,45,42,1,2,8,7,2,93.33,2026-05-28T18:00:00+05:00,Validated
2026-05-29,DEPARTMENT-001,HR,45,40,1,4,4,0,0,88.89,2026-05-29T18:00:00+05:00,Validated
2026-05-29,DEPARTMENT-002,Finance,45,45,0,0,4,3,1,100.0,2026-05-29T18:00:00+05:00,Validated
2026-05-29,DEPARTMENT-003,Sales,45,44,1,0,7,7,2,97.78,2026-05-29T18:00:00+05:00,Validated
2026-05-29,DEPARTMENT-004,Customer Support,45,40,2,3,1,5,1,88.89,2026-05-29T18:00:00+05:00,Validated
2026-05-29,DEPARTMENT-005,Engineering,45,44,1,0,2,9,3,97.78,2026-05-29T18:00:00+05:00,Validated
2026-05-29,DEPARTMENT-006,Operations,45,43,2,0,7,6,2,95.56,2026-05-29T18:00:00+05:00,Validated
2026-05-29,DEPARTMENT-007,IT,45,42,3,0,1,4,1,93.33,2026-05-29T18:00:00+05:00,Validated
2026-05-29,DEPARTMENT-008,Medical Care,45,40,3,2,5,10,10,88.89,2026-05-29T18:00:00+05:00,Validated
2026-05-29,DEPARTMENT-009,Training & Development,45,40,2,3,17,2,0,88.89,2026-05-29T18:00:00+05:00,Validated
2026-05-29,DEPARTMENT-010,Administration & Facilities,45,42,3,0,3,0,0,93.33,2026-05-29T18:00:00+05:00,Validated
2026-05-29,DEPARTMENT-011,Legal & Compliance,45,43,2,0,2,0,0,95.56,2026-05-29T18:00:00+05:00,Validated
2026-05-29,DEPARTMENT-012,Procurement & Supply Chain,45,44,1,0,6,3,1,97.78,2026-05-29T18:00:00+05:00,Validated
2026-05-29,DEPARTMENT-013,Logistics & Warehouse,45,43,0,2,19,8,2,95.56,2026-05-29T18:00:00+05:00,Validated
2026-05-29,DEPARTMENT-014,Production & Manufacturing,45,40,4,1,12,11,11,88.89,2026-05-29T18:00:00+05:00,Validated
2026-05-29,DEPARTMENT-015,Quality Assurance,45,41,2,2,5,5,1,91.11,2026-05-29T18:00:00+05:00,Validated
2026-05-29,DEPARTMENT-016,Research & Development,45,42,2,1,16,7,2,93.33,2026-05-29T18:00:00+05:00,Validated
2026-05-30,DEPARTMENT-001,HR,45,39,2,4,8,0,0,86.67,2026-05-30T18:00:00+05:00,Validated
2026-05-30,DEPARTMENT-002,Finance,45,42,1,2,2,3,1,93.33,2026-05-30T18:00:00+05:00,Validated
2026-05-30,DEPARTMENT-003,Sales,45,38,2,5,6,7,2,84.44,2026-05-30T18:00:00+05:00,Validated
2026-05-30,DEPARTMENT-004,Customer Support,45,38,1,6,10,5,1,84.44,2026-05-30T18:00:00+05:00,Validated
2026-05-30,DEPARTMENT-005,Engineering,45,38,2,5,3,9,3,84.44,2026-05-30T18:00:00+05:00,Validated
2026-05-30,DEPARTMENT-006,Operations,45,42,0,3,5,6,2,93.33,2026-05-30T18:00:00+05:00,Validated
2026-05-30,DEPARTMENT-007,IT,45,41,2,2,0,4,1,91.11,2026-05-30T18:00:00+05:00,Validated
2026-05-30,DEPARTMENT-008,Medical Care,45,36,2,7,16,10,10,80.0,2026-05-30T18:00:00+05:00,Validated
2026-05-30,DEPARTMENT-009,Training & Development,45,43,0,2,3,2,0,95.56,2026-05-30T18:00:00+05:00,Validated
2026-05-30,DEPARTMENT-010,Administration & Facilities,45,39,0,6,5,0,0,86.67,2026-05-30T18:00:00+05:00,Validated
2026-05-30,DEPARTMENT-011,Legal & Compliance,45,38,3,4,11,0,0,84.44,2026-05-30T18:00:00+05:00,Validated
2026-05-30,DEPARTMENT-012,Procurement & Supply Chain,45,36,3,6,9,3,1,80.0,2026-05-30T18:00:00+05:00,Validated
2026-05-30,DEPARTMENT-013,Logistics & Warehouse,45,35,2,8,15,8,2,77.78,2026-05-30T18:00:00+05:00,Validated
2026-05-30,DEPARTMENT-014,Production & Manufacturing,45,37,0,8,18,11,11,82.22,2026-05-30T18:00:00+05:00,Validated
2026-05-30,DEPARTMENT-015,Quality Assurance,45,41,2,2,8,5,1,91.11,2026-05-30T18:00:00+05:00,Validated
2026-05-30,DEPARTMENT-016,Research & Development,45,40,0,5,5,7,2,88.89,2026-05-30T18:00:00+05:00,Validated
2026-05-31,DEPARTMENT-001,HR,45,38,1,6,15,0,0,84.44,2026-05-31T18:00:00+05:00,Validated
